Date,Campaign,Channel,Stage,Conversion_Flag,Revenue,Impressions,Clicks,Leads,CTR,CPC,CPA,Country,Device,AgeGroup,Gender,Avg_Time_on_Page_sec,Bounce_Rate,Engagement_Score,Referral_Source,Video_50%,Video_75%,Video_100%,ThruPlay_Rate
2024-12-25,Black Friday,Social Media,Purchase Completed,1,154.41,4470,213,90,0.0477,2.85,8.66,India,Mobile,55+,Female,113.26,0.53,62.91,Email,0.58,0.66,0.72,0.0002
2024-12-28,Spring Sale,Referral,Visited Website,0,0.0,884,138,51,0.1561,1.09,16.71,UK,Desktop,18-24,Other,108.47,0.49,52.74,Social,0.96,0.98,0.99,0.0011
2025-05-06,Spring Sale,Social Media,Added to Cart,0,0.0,3099,226,40,0.0729,2.7,16.17,India,Tablet,55+,Female,248.11,0.68,6.85,Organic,0.09,0.14,0.66,0.0002
2024-12-04,Black Friday,Social Media,Added to Cart,0,0.0,2505,440,197,0.1756,4.78,34.67,India,Mobile,35-44,Female,71.21,0.34,18.6,Direct,0.76,0.93,0.96,0.0004
2025-10-21,Summer Promo,Social Media,Added to Cart,0,0.0,4917,687,176,0.1397,0.5,6.95,India,Mobile,25-34,Male,95.74,0.55,51.03,Email,0.02,0.79,0.93,0.0002
2025-04-02,Spring Sale,Email,Added to Cart,0,0.0,1133,185,84,0.1633,4.56,36.08,India,Mobile,25-34,Female,193.13,0.28,29.36,Organic,0.17,0.68,0.75,0.0007
2025-07-10,Black Friday,Email,Added to Cart,0,0.0,323,12,4,0.0372,4.93,15.43,India,Desktop,55+,Other,207.63,0.4,41.09,Organic,0.98,0.99,1.0,0.0031
2024-11-16,Summer Promo,Social Media,Added to Cart,0,0.0,4081,722,357,0.1769,0.29,13.98,USA,Desktop,55+,Other,159.9,0.59,40.27,Organic,0.8,0.9,0.99,0.0002
2025-04-15,Black Friday,Social Media,Added to Cart,0,0.0,2692,112,29,0.0416,0.37,44.23,UK,Mobile,18-24,Female,273.5,0.2,99.92,Direct,0.78,0.97,1.0,0.0004
2025-10-27,Winter Campaign,Social Media,Visited Website,0,0.0,1280,100,12,0.0781,1.41,23.4,Germany,Mobile,18-24,Female,280.34,0.55,99.48,Email,0.62,0.7,0.8,0.0006
2025-04-25,Winter Campaign,Email,Visited Website,0,0.0,987,106,30,0.1074,3.31,11.98,Australia,Tablet,18-24,Male,202.4,0.39,19.59,Organic,0.4,0.98,0.99,0.001
2024-12-19,Summer Promo,Referral,Purchase Completed,1,434.88,4526,470,139,0.1038,3.0,22.11,USA,Desktop,45-54,Other,150.55,0.4,20.71,Direct,0.21,0.78,0.83,0.0002
2025-02-08,Black Friday,Referral,Signed Up,0,0.0,1406,107,40,0.0761,4.83,22.66,Australia,Tablet,55+,Other,259.57,0.21,67.82,Direct,0.96,0.99,0.99,0.0007
2025-02-19,Spring Sale,Paid Ads,Signed Up,0,0.0,2366,139,15,0.0587,1.02,43.71,Australia,Tablet,55+,Male,251.04,0.33,62.32,Organic,0.35,0.73,0.87,0.0004
2025-07-31,Spring Sale,Social Media,Signed Up,0,0.0,948,30,4,0.0316,1.45,12.36,India,Desktop,35-44,Other,215.68,0.48,59.81,Paid,0.18,0.98,1.0,0.0011
2024-12-12,Spring Sale,Referral,Added to Cart,0,0.0,839,22,10,0.0262,3.76,19.32,Australia,Desktop,55+,Other,203.93,0.58,48.29,Paid,0.03,0.89,0.99,0.0012
2025-01-30,Black Friday,Paid Ads,Signed Up,0,0.0,1739,294,78,0.1691,4.96,17.2,Germany,Mobile,25-34,Other,180.17,0.14,21.35,Email,0.39,0.73,0.93,0.0005
2025-10-17,Black Friday,Email,Purchase Completed,1,255.38,4125,230,75,0.0558,3.83,38.63,UK,Desktop,55+,Female,69.82,0.17,93.49,Organic,0.69,0.74,0.82,0.0002
2024-12-05,Winter Campaign,Paid Ads,Signed Up,0,0.0,4797,405,193,0.0844,4.28,31.16,UK,Desktop,25-34,Other,264.9,0.48,72.12,Social,0.21,0.53,0.77,0.0002
2025-09-14,Spring Sale,Email,Added to Cart,0,0.0,2352,331,47,0.1407,3.71,27.21,India,Mobile,55+,Female,248.57,0.37,38.39,Paid,0.56,0.73,0.81,0.0003
2025-01-23,Winter Campaign,Referral,Signed Up,0,0.0,3026,456,196,0.1507,2.32,9.19,USA,Tablet,18-24,Female,181.91,0.48,5.29,Paid,0.49,0.74,1.0,0.0003
2024-12-28,Summer Promo,Email,Purchase Completed,1,105.41,3201,367,154,0.1147,4.73,15.67,Germany,Mobile,55+,Other,223.2,0.32,71.41,Paid,0.91,1.0,1.0,0.0003
2025-08-30,Spring Sale,Email,Visited Website,0,0.0,2842,523,126,0.184,2.18,19.77,India,Desktop,45-54,Male,230.72,0.2,35.56,Social,0.5,0.77,0.84,0.0003
2025-09-27,Black Friday,Social Media,Signed Up,0,0.0,444,45,13,0.1014,3.4,36.65,Germany,Mobile,25-34,Male,60.79,0.47,73.4,Paid,0.36,0.48,0.55,0.0012
2025-09-22,Spring Sale,Social Media,Signed Up,0,0.0,1973,62,12,0.0314,2.01,47.21,Germany,Mobile,35-44,Male,282.06,0.13,99.76,Paid,0.25,0.6,0.73,0.0004
2025-01-01,Summer Promo,Referral,Visited Website,0,0.0,359,32,10,0.0891,2.24,20.41,Germany,Mobile,45-54,Male,121.7,0.51,47.36,Paid,0.71,0.94,0.97,0.0027
2025-05-08,Black Friday,Email,Visited Website,0,0.0,2860,505,119,0.1766,1.72,27.68,India,Tablet,35-44,Male,54.89,0.24,62.39,Direct,0.25,0.52,0.66,0.0002
2025-09-22,Black Friday,Social Media,Signed Up,0,0.0,2362,296,78,0.1253,1.35,34.27,UK,Mobile,18-24,Other,288.81,0.23,2.21,Paid,0.24,0.3,0.96,0.0004
2024-12-01,Black Friday,Paid Ads,Added to Cart,0,0.0,2253,381,140,0.1691,1.6,12.1,Germany,Mobile,25-34,Male,103.7,0.26,52.16,Social,0.05,0.26,0.54,0.0002
2025-08-10,Winter Campaign,Paid Ads,Visited Website,0,0.0,1644,266,72,0.1618,4.14,14.22,UK,Tablet,55+,Female,193.74,0.18,92.38,Organic,0.79,0.88,0.91,0.0006
2025-08-19,Black Friday,Referral,Signed Up,0,0.0,1076,149,39,0.1385,2.99,43.58,Germany,Mobile,45-54,Male,276.37,0.31,45.4,Social,0.24,0.67,0.82,0.0008
2024-12-04,Winter Campaign,Paid Ads,Visited Website,0,0.0,1609,172,64,0.1069,3.6,25.36,UK,Mobile,45-54,Male,186.97,0.24,13.07,Organic,0.71,0.79,0.87,0.0005
2025-05-27,Black Friday,Paid Ads,Signed Up,0,0.0,4649,670,103,0.1441,4.27,42.89,UK,Mobile,25-34,Male,86.8,0.15,10.43,Email,0.69,0.83,0.92,0.0002
2025-05-13,Summer Promo,Paid Ads,Signed Up,0,0.0,2149,343,60,0.1596,0.72,17.56,India,Desktop,45-54,Other,250.75,0.45,53.91,Email,0.3,0.53,0.55,0.0003
2025-02-20,Winter Campaign,Referral,Signed Up,0,0.0,4960,463,191,0.0933,3.03,28.24,India,Tablet,45-54,Other,46.75,0.49,22.92,Social,0.24,0.95,1.0,0.0002
2025-01-26,Winter Campaign,Email,Signed Up,0,0.0,125,12,1,0.096,1.78,32.42,India,Mobile,45-54,Female,63.64,0.12,81.12,Paid,0.73,0.83,0.93,0.0074
2025-01-16,Black Friday,Referral,Added to Cart,0,0.0,2326,81,8,0.0348,4.4,14.13,India,Mobile,55+,Other,56.84,0.39,63.58,Organic,0.44,0.45,0.96,0.0004
2025-02-21,Black Friday,Social Media,Visited Website,0,0.0,1057,54,7,0.0511,3.67,14.29,UK,Desktop,35-44,Male,105.77,0.33,62.28,Email,0.5,0.98,0.99,0.0009
2024-12-27,Summer Promo,Paid Ads,Added to Cart,0,0.0,1506,178,19,0.1182,3.25,47.57,Australia,Tablet,18-24,Female,159.23,0.14,37.81,Organic,0.33,0.69,0.83,0.0006
2025-10-27,Black Friday,Paid Ads,Added to Cart,0,0.0,330,59,12,0.1788,2.78,10.1,USA,Mobile,45-54,Other,287.26,0.2,23.62,Organic,0.33,0.35,0.84,0.0025
2025-04-19,Black Friday,Email,Visited Website,0,0.0,2025,130,61,0.0642,0.53,48.75,India,Desktop,55+,Male,242.1,0.36,38.77,Paid,0.44,0.76,0.77,0.0004
2025-01-23,Spring Sale,Email,Signed Up,0,0.0,4836,211,60,0.0436,4.62,12.76,UK,Desktop,25-34,Female,55.41,0.26,48.31,Organic,0.49,0.51,0.89,0.0002
2025-03-02,Black Friday,Social Media,Signed Up,0,0.0,1767,86,26,0.0487,3.23,31.86,Australia,Mobile,55+,Female,88.01,0.62,74.41,Email,0.02,0.93,0.99,0.0006
2025-04-28,Black Friday,Paid Ads,Visited Website,0,0.0,2847,298,95,0.1047,3.75,39.43,UK,Mobile,18-24,Other,123.42,0.54,81.75,Social,0.1,0.5,0.59,0.0002
2025-10-03,Black Friday,Social Media,Visited Website,0,0.0,1574,65,8,0.0413,1.14,35.4,India,Tablet,25-34,Female,193.46,0.38,68.65,Direct,0.8,0.97,0.99,0.0006
2025-05-22,Spring Sale,Referral,Signed Up,0,0.0,2641,505,73,0.1912,1.48,43.61,Germany,Mobile,25-34,Other,113.75,0.37,82.36,Paid,0.87,0.96,0.97,0.0004
2025-07-16,Black Friday,Paid Ads,Added to Cart,0,0.0,3327,152,53,0.0457,4.96,18.51,Germany,Tablet,35-44,Male,151.09,0.56,11.74,Direct,0.16,0.39,0.73,0.0002
2025-07-05,Black Friday,Social Media,Signed Up,0,0.0,4878,125,21,0.0256,3.79,48.65,UK,Tablet,25-34,Other,109.67,0.44,37.34,Social,0.12,0.59,0.63,0.0001
2025-05-16,Summer Promo,Email,Added to Cart,0,0.0,2444,420,159,0.1718,3.32,30.25,Germany,Tablet,25-34,Other,280.04,0.38,78.08,Email,0.53,0.81,0.9,0.0004
2025-03-30,Spring Sale,Paid Ads,Visited Website,0,0.0,4160,640,199,0.1538,2.12,46.89,India,Tablet,55+,Male,208.68,0.29,47.48,Organic,0.61,0.81,0.96,0.0002
2024-11-17,Summer Promo,Social Media,Added to Cart,0,0.0,4376,636,286,0.1453,4.57,31.2,USA,Tablet,18-24,Female,295.46,0.23,20.33,Direct,0.25,0.57,0.88,0.0002
2025-10-26,Summer Promo,Email,Added to Cart,0,0.0,671,51,14,0.076,1.84,49.62,USA,Tablet,45-54,Other,153.26,0.37,29.65,Social,0.97,0.99,1.0,0.0015
2024-11-28,Black Friday,Referral,Visited Website,0,0.0,4503,524,231,0.1164,0.5,41.23,UK,Desktop,25-34,Other,125.15,0.31,45.89,Social,0.31,0.77,0.95,0.0002
2025-04-24,Spring Sale,Referral,Signed Up,0,0.0,4797,761,197,0.1586,0.55,36.77,Australia,Tablet,25-34,Female,297.08,0.28,73.55,Paid,0.08,0.35,0.58,0.0001
2025-08-26,Winter Campaign,Paid Ads,Purchase Completed,1,121.48,4743,637,294,0.1343,0.48,46.41,Germany,Tablet,55+,Female,28.63,0.39,30.76,Organic,0.77,0.78,0.84,0.0002
2025-07-15,Spring Sale,Paid Ads,Purchase Completed,1,43.08,3118,112,13,0.0359,0.71,23.2,UK,Desktop,35-44,Female,180.29,0.23,45.03,Email,0.22,0.29,0.78,0.0003
2025-09-21,Summer Promo,Email,Signed Up,0,0.0,4022,113,19,0.0281,1.68,14.13,Australia,Desktop,55+,Male,154.11,0.42,12.74,Email,0.13,0.13,0.6,0.0001
2024-12-07,Summer Promo,Social Media,Signed Up,0,0.0,4961,814,303,0.1641,1.56,18.35,India,Desktop,55+,Other,184.43,0.42,65.04,Organic,0.68,0.84,0.85,0.0002
2025-10-08,Summer Promo,Social Media,Visited Website,0,0.0,4623,846,135,0.183,3.81,13.96,Germany,Tablet,35-44,Female,213.27,0.69,35.72,Social,0.72,0.94,0.98,0.0002
2025-11-16,Summer Promo,Social Media,Signed Up,0,0.0,2645,503,63,0.1902,4.15,22.53,Australia,Desktop,45-54,Female,198.26,0.61,13.99,Email,0.11,0.13,0.94,0.0004
2025-11-14,Black Friday,Email,Visited Website,0,0.0,496,51,18,0.1028,0.26,47.61,Australia,Tablet,18-24,Male,161.41,0.25,15.88,Social,0.75,0.99,0.99,0.002
2025-10-07,Winter Campaign,Email,Visited Website,0,0.0,1530,179,29,0.117,0.79,14.11,India,Mobile,55+,Female,157.09,0.39,58.21,Social,0.42,0.88,0.91,0.0006
2025-08-31,Spring Sale,Email,Visited Website,0,0.0,3915,572,223,0.1461,3.47,13.74,Australia,Tablet,55+,Female,200.16,0.6,33.73,Organic,0.28,0.38,0.46,0.0001
2025-04-04,Black Friday,Referral,Added to Cart,0,0.0,1856,243,112,0.1309,4.76,43.63,Australia,Mobile,55+,Male,90.42,0.69,3.18,Direct,0.45,0.75,0.89,0.0005
2025-05-22,Black Friday,Email,Visited Website,0,0.0,449,70,26,0.1559,4.34,15.79,UK,Mobile,55+,Male,275.3,0.28,70.06,Organic,0.56,0.61,0.64,0.0014
2025-07-04,Black Friday,Paid Ads,Visited Website,0,0.0,1850,315,46,0.1703,3.52,37.88,India,Mobile,55+,Male,283.41,0.54,9.33,Paid,0.53,0.81,0.84,0.0005
2025-08-22,Black Friday,Social Media,Signed Up,0,0.0,378,32,9,0.0847,1.16,30.29,Australia,Tablet,55+,Male,258.81,0.49,3.85,Social,0.4,0.61,0.63,0.0017
2025-01-28,Spring Sale,Paid Ads,Added to Cart,0,0.0,1731,91,29,0.0526,0.26,46.54,UK,Mobile,55+,Female,220.03,0.65,20.93,Organic,0.31,0.63,0.98,0.0006
2025-07-18,Summer Promo,Email,Purchase Completed,1,285.78,1101,22,3,0.02,1.66,6.18,Australia,Desktop,55+,Female,139.26,0.35,3.14,Paid,0.56,0.69,0.84,0.0008
2024-12-14,Summer Promo,Email,Visited Website,0,0.0,3915,482,213,0.1231,4.83,37.83,India,Mobile,25-34,Other,189.85,0.64,19.39,Paid,0.19,0.46,0.88,0.0002
2025-02-03,Winter Campaign,Email,Signed Up,0,0.0,690,110,12,0.1594,1.66,25.26,UK,Mobile,55+,Male,227.14,0.33,67.09,Direct,0.49,0.59,0.77,0.0011
2025-07-28,Summer Promo,Referral,Signed Up,0,0.0,2797,299,52,0.1069,1.05,40.85,India,Mobile,55+,Male,256.3,0.45,91.31,Email,0.27,0.63,0.96,0.0003
2024-12-05,Summer Promo,Paid Ads,Signed Up,0,0.0,1303,132,48,0.1013,4.22,25.56,UK,Tablet,25-34,Male,122.55,0.3,41.56,Email,0.64,0.67,0.86,0.0007
2025-01-06,Summer Promo,Social Media,Visited Website,0,0.0,1008,87,30,0.0863,0.28,47.36,USA,Mobile,45-54,Other,205.11,0.61,43.54,Social,0.46,0.69,0.72,0.0007
2025-07-27,Black Friday,Paid Ads,Visited Website,0,0.0,2256,74,16,0.0328,4.4,47.46,India,Tablet,18-24,Male,141.09,0.21,90.26,Direct,0.08,0.72,0.73,0.0003
2025-03-06,Summer Promo,Email,Added to Cart,0,0.0,3325,497,195,0.1495,0.87,17.42,Australia,Tablet,18-24,Female,267.87,0.39,43.1,Social,0.53,0.97,0.99,0.0003
2025-08-28,Black Friday,Paid Ads,Visited Website,0,0.0,903,55,22,0.0609,2.0,18.1,India,Tablet,45-54,Male,247.56,0.63,23.85,Organic,0.64,0.83,0.91,0.001
2025-05-30,Spring Sale,Referral,Visited Website,0,0.0,1520,184,22,0.1211,1.84,35.62,India,Tablet,18-24,Male,179.49,0.31,40.18,Email,0.7,0.84,0.99,0.0007
2025-07-28,Summer Promo,Social Media,Signed Up,0,0.0,3285,488,67,0.1486,1.65,11.02,UK,Tablet,55+,Female,232.12,0.6,57.32,Social,0.32,0.34,0.34,0.0001
2025-03-22,Black Friday,Paid Ads,Signed Up,0,0.0,2113,250,61,0.1183,0.32,43.25,UK,Tablet,25-34,Male,106.62,0.16,91.93,Paid,0.88,0.88,0.95,0.0004
2024-11-26,Winter Campaign,Email,Purchase Completed,1,195.53,3043,156,26,0.0513,0.62,9.66,India,Mobile,25-34,Male,84.15,0.6,71.03,Direct,0.75,0.89,0.93,0.0003
2024-12-20,Summer Promo,Social Media,Signed Up,0,0.0,3330,167,41,0.0502,4.33,31.93,Germany,Tablet,25-34,Male,247.85,0.14,13.66,Social,0.07,0.4,0.6,0.0002
2025-01-29,Summer Promo,Email,Added to Cart,0,0.0,4583,744,85,0.1623,3.44,27.26,UK,Mobile,55+,Other,272.75,0.3,35.5,Social,0.93,0.93,0.99,0.0002
2024-12-25,Spring Sale,Social Media,Visited Website,0,0.0,2724,191,52,0.0701,0.43,41.68,Australia,Mobile,45-54,Other,21.68,0.21,28.22,Social,0.85,1.0,1.0,0.0004
2025-07-25,Black Friday,Email,Visited Website,0,0.0,3382,270,82,0.0798,1.02,18.72,USA,Mobile,25-34,Other,204.13,0.23,96.95,Social,0.73,0.81,0.95,0.0003
2025-10-09,Summer Promo,Referral,Signed Up,0,0.0,1256,197,97,0.1568,4.81,15.21,UK,Desktop,55+,Female,218.34,0.67,37.12,Email,0.28,0.79,1.0,0.0008
2025-04-28,Summer Promo,Paid Ads,Visited Website,0,0.0,2251,443,63,0.1968,0.38,23.7,Germany,Tablet,55+,Female,161.99,0.19,11.29,Paid,0.51,0.93,0.95,0.0004
2025-07-10,Winter Campaign,Paid Ads,Visited Website,0,0.0,342,45,16,0.1316,2.17,12.41,UK,Mobile,25-34,Other,271.92,0.5,65.89,Organic,0.02,0.81,0.93,0.0027
2025-03-24,Spring Sale,Email,Signed Up,0,0.0,2023,194,35,0.0959,2.55,45.68,Australia,Desktop,18-24,Other,151.14,0.37,10.42,Paid,0.89,0.95,0.96,0.0005
2025-07-29,Spring Sale,Social Media,Signed Up,0,0.0,554,35,6,0.0632,2.25,24.74,India,Mobile,45-54,Male,186.11,0.54,36.11,Email,0.72,0.81,0.93,0.0017
2025-04-08,Summer Promo,Paid Ads,Visited Website,0,0.0,2720,79,10,0.029,1.05,40.48,USA,Mobile,55+,Other,96.45,0.7,0.09,Organic,0.45,0.99,1.0,0.0004
2024-11-16,Black Friday,Paid Ads,Signed Up,0,0.0,2042,158,17,0.0774,1.41,38.14,India,Desktop,55+,Male,71.14,0.64,99.3,Email,0.38,0.97,0.99,0.0005
2025-08-06,Spring Sale,Social Media,Visited Website,0,0.0,4989,646,124,0.1295,4.22,10.3,UK,Tablet,25-34,Female,217.47,0.64,81.87,Email,0.6,0.68,0.99,0.0002
2024-12-18,Winter Campaign,Email,Added to Cart,0,0.0,328,44,9,0.1341,3.32,10.86,Australia,Desktop,45-54,Female,194.55,0.45,25.8,Social,0.97,0.99,1.0,0.003
2024-11-16,Winter Campaign,Referral,Purchase Completed,1,332.02,864,142,69,0.1644,2.86,24.75,Australia,Mobile,55+,Male,122.84,0.15,95.3,Email,0.03,0.67,0.85,0.001
2025-04-04,Spring Sale,Email,Visited Website,0,0.0,1556,176,71,0.1131,4.99,18.47,USA,Tablet,45-54,Male,182.33,0.17,81.57,Email,0.29,0.62,0.71,0.0005
2025-02-09,Summer Promo,Paid Ads,Signed Up,0,0.0,4925,282,117,0.0573,4.47,16.67,Germany,Tablet,35-44,Other,143.18,0.41,88.61,Social,0.87,0.94,0.99,0.0002
2025-05-27,Winter Campaign,Referral,Signed Up,0,0.0,3117,189,69,0.0606,0.67,10.65,Germany,Mobile,35-44,Female,68.69,0.46,90.76,Paid,0.1,0.87,0.97,0.0003
2025-09-23,Spring Sale,Referral,Visited Website,0,0.0,3362,207,52,0.0616,4.95,28.88,UK,Tablet,25-34,Male,145.81,0.67,89.09,Direct,0.89,0.95,0.96,0.0003
2025-02-06,Summer Promo,Email,Purchase Completed,1,277.63,3841,579,248,0.1507,0.77,49.71,Germany,Desktop,45-54,Male,64.54,0.66,70.0,Organic,0.01,0.91,0.97,0.0003
2025-08-23,Winter Campaign,Paid Ads,Signed Up,0,0.0,2859,376,182,0.1315,2.92,19.2,Australia,Desktop,45-54,Male,155.84,0.63,74.46,Paid,0.92,0.97,0.98,0.0003
2025-03-15,Summer Promo,Paid Ads,Signed Up,0,0.0,1314,262,125,0.1994,0.23,25.54,India,Tablet,25-34,Male,252.6,0.52,74.4,Paid,0.37,0.96,0.99,0.0008
2025-03-16,Black Friday,Referral,Visited Website,0,0.0,644,101,43,0.1568,2.3,5.06,India,Mobile,45-54,Male,124.46,0.67,26.68,Direct,0.65,0.83,0.88,0.0014
2025-10-30,Winter Campaign,Email,Signed Up,0,0.0,993,152,17,0.1531,3.43,12.76,UK,Tablet,18-24,Other,164.12,0.57,71.88,Email,0.16,0.72,0.81,0.0008
2025-08-06,Spring Sale,Paid Ads,Signed Up,0,0.0,3328,307,103,0.0922,4.97,21.57,India,Tablet,35-44,Other,185.97,0.23,98.9,Email,0.95,0.95,0.96,0.0003
2025-08-12,Black Friday,Paid Ads,Visited Website,0,0.0,3565,358,144,0.1004,2.62,43.53,Germany,Desktop,55+,Male,71.04,0.55,87.15,Email,0.32,0.9,0.97,0.0003
2025-03-23,Winter Campaign,Paid Ads,Signed Up,0,0.0,3000,99,20,0.033,0.57,9.4,India,Desktop,35-44,Other,217.96,0.62,46.18,Paid,0.9,0.95,0.99,0.0003
2025-01-27,Spring Sale,Referral,Signed Up,0,0.0,313,16,7,0.0511,1.31,15.62,Australia,Tablet,25-34,Female,67.53,0.59,20.37,Direct,0.45,0.74,0.99,0.0032
2024-12-04,Winter Campaign,Social Media,Visited Website,0,0.0,3461,87,19,0.0251,1.22,31.93,Australia,Mobile,25-34,Other,81.45,0.27,23.11,Direct,0.96,0.98,0.98,0.0003
2025-05-15,Summer Promo,Email,Signed Up,0,0.0,552,100,28,0.1812,1.61,21.59,Australia,Tablet,25-34,Female,244.95,0.36,8.49,Social,0.26,0.35,0.67,0.0012
2025-08-30,Black Friday,Paid Ads,Purchase Completed,1,486.43,179,18,4,0.1006,2.49,8.36,Australia,Desktop,25-34,Other,71.99,0.41,73.55,Paid,0.05,0.87,0.91,0.0051
2024-12-17,Black Friday,Social Media,Signed Up,0,0.0,4493,259,70,0.0576,2.97,17.67,USA,Desktop,35-44,Female,242.9,0.15,85.91,Email,0.89,0.96,0.98,0.0002
2025-01-09,Summer Promo,Social Media,Visited Website,0,0.0,4933,503,249,0.102,2.8,26.86,Germany,Tablet,35-44,Male,164.43,0.38,40.51,Direct,0.2,0.64,0.93,0.0002
2025-05-27,Spring Sale,Paid Ads,Signed Up,0,0.0,4534,825,118,0.182,2.43,46.94,India,Mobile,55+,Other,87.78,0.11,47.14,Email,0.58,0.58,0.97,0.0002
2025-03-29,Spring Sale,Email,Visited Website,0,0.0,3274,265,86,0.0809,0.98,49.47,India,Tablet,55+,Male,245.25,0.17,79.62,Organic,0.04,0.67,0.86,0.0003
2025-07-03,Summer Promo,Email,Added to Cart,0,0.0,1291,104,29,0.0806,4.83,27.16,USA,Mobile,18-24,Other,82.45,0.47,78.16,Organic,0.27,0.92,1.0,0.0008
2025-07-15,Winter Campaign,Social Media,Signed Up,0,0.0,4252,265,111,0.0623,3.25,15.8,Australia,Mobile,18-24,Male,147.89,0.56,32.76,Direct,0.29,0.64,0.79,0.0002
2025-04-13,Winter Campaign,Social Media,Added to Cart,0,0.0,4346,676,199,0.1555,2.08,26.95,India,Desktop,55+,Male,271.44,0.7,64.74,Paid,0.23,0.53,0.81,0.0002
2025-08-30,Spring Sale,Paid Ads,Visited Website,0,0.0,224,26,9,0.1161,3.79,36.32,Germany,Desktop,45-54,Male,297.74,0.17,13.87,Social,0.24,0.49,0.85,0.0038
2025-09-30,Winter Campaign,Email,Purchase Completed,1,244.55,4275,434,175,0.1015,4.02,22.72,UK,Tablet,55+,Male,29.66,0.39,76.58,Social,0.21,0.29,0.32,0.0001
2025-04-09,Summer Promo,Referral,Visited Website,0,0.0,1431,284,139,0.1985,1.72,18.18,USA,Tablet,55+,Other,58.87,0.11,75.17,Paid,0.9,0.98,0.99,0.0007
2024-11-16,Summer Promo,Referral,Visited Website,0,0.0,186,37,12,0.1989,1.4,47.75,India,Desktop,18-24,Male,37.17,0.59,11.2,Organic,0.04,0.57,0.98,0.0053
2025-08-17,Spring Sale,Social Media,Visited Website,0,0.0,1533,284,125,0.1853,1.34,14.66,UK,Desktop,25-34,Other,148.93,0.31,36.92,Paid,0.32,0.45,0.96,0.0006
2025-05-13,Winter Campaign,Email,Added to Cart,0,0.0,819,25,11,0.0305,4.96,48.77,India,Tablet,25-34,Other,24.84,0.22,77.01,Organic,0.81,0.99,1.0,0.0012
2024-11-28,Winter Campaign,Paid Ads,Added to Cart,0,0.0,3535,599,227,0.1694,3.25,13.56,Australia,Mobile,35-44,Male,220.44,0.64,71.57,Organic,0.55,0.58,1.0,0.0003
2025-02-03,Summer Promo,Social Media,Visited Website,0,0.0,346,38,7,0.1098,4.59,42.63,UK,Mobile,45-54,Other,35.97,0.26,8.01,Direct,0.93,0.99,0.99,0.0029
2025-10-01,Winter Campaign,Referral,Signed Up,0,0.0,2814,151,71,0.0537,2.02,14.85,USA,Desktop,55+,Other,32.84,0.63,59.29,Email,0.2,0.4,0.85,0.0003
2025-09-22,Black Friday,Email,Added to Cart,0,0.0,3039,382,161,0.1257,0.58,46.46,USA,Mobile,55+,Female,63.48,0.55,40.46,Organic,0.94,0.95,0.98,0.0003
2025-07-26,Black Friday,Paid Ads,Visited Website,0,0.0,599,117,26,0.1953,2.86,39.21,India,Desktop,18-24,Female,273.15,0.61,19.53,Paid,0.57,0.83,0.88,0.0015
2025-02-22,Summer Promo,Paid Ads,Added to Cart,0,0.0,2594,108,12,0.0416,3.96,41.8,USA,Mobile,35-44,Female,48.83,0.43,57.76,Organic,0.21,0.34,0.36,0.0001
2025-07-09,Summer Promo,Email,Visited Website,0,0.0,2209,398,98,0.1802,0.87,47.26,India,Desktop,18-24,Other,227.89,0.49,49.64,Direct,0.59,0.9,0.99,0.0004
2024-12-15,Winter Campaign,Referral,Purchase Completed,1,100.92,1549,37,17,0.0239,1.63,18.74,UK,Tablet,18-24,Female,135.19,0.61,68.14,Email,0.13,0.62,0.68,0.0004
2025-11-11,Black Friday,Paid Ads,Visited Website,0,0.0,2580,368,106,0.1426,0.38,29.33,India,Desktop,18-24,Female,51.97,0.25,20.33,Social,0.69,0.86,0.86,0.0003
2025-03-07,Summer Promo,Paid Ads,Added to Cart,0,0.0,310,35,14,0.1129,2.27,9.49,UK,Desktop,25-34,Male,112.23,0.12,98.31,Social,0.63,0.7,0.96,0.0031
2025-09-03,Spring Sale,Paid Ads,Visited Website,0,0.0,1661,141,69,0.0849,4.43,21.11,Germany,Desktop,18-24,Other,238.18,0.46,30.78,Paid,0.3,0.66,0.66,0.0004
2025-03-16,Summer Promo,Email,Added to Cart,0,0.0,3900,185,43,0.0474,2.02,49.86,Australia,Mobile,55+,Female,171.31,0.26,56.95,Email,0.67,0.7,0.8,0.0002
2024-12-26,Winter Campaign,Paid Ads,Visited Website,0,0.0,1005,146,72,0.1453,2.19,17.44,Germany,Mobile,35-44,Male,234.18,0.59,47.78,Email,0.39,0.87,0.92,0.0009
2025-10-16,Black Friday,Email,Visited Website,0,0.0,791,99,15,0.1252,4.04,42.03,Germany,Mobile,55+,Female,30.08,0.42,0.9,Direct,0.25,0.92,0.94,0.0012
2025-02-01,Winter Campaign,Social Media,Added to Cart,0,0.0,1599,294,136,0.1839,1.5,14.53,Germany,Mobile,25-34,Male,191.47,0.44,14.68,Organic,0.57,0.65,0.94,0.0006
2025-04-16,Black Friday,Paid Ads,Signed Up,0,0.0,4913,771,197,0.1569,4.55,7.69,Australia,Tablet,25-34,Female,207.31,0.51,34.65,Social,0.25,0.39,0.51,0.0001
2025-03-26,Spring Sale,Email,Visited Website,0,0.0,3027,124,50,0.041,1.07,26.54,India,Mobile,35-44,Female,154.79,0.31,61.22,Email,0.63,0.64,0.7,0.0002
