Applicant_ID,Job_Role,Source,Applied_Date,Screen_Date,Screen_Result,Interview_Date,Interview_Result,Offer_Date,Offer_Status,Join_Date,Joined
APP-10509,HR Executive,Referral,2024-11-04,2024-11-07,Passed,2024-11-16,Selected,2024-11-20,No Response,NaT,0
APP-10510,HR Executive,Indeed,2024-01-02,2024-01-03,Passed,2024-01-09,No Show,NaT,,NaT,0
APP-10511,Backend Developer,Referral,2024-05-06,2024-05-11,Failed,NaT,,NaT,,NaT,0
APP-10512,Data Engineer,Careers Site,2024-06-06,2024-06-10,Passed,2024-06-12,Rejected,NaT,,NaT,0
APP-10513,Frontend Developer,Naukri,2024-05-28,2024-06-02,Passed,2024-06-07,Rejected,NaT,,NaT,0
APP-10514,Business Analyst,Naukri,2024-07-19,2024-07-24,Passed,2024-07-27,Rejected,NaT,,NaT,0
APP-10515,Business Analyst,Indeed,2024-08-03,2024-08-04,Passed,2024-08-11,Selected,2024-08-15,No Response,NaT,0
APP-10516,Data Engineer,Careers Site,2024-06-22,2024-06-23,Passed,2024-06-27,Selected,2024-07-02,Declined,NaT,0
APP-10517,Frontend Developer,LinkedIn,2024-10-02,2024-10-03,Failed,NaT,,NaT,,NaT,0
APP-10518,HR Executive,Careers Site,2024-05-11,2024-05-15,Passed,2024-05-21,Rejected,NaT,,NaT,0
APP-10519,Data Engineer,LinkedIn,2024-03-07,2024-03-13,Passed,2024-03-21,Rejected,NaT,,NaT,0
APP-10520,HR Executive,Referral,2024-09-13,2024-09-19,Passed,2024-09-28,Selected,2024-10-03,Accepted,2024-10-17,1
APP-10521,HR Executive,Referral,2024-10-09,2024-10-12,Passed,2024-10-13,Selected,2024-10-18,Accepted,2024-10-30,1
APP-10522,Data Analyst,LinkedIn,2024-05-21,2024-05-24,Passed,2024-05-28,Selected,2024-06-02,Accepted,2024-06-07,1
APP-10523,Data Analyst,Naukri,2024-10-28,2024-10-29,Passed,2024-11-02,Selected,2024-11-04,Accepted,2024-11-13,1
APP-10524,Frontend Developer,Indeed,2024-07-10,2024-07-16,Passed,2024-07-22,No Show,NaT,,NaT,0
APP-10525,HR Executive,LinkedIn,2024-09-21,2024-09-26,Passed,2024-09-27,Selected,2024-09-30,No Response,NaT,0
APP-10526,Backend Developer,Indeed,2024-07-01,2024-07-02,Passed,2024-07-05,Selected,2024-07-11,Accepted,2024-07-23,1
APP-10527,Frontend Developer,Indeed,2024-04-17,2024-04-20,Passed,2024-04-28,Rejected,NaT,,NaT,0
APP-10528,Frontend Developer,Careers Site,2024-04-18,2024-04-22,Failed,NaT,,NaT,,NaT,0
APP-10529,Data Analyst,Careers Site,2024-10-27,2024-10-29,No Response,NaT,,NaT,,NaT,0
APP-10530,HR Executive,LinkedIn,2024-09-06,2024-09-11,Passed,2024-09-18,Rejected,NaT,,NaT,0
APP-10531,Frontend Developer,Naukri,2024-08-02,2024-08-03,Passed,2024-08-05,Selected,2024-08-09,Accepted,2024-08-28,1
APP-10532,HR Executive,Referral,2024-03-22,2024-03-27,Passed,2024-04-04,Rejected,NaT,,NaT,0
APP-10533,Frontend Developer,Naukri,2024-08-12,2024-08-16,Passed,2024-08-25,No Show,NaT,,NaT,0
APP-10534,Backend Developer,Referral,2024-10-11,2024-10-12,Passed,2024-10-15,Rejected,NaT,,NaT,0
APP-10535,Business Analyst,Naukri,2024-09-22,2024-09-28,Passed,2024-10-04,Selected,2024-10-08,Accepted,2024-10-18,1
APP-10536,Frontend Developer,LinkedIn,2024-06-03,2024-06-08,No Response,NaT,,NaT,,NaT,0
APP-10537,Business Analyst,Naukri,2024-06-14,2024-06-17,Passed,2024-06-25,Rejected,NaT,,NaT,0
APP-10538,Business Analyst,Careers Site,2024-09-24,2024-09-27,Passed,2024-10-04,Rejected,NaT,,NaT,0
APP-10539,HR Executive,LinkedIn,2024-07-31,2024-08-06,Passed,2024-08-15,Rejected,NaT,,NaT,0
APP-10540,Business Analyst,Indeed,2024-10-20,2024-10-24,Passed,2024-10-26,Selected,2024-10-31,Accepted,2024-11-09,1
APP-10541,Frontend Developer,Naukri,2024-05-01,2024-05-07,Passed,2024-05-09,Selected,2024-05-12,No Response,NaT,0
APP-10542,Data Engineer,LinkedIn,2024-02-10,2024-02-13,Passed,2024-02-22,Selected,2024-02-26,Declined,NaT,0
APP-10543,Data Engineer,LinkedIn,2024-06-15,2024-06-17,Passed,2024-06-22,Rejected,NaT,,NaT,0
APP-10544,Frontend Developer,Indeed,2024-02-25,2024-02-26,Passed,2024-03-01,Selected,2024-03-03,Declined,NaT,0
APP-10545,Backend Developer,Indeed,2024-05-05,2024-05-08,Passed,2024-05-14,Rejected,NaT,,NaT,0
APP-10546,Backend Developer,LinkedIn,2024-06-24,2024-06-28,Passed,2024-07-04,Selected,2024-07-08,Accepted,2024-07-14,1
APP-10547,Frontend Developer,Careers Site,2024-11-20,2024-11-26,Passed,2024-11-29,No Show,NaT,,NaT,0
APP-10548,Data Analyst,Careers Site,2024-09-16,2024-09-18,Passed,2024-09-24,No Show,NaT,,NaT,0
APP-10549,Data Engineer,Referral,2024-08-21,2024-08-24,Passed,2024-08-29,Selected,2024-09-03,Declined,NaT,0
APP-10550,Business Analyst,LinkedIn,2024-02-06,2024-02-08,Passed,2024-02-11,No Show,NaT,,NaT,0
APP-10551,Data Analyst,Indeed,2024-07-14,2024-07-16,Failed,NaT,,NaT,,NaT,0
APP-10552,Data Engineer,LinkedIn,2024-10-11,2024-10-16,Passed,2024-10-20,Selected,2024-10-26,Accepted,2024-11-04,1
APP-10553,HR Executive,Indeed,2024-10-31,2024-11-05,Passed,2024-11-11,Selected,2024-11-14,Accepted,2024-11-20,1
APP-10554,Backend Developer,Indeed,2024-04-18,2024-04-21,Passed,2024-04-26,Selected,2024-04-30,Accepted,2024-05-15,1
APP-10555,HR Executive,LinkedIn,2024-11-19,2024-11-22,Passed,2024-11-30,No Show,NaT,,NaT,0
APP-10556,Frontend Developer,Referral,2024-04-20,2024-04-22,Passed,2024-04-25,Rejected,NaT,,NaT,0
APP-10557,Frontend Developer,Referral,2024-04-08,2024-04-12,Passed,2024-04-18,Rejected,NaT,,NaT,0
APP-10558,Frontend Developer,Careers Site,2024-09-06,2024-09-09,Passed,2024-09-14,Selected,2024-09-19,Accepted,2024-09-27,1
APP-10559,Frontend Developer,Careers Site,2024-05-26,2024-05-29,No Response,NaT,,NaT,,NaT,0
APP-10560,Frontend Developer,Indeed,2024-09-23,2024-09-29,Passed,2024-10-05,Selected,2024-10-08,Accepted,2024-10-17,1
APP-10561,Business Analyst,Indeed,2024-07-02,2024-07-06,Passed,2024-07-12,Selected,2024-07-15,Accepted,2024-07-31,1
APP-10562,HR Executive,Careers Site,2024-08-23,2024-08-27,No Response,NaT,,NaT,,NaT,0
APP-10563,Backend Developer,Naukri,2024-07-01,2024-07-03,Passed,2024-07-04,Rejected,NaT,,NaT,0
APP-10564,Backend Developer,Careers Site,2024-07-21,2024-07-22,Passed,2024-07-23,No Show,NaT,,NaT,0
APP-10565,Frontend Developer,Naukri,2024-08-06,2024-08-08,Passed,2024-08-12,Rejected,NaT,,NaT,0
APP-10566,Data Analyst,Referral,2024-06-11,2024-06-12,Passed,2024-06-13,Rejected,NaT,,NaT,0
APP-10567,Backend Developer,Referral,2024-08-12,2024-08-15,Passed,2024-08-18,Selected,2024-08-23,No Response,NaT,0
APP-10568,Data Analyst,Naukri,2024-07-07,2024-07-09,Passed,2024-07-15,Rejected,NaT,,NaT,0
APP-10569,Business Analyst,Indeed,2024-02-23,2024-02-25,Passed,2024-03-01,Selected,2024-03-03,Accepted,2024-03-10,1
APP-10570,HR Executive,Indeed,2024-07-02,2024-07-08,No Response,NaT,,NaT,,NaT,0
APP-10571,Data Analyst,Careers Site,2024-10-29,2024-11-01,No Response,NaT,,NaT,,NaT,0
APP-10572,Backend Developer,Careers Site,2024-09-20,2024-09-22,Failed,NaT,,NaT,,NaT,0
APP-10573,Backend Developer,Naukri,2024-11-22,2024-11-28,Passed,2024-11-29,Selected,2024-12-04,Declined,NaT,0
APP-10574,Data Engineer,Careers Site,2024-02-06,2024-02-11,Failed,NaT,,NaT,,NaT,0
APP-10575,Data Engineer,Careers Site,2024-07-06,2024-07-07,Failed,NaT,,NaT,,NaT,0
APP-10576,Frontend Developer,Indeed,2024-06-12,2024-06-15,Passed,2024-06-23,Selected,2024-06-25,Accepted,2024-07-03,1
APP-10577,Data Engineer,Careers Site,2024-03-15,2024-03-18,Passed,2024-03-20,Selected,2024-03-23,Accepted,2024-03-29,1
APP-10578,Business Analyst,Naukri,2024-05-24,2024-05-26,Failed,NaT,,NaT,,NaT,0
APP-10579,HR Executive,LinkedIn,2024-05-23,2024-05-29,Passed,2024-05-31,Rejected,NaT,,NaT,0
APP-10580,Data Engineer,Naukri,2024-07-02,2024-07-06,No Response,NaT,,NaT,,NaT,0
APP-10581,Data Analyst,Referral,2024-08-02,2024-08-08,Passed,2024-08-15,No Show,NaT,,NaT,0
APP-10582,Backend Developer,LinkedIn,2024-08-08,2024-08-13,Failed,NaT,,NaT,,NaT,0
APP-10583,Data Analyst,Referral,2024-08-20,2024-08-26,No Response,NaT,,NaT,,NaT,0
APP-10584,HR Executive,Naukri,2024-01-21,2024-01-24,Passed,2024-02-02,Rejected,NaT,,NaT,0
APP-10585,HR Executive,Indeed,2024-01-31,2024-02-01,Failed,NaT,,NaT,,NaT,0
APP-10586,Backend Developer,LinkedIn,2024-02-01,2024-02-07,Passed,2024-02-11,Rejected,NaT,,NaT,0
APP-10587,HR Executive,LinkedIn,2024-02-21,2024-02-25,Failed,NaT,,NaT,,NaT,0
APP-10588,Business Analyst,Referral,2024-01-14,2024-01-16,Failed,NaT,,NaT,,NaT,0
APP-10589,Business Analyst,Careers Site,2024-02-22,2024-02-28,Passed,2024-03-03,Selected,2024-03-05,Accepted,2024-03-24,1
APP-10590,Data Engineer,Indeed,2024-10-16,2024-10-18,Failed,NaT,,NaT,,NaT,0
APP-10591,Data Analyst,Referral,2024-05-06,2024-05-09,Passed,2024-05-10,Selected,2024-05-11,Accepted,2024-05-25,1
APP-10592,Business Analyst,Naukri,2024-09-30,2024-10-06,Failed,NaT,,NaT,,NaT,0
APP-10593,Data Analyst,LinkedIn,2024-03-28,2024-03-30,Passed,2024-04-05,Selected,2024-04-06,Accepted,2024-04-22,1
APP-10594,Backend Developer,LinkedIn,2024-05-18,2024-05-19,Passed,2024-05-22,Rejected,NaT,,NaT,0
APP-10595,HR Executive,Naukri,2024-06-10,2024-06-14,Passed,2024-06-16,No Show,NaT,,NaT,0
APP-10596,Data Analyst,Indeed,2024-05-20,2024-05-23,No Response,NaT,,NaT,,NaT,0
APP-10597,Business Analyst,LinkedIn,2024-04-21,2024-04-25,Failed,NaT,,NaT,,NaT,0
APP-10598,HR Executive,Naukri,2024-07-04,2024-07-06,Passed,2024-07-15,Rejected,NaT,,NaT,0
APP-10599,Data Analyst,Careers Site,2024-06-23,2024-06-28,Failed,NaT,,NaT,,NaT,0
APP-10600,HR Executive,Careers Site,2024-01-13,2024-01-18,No Response,NaT,,NaT,,NaT,0
APP-10601,Business Analyst,Careers Site,2024-01-11,2024-01-12,Failed,NaT,,NaT,,NaT,0
APP-10602,Frontend Developer,Naukri,2024-10-07,2024-10-13,Passed,2024-10-17,Rejected,NaT,,NaT,0
APP-10603,Frontend Developer,Indeed,2024-05-19,2024-05-24,Passed,2024-05-29,Selected,2024-06-02,No Response,NaT,0
APP-10604,Frontend Developer,Careers Site,2024-10-29,2024-10-31,Passed,2024-11-03,Selected,2024-11-07,No Response,NaT,0
APP-10605,Backend Developer,Naukri,2024-01-13,2024-01-15,Passed,2024-01-19,No Show,NaT,,NaT,0
APP-10606,Backend Developer,Indeed,2024-01-16,2024-01-17,Failed,NaT,,NaT,,NaT,0
APP-10607,HR Executive,Indeed,2024-11-05,2024-11-11,Passed,2024-11-18,Rejected,NaT,,NaT,0
APP-10608,Business Analyst,LinkedIn,2024-06-10,2024-06-11,Passed,2024-06-18,Selected,2024-06-21,Accepted,2024-07-07,1
APP-10609,HR Executive,Careers Site,2024-05-28,2024-06-01,Failed,NaT,,NaT,,NaT,0
APP-10610,Data Analyst,Careers Site,2024-03-05,2024-03-09,Passed,2024-03-12,Rejected,NaT,,NaT,0
APP-10611,HR Executive,Naukri,2024-02-18,2024-02-24,Failed,NaT,,NaT,,NaT,0
APP-10612,Data Analyst,Naukri,2024-02-22,2024-02-26,Passed,2024-03-02,No Show,NaT,,NaT,0
APP-10613,Business Analyst,LinkedIn,2024-09-14,2024-09-20,Failed,NaT,,NaT,,NaT,0
APP-10614,Backend Developer,Indeed,2024-05-17,2024-05-20,Passed,2024-05-26,Selected,2024-06-01,Accepted,2024-06-18,1
APP-10615,Data Engineer,Careers Site,2024-06-19,2024-06-20,No Response,NaT,,NaT,,NaT,0
APP-10616,Data Engineer,LinkedIn,2024-07-06,2024-07-08,Failed,NaT,,NaT,,NaT,0
APP-10617,Backend Developer,Careers Site,2024-04-28,2024-05-02,Passed,2024-05-03,Selected,2024-05-05,No Response,NaT,0
APP-10618,Backend Developer,Referral,2024-06-29,2024-07-01,Failed,NaT,,NaT,,NaT,0
APP-10619,Frontend Developer,Naukri,2024-08-09,2024-08-10,Passed,2024-08-16,Selected,2024-08-21,Accepted,2024-09-01,1
APP-10620,HR Executive,Careers Site,2024-01-07,2024-01-11,Passed,2024-01-16,Rejected,NaT,,NaT,0
APP-10621,Business Analyst,Careers Site,2024-05-14,2024-05-18,Failed,NaT,,NaT,,NaT,0
APP-10622,Frontend Developer,LinkedIn,2024-06-08,2024-06-11,Failed,NaT,,NaT,,NaT,0
APP-10623,Backend Developer,Naukri,2024-08-04,2024-08-09,Passed,2024-08-13,No Show,NaT,,NaT,0
APP-10624,HR Executive,LinkedIn,2024-06-05,2024-06-07,Passed,2024-06-14,Rejected,NaT,,NaT,0
APP-10625,Data Analyst,Indeed,2024-01-04,2024-01-06,No Response,NaT,,NaT,,NaT,0
APP-10626,Business Analyst,LinkedIn,2024-04-28,2024-05-03,Passed,2024-05-07,Selected,2024-05-11,Declined,NaT,0
APP-10627,Backend Developer,Indeed,2024-01-17,2024-01-20,Failed,NaT,,NaT,,NaT,0
APP-10628,Data Engineer,Indeed,2024-07-17,2024-07-19,No Response,NaT,,NaT,,NaT,0
APP-10629,Data Engineer,Careers Site,2024-01-25,2024-01-27,Passed,2024-01-30,Selected,2024-02-04,Accepted,2024-02-12,1
APP-10630,Backend Developer,Naukri,2024-11-16,2024-11-17,No Response,NaT,,NaT,,NaT,0
APP-10631,Business Analyst,LinkedIn,2024-04-11,2024-04-17,Passed,2024-04-26,Rejected,NaT,,NaT,0
APP-10632,Frontend Developer,Naukri,2024-10-08,2024-10-09,No Response,NaT,,NaT,,NaT,0
APP-10633,HR Executive,Referral,2024-03-24,2024-03-28,Passed,2024-04-05,Selected,2024-04-07,Accepted,2024-04-13,1
APP-10634,Backend Developer,Referral,2024-01-15,2024-01-20,No Response,NaT,,NaT,,NaT,0
APP-10635,HR Executive,Referral,2024-02-15,2024-02-20,Passed,2024-02-26,Rejected,NaT,,NaT,0
APP-10636,HR Executive,Naukri,2024-03-18,2024-03-20,Passed,2024-03-23,Selected,2024-03-28,Accepted,2024-04-14,1
APP-10637,Business Analyst,LinkedIn,2024-08-22,2024-08-26,Failed,NaT,,NaT,,NaT,0
APP-10638,HR Executive,Referral,2024-08-27,2024-08-30,Failed,NaT,,NaT,,NaT,0
APP-10639,Backend Developer,LinkedIn,2024-01-11,2024-01-15,Failed,NaT,,NaT,,NaT,0
APP-10640,Data Analyst,Referral,2024-06-17,2024-06-21,No Response,NaT,,NaT,,NaT,0
APP-10641,Frontend Developer,Naukri,2024-02-17,2024-02-20,No Response,NaT,,NaT,,NaT,0
APP-10642,Frontend Developer,Naukri,2024-05-18,2024-05-23,Passed,2024-05-26,Selected,2024-06-01,Declined,NaT,0
APP-10643,Data Engineer,Careers Site,2024-06-02,2024-06-08,Passed,2024-06-11,Rejected,NaT,,NaT,0
APP-10644,Data Analyst,Referral,2024-05-04,2024-05-06,Failed,NaT,,NaT,,NaT,0
APP-10645,Data Analyst,Indeed,2024-10-25,2024-10-30,No Response,NaT,,NaT,,NaT,0
APP-10646,Frontend Developer,LinkedIn,2024-09-03,2024-09-08,No Response,NaT,,NaT,,NaT,0
APP-10647,Business Analyst,LinkedIn,2024-04-03,2024-04-04,Passed,2024-04-05,Selected,2024-04-07,Declined,NaT,0
APP-10648,Data Engineer,LinkedIn,2024-03-26,2024-03-30,Passed,2024-04-03,Selected,2024-04-07,Accepted,2024-04-22,1
APP-10649,HR Executive,Naukri,2024-08-03,2024-08-05,Passed,2024-08-07,Selected,2024-08-10,Accepted,2024-08-25,1
APP-10650,Backend Developer,Referral,2024-05-20,2024-05-25,Passed,2024-06-03,Selected,2024-06-06,No Response,NaT,0
APP-10651,HR Executive,Referral,2024-05-08,2024-05-09,Failed,NaT,,NaT,,NaT,0
APP-10652,Data Engineer,Indeed,2024-08-28,2024-08-31,Passed,2024-09-05,Selected,2024-09-08,No Response,NaT,0
APP-10653,Backend Developer,Naukri,2024-03-31,2024-04-02,Passed,2024-04-04,No Show,NaT,,NaT,0
APP-10654,Data Engineer,LinkedIn,2024-06-29,2024-07-02,Passed,2024-07-03,Selected,2024-07-05,No Response,NaT,0
APP-10655,Data Analyst,Naukri,2024-04-25,2024-04-27,Failed,NaT,,NaT,,NaT,0
APP-10656,Frontend Developer,Naukri,2024-02-10,2024-02-11,Passed,2024-02-12,Selected,2024-02-14,Declined,NaT,0
APP-10657,Data Engineer,Naukri,2024-08-08,2024-08-12,Passed,2024-08-20,Rejected,NaT,,NaT,0
APP-10658,HR Executive,Referral,2024-04-08,2024-04-12,Failed,NaT,,NaT,,NaT,0
APP-10659,Backend Developer,LinkedIn,2024-04-18,2024-04-22,Passed,2024-04-29,No Show,NaT,,NaT,0
APP-10660,Data Analyst,Careers Site,2024-02-09,2024-02-14,Passed,2024-02-18,Rejected,NaT,,NaT,0
APP-10661,Data Analyst,Careers Site,2024-03-24,2024-03-26,Passed,2024-04-03,Selected,2024-04-06,Accepted,2024-04-24,1
APP-10662,HR Executive,Indeed,2024-11-19,2024-11-21,No Response,NaT,,NaT,,NaT,0
APP-10663,HR Executive,Indeed,2024-07-13,2024-07-16,Failed,NaT,,NaT,,NaT,0
APP-10664,Business Analyst,Indeed,2024-07-07,2024-07-11,Failed,NaT,,NaT,,NaT,0
APP-10665,Data Analyst,LinkedIn,2024-01-24,2024-01-26,Failed,NaT,,NaT,,NaT,0
APP-10666,HR Executive,Careers Site,2024-10-16,2024-10-17,Passed,2024-10-22,Selected,2024-10-27,Accepted,2024-11-14,1
APP-10667,Backend Developer,Naukri,2024-06-29,2024-07-05,Passed,2024-07-14,Selected,2024-07-20,Accepted,2024-08-03,1
APP-10668,Backend Developer,Naukri,2024-06-16,2024-06-22,Passed,2024-06-26,Selected,2024-06-29,Accepted,2024-07-07,1
APP-10669,HR Executive,Naukri,2024-02-07,2024-02-10,Failed,NaT,,NaT,,NaT,0
APP-10670,Frontend Developer,Indeed,2024-08-26,2024-08-27,Failed,NaT,,NaT,,NaT,0
APP-10671,Data Engineer,Naukri,2024-11-09,2024-11-11,No Response,NaT,,NaT,,NaT,0
APP-10672,Frontend Developer,Referral,2024-01-25,2024-01-28,Passed,2024-02-06,Selected,2024-02-09,No Response,NaT,0
APP-10673,HR Executive,Referral,2024-08-15,2024-08-21,Passed,2024-08-26,Selected,2024-08-29,Accepted,2024-09-12,1
APP-10674,Data Engineer,Indeed,2024-07-20,2024-07-23,Passed,2024-08-01,Selected,2024-08-03,Accepted,2024-08-08,1
APP-10675,Backend Developer,Careers Site,2024-11-19,2024-11-23,Passed,2024-11-28,Rejected,NaT,,NaT,0
APP-10676,Backend Developer,Careers Site,2024-08-28,2024-08-29,Failed,NaT,,NaT,,NaT,0
APP-10677,Frontend Developer,LinkedIn,2024-02-20,2024-02-24,No Response,NaT,,NaT,,NaT,0
APP-10678,Data Engineer,LinkedIn,2024-03-28,2024-03-30,Failed,NaT,,NaT,,NaT,0
APP-10679,Backend Developer,LinkedIn,2024-04-05,2024-04-08,Failed,NaT,,NaT,,NaT,0
APP-10680,Business Analyst,Indeed,2024-06-15,2024-06-20,No Response,NaT,,NaT,,NaT,0
APP-10681,HR Executive,Referral,2024-03-21,2024-03-23,Failed,NaT,,NaT,,NaT,0
APP-10682,Backend Developer,LinkedIn,2024-03-13,2024-03-18,Passed,2024-03-22,No Show,NaT,,NaT,0
APP-10683,HR Executive,Naukri,2024-01-03,2024-01-04,Failed,NaT,,NaT,,NaT,0
APP-10684,Business Analyst,Careers Site,2024-03-16,2024-03-21,No Response,NaT,,NaT,,NaT,0
APP-10685,HR Executive,Indeed,2024-03-05,2024-03-06,Passed,2024-03-10,Rejected,NaT,,NaT,0
APP-10686,Data Analyst,Naukri,2024-05-07,2024-05-11,Passed,2024-05-14,Rejected,NaT,,NaT,0
APP-10687,Backend Developer,Careers Site,2024-03-18,2024-03-20,Passed,2024-03-22,Selected,2024-03-26,Accepted,2024-04-12,1
APP-10688,Data Engineer,Referral,2024-06-16,2024-06-19,Passed,2024-06-24,Rejected,NaT,,NaT,0
APP-10689,Data Engineer,LinkedIn,2024-01-13,2024-01-19,Passed,2024-01-28,Selected,2024-02-01,Declined,NaT,0
APP-10690,Backend Developer,Careers Site,2024-01-02,2024-01-08,Failed,NaT,,NaT,,NaT,0
APP-10691,Frontend Developer,Naukri,2024-11-23,2024-11-29,Passed,2024-12-02,No Show,NaT,,NaT,0
APP-10692,Data Engineer,Indeed,2024-03-23,2024-03-26,Passed,2024-04-03,Selected,2024-04-04,Accepted,2024-04-13,1
APP-10693,Business Analyst,Careers Site,2024-10-09,2024-10-13,Passed,2024-10-14,Selected,2024-10-18,Accepted,2024-10-28,1
APP-10694,Data Analyst,Careers Site,2024-02-28,2024-02-29,Passed,2024-03-09,Rejected,NaT,,NaT,0
APP-10695,HR Executive,LinkedIn,2024-07-15,2024-07-18,Passed,2024-07-25,No Show,NaT,,NaT,0
APP-10696,Frontend Developer,LinkedIn,2024-05-20,2024-05-24,Failed,NaT,,NaT,,NaT,0
APP-10697,Data Analyst,Referral,2024-03-19,2024-03-25,Failed,NaT,,NaT,,NaT,0
APP-10698,Data Engineer,Naukri,2024-05-07,2024-05-13,Passed,2024-05-17,Selected,2024-05-19,No Response,NaT,0
APP-10699,Business Analyst,Indeed,2024-02-26,2024-02-28,Passed,2024-02-29,Selected,2024-03-02,Accepted,2024-03-20,1
APP-10700,Data Analyst,Careers Site,2024-06-17,2024-06-22,Passed,2024-06-26,Selected,2024-06-29,Accepted,2024-07-10,1
APP-10701,Data Engineer,Referral,2024-09-22,2024-09-24,Passed,2024-09-26,Selected,2024-09-28,Declined,NaT,0
APP-10702,HR Executive,Indeed,2024-06-02,2024-06-05,Passed,2024-06-11,Selected,2024-06-12,Accepted,2024-06-28,1
APP-10703,Frontend Developer,Careers Site,2024-03-24,2024-03-27,Passed,2024-04-01,Selected,2024-04-04,Accepted,2024-04-19,1
APP-10704,Frontend Developer,LinkedIn,2024-09-22,2024-09-23,Failed,NaT,,NaT,,NaT,0
APP-10705,Data Analyst,Indeed,2024-02-17,2024-02-23,Passed,2024-02-27,Selected,2024-02-29,No Response,NaT,0
APP-10706,Business Analyst,Indeed,2024-03-05,2024-03-08,Passed,2024-03-13,No Show,NaT,,NaT,0
APP-10707,Data Analyst,Careers Site,2024-05-29,2024-06-01,No Response,NaT,,NaT,,NaT,0
APP-10708,Frontend Developer,Careers Site,2024-09-04,2024-09-10,Passed,2024-09-19,Selected,2024-09-20,Accepted,2024-09-28,1
APP-10709,Data Analyst,Indeed,2024-01-07,2024-01-08,Passed,2024-01-11,No Show,NaT,,NaT,0
APP-10710,Data Analyst,Referral,2024-03-13,2024-03-18,Passed,2024-03-24,No Show,NaT,,NaT,0
APP-10711,Data Engineer,LinkedIn,2024-05-24,2024-05-26,Passed,2024-06-01,Selected,2024-06-05,Declined,NaT,0
APP-10712,Data Analyst,Naukri,2024-05-06,2024-05-07,Passed,2024-05-11,Selected,2024-05-12,Accepted,2024-05-19,1
APP-10713,Backend Developer,Naukri,2024-09-04,2024-09-08,Passed,2024-09-17,Rejected,NaT,,NaT,0
APP-10714,Frontend Developer,Naukri,2024-07-30,2024-08-04,Passed,2024-08-05,Rejected,NaT,,NaT,0
APP-10715,Business Analyst,Careers Site,2024-04-20,2024-04-24,Passed,2024-04-25,Selected,2024-04-30,Accepted,2024-05-06,1
APP-10716,Frontend Developer,Referral,2024-10-22,2024-10-25,Passed,2024-10-28,Selected,2024-10-29,Declined,NaT,0
APP-10717,Data Engineer,Indeed,2024-04-03,2024-04-05,No Response,NaT,,NaT,,NaT,0
APP-10718,Backend Developer,Referral,2024-05-06,2024-05-09,Passed,2024-05-17,Selected,2024-05-19,Accepted,2024-05-30,1
APP-10719,Backend Developer,Naukri,2024-03-31,2024-04-06,Passed,2024-04-07,No Show,NaT,,NaT,0
APP-10720,Business Analyst,LinkedIn,2024-04-16,2024-04-17,Passed,2024-04-18,No Show,NaT,,NaT,0
APP-10721,Data Engineer,Naukri,2024-05-16,2024-05-18,Failed,NaT,,NaT,,NaT,0
APP-10722,Business Analyst,Naukri,2024-09-14,2024-09-19,No Response,NaT,,NaT,,NaT,0
APP-10723,Backend Developer,Careers Site,2024-05-02,2024-05-06,Failed,NaT,,NaT,,NaT,0
APP-10724,Data Analyst,Referral,2024-06-16,2024-06-20,Passed,2024-06-25,Rejected,NaT,,NaT,0
APP-10725,Backend Developer,LinkedIn,2024-01-18,2024-01-20,Passed,2024-01-29,Selected,2024-02-04,Accepted,2024-02-21,1
APP-10726,Backend Developer,Naukri,2024-11-05,2024-11-09,Passed,2024-11-10,Rejected,NaT,,NaT,0
APP-10727,Data Engineer,Careers Site,2024-08-29,2024-08-30,Passed,2024-09-05,Selected,2024-09-10,Accepted,2024-09-24,1
APP-10728,HR Executive,Referral,2024-01-21,2024-01-23,No Response,NaT,,NaT,,NaT,0
APP-10729,Business Analyst,Referral,2024-04-18,2024-04-22,Passed,2024-04-26,Selected,2024-04-30,No Response,NaT,0
APP-10730,HR Executive,Naukri,2024-10-09,2024-10-11,Passed,2024-10-16,Rejected,NaT,,NaT,0
APP-10731,Backend Developer,Careers Site,2024-02-21,2024-02-22,Failed,NaT,,NaT,,NaT,0
APP-10732,HR Executive,Referral,2024-10-28,2024-11-02,Passed,2024-11-03,Selected,2024-11-04,Accepted,2024-11-21,1
APP-10733,Business Analyst,Naukri,2024-05-16,2024-05-22,Passed,2024-05-25,Selected,2024-05-26,No Response,NaT,0
APP-10734,Frontend Developer,Indeed,2024-03-27,2024-03-28,Passed,2024-03-31,Selected,2024-04-06,Accepted,2024-04-25,1
APP-10735,Business Analyst,Referral,2024-06-13,2024-06-18,Failed,NaT,,NaT,,NaT,0
APP-10736,HR Executive,Careers Site,2024-04-21,2024-04-26,Passed,2024-05-04,No Show,NaT,,NaT,0
APP-10737,Backend Developer,Indeed,2024-05-13,2024-05-17,Passed,2024-05-23,Selected,2024-05-29,Accepted,2024-06-13,1
APP-10738,Backend Developer,Indeed,2024-05-01,2024-05-03,Passed,2024-05-06,Selected,2024-05-07,Accepted,2024-05-22,1
APP-10739,Business Analyst,Indeed,2024-07-24,2024-07-30,Passed,2024-08-05,Selected,2024-08-09,Accepted,2024-08-24,1
APP-10740,HR Executive,Careers Site,2024-05-16,2024-05-17,Passed,2024-05-20,Rejected,NaT,,NaT,0
APP-10741,Business Analyst,Referral,2024-06-23,2024-06-25,Passed,2024-06-27,Selected,2024-07-02,No Response,NaT,0
