Employee_ID,Department,Role,Tenure_Years,Annual_Salary,Skill,Required_Level,Current_Level,Skill_Gap,Recommend_Training_Flag,Recommended_Training,Training_Count,Last_Training_Date,Last_Training_Type,Training_Cost_USD,Predicted_Improvement_pts,Predicted_Level,Estimated_Yearly_Productivity_Value_Gain_USD,Estimated_ROI_USD,Performance_Score,Predicted_Performance_Score,Data_Generated_On
EMP-1067,Logistics,Manager,1.16,113924,SQL,50,23,27,1,Technical Bootcamp / Mentorship,0,,,1112,16.17,39,1212.85,100.85,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Statistics,55,45,10,1,Applied Workshop,1,2023-04-07 00:00:00,Workshop,687,5.72,50,428.68,-258.32,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Data Visualization,46,34,12,1,Applied Workshop,2,2022-12-09 00:00:00,On-the-job,574,4.39,38,329.59,-244.41,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Machine Learning,46,36,10,1,Technical Bootcamp / Mentorship,1,2023-08-25 00:00:00,On-the-job,1266,6.68,42,500.83,-765.17,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Domain Knowledge,85,76,9,0,,0,,,0,0.0,76,0.0,0.0,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Communication,68,78,-10,0,,0,,,0,0.0,78,0.0,0.0,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Project Management,69,64,5,0,,1,2021-04-26 00:00:00,Mentoring,0,0.0,64,0.0,0.0,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,ETL,53,36,17,1,Technical Bootcamp / Mentorship,0,,,1108,10.64,46,797.9,-310.1,30.0,30.0,2025-11-23
EMP-1067,Logistics,Manager,1.16,113924,Cloud,59,37,22,1,Technical Bootcamp / Mentorship,0,,,641,15.0,51,1124.66,483.66,30.0,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Python,54,39,15,1,Technical Bootcamp / Mentorship,0,,,2384,10.59,49,793.99,-1590.01,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,SQL,48,39,9,0,,0,,,0,0.0,39,0.0,0.0,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Statistics,59,63,-4,0,,0,,,0,0.0,63,0.0,0.0,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Data Visualization,41,23,18,1,Applied Workshop,0,,,300,7.45,30,558.87,258.87,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Machine Learning,46,25,21,1,Technical Bootcamp / Mentorship,0,,,1448,12.34,37,925.61,-522.39,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Domain Knowledge,69,51,18,1,Applied Workshop,0,,,446,12.98,63,973.78,527.78,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Communication,67,61,6,0,,0,,,0,0.0,61,0.0,0.0,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Project Management,81,76,5,0,,0,,,0,0.0,76,0.0,0.0,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,ETL,43,40,3,0,,0,,,0,0.0,40,0.0,0.0,33.65,30.0,2025-11-23
EMP-1068,R&D,Manager,1.43,88652,Cloud,44,38,6,0,,1,2025-06-29 00:00:00,On-the-job,0,0.0,38,0.0,0.0,33.65,30.0,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Python,44,37,7,0,,0,,,0,0.0,37,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,SQL,50,41,9,0,,0,,,0,0.0,41,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Statistics,41,34,7,0,,2,2022-05-28 00:00:00,On-the-job,0,0.0,34,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Data Visualization,43,39,4,0,,0,,,0,0.0,39,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Machine Learning,50,43,7,0,,0,,,0,0.0,43,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Domain Knowledge,68,58,10,1,Applied Workshop,1,2025-06-11 00:00:00,On-the-job,650,7.58,65,568.19,-81.81,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Communication,82,59,23,1,Soft skills workshop,0,,,205,14.01,73,1050.52,845.52,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Project Management,79,91,-12,0,,1,2023-02-01 00:00:00,Online Course,0,0.0,91,0.0,0.0,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,ETL,41,30,11,1,Technical Bootcamp / Mentorship,0,,,2065,2.88,32,216.19,-1848.81,34.49,40.37,2025-11-23
EMP-1069,Manufacturing,Supervisor,4.63,83883,Cloud,43,30,13,1,Technical Bootcamp / Mentorship,0,,,1569,7.23,37,542.08,-1026.92,34.49,40.37,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Python,48,34,14,1,Technical Bootcamp / Mentorship,0,,,536,8.16,42,612.08,76.08,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,SQL,59,37,22,1,Technical Bootcamp / Mentorship,0,,,622,13.52,50,1013.96,391.96,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Statistics,42,28,14,1,Applied Workshop,1,2022-03-01 00:00:00,Classroom,522,7.8,35,584.8,62.8,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Data Visualization,40,27,13,1,Applied Workshop,1,2022-04-16 00:00:00,Online Course,298,5.85,32,438.63,140.63,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Machine Learning,53,42,11,1,Technical Bootcamp / Mentorship,0,,,641,4.83,46,362.21,-278.79,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Domain Knowledge,67,64,3,0,,0,,,0,0.0,64,0.0,0.0,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Communication,69,60,9,0,,1,2025-04-01 00:00:00,On-the-job,0,0.0,60,0.0,0.0,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Project Management,76,75,1,0,,4,2024-09-12 00:00:00,Classroom,0,0.0,75,0.0,0.0,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,ETL,51,32,19,1,Technical Bootcamp / Mentorship,3,2022-08-31 00:00:00,Workshop,1882,10.38,42,778.14,-1103.86,34.22,30.68,2025-11-23
EMP-1070,Manufacturing,Supervisor,3.45,118146,Cloud,44,23,21,1,Technical Bootcamp / Mentorship,2,2022-03-14 00:00:00,Online Course,736,15.23,38,1142.12,406.12,34.22,30.68,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Python,70,49,21,1,Technical Bootcamp / Mentorship,0,,,2401,11.24,60,843.1,-1557.9,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,SQL,65,40,25,1,Technical Bootcamp / Mentorship,2,2023-12-29 00:00:00,Online Course,782,14.2,54,1065.02,283.02,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Statistics,70,61,9,0,,0,,,0,0.0,61,0.0,0.0,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Data Visualization,67,59,8,0,,0,,,0,0.0,59,0.0,0.0,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Machine Learning,73,73,0,0,,2,2023-12-03 00:00:00,Online Course,0,0.0,73,0.0,0.0,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Domain Knowledge,46,26,20,1,Applied Workshop,1,2022-08-06 00:00:00,Mentoring,694,9.78,35,733.8,39.8,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Communication,43,29,14,1,Soft skills workshop,0,,,133,7.78,36,583.45,450.45,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Project Management,49,47,2,0,,1,2022-10-29 00:00:00,On-the-job,0,0.0,47,0.0,0.0,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,ETL,81,78,3,0,,0,,,0,0.0,78,0.0,0.0,38.81,43.56,2025-11-23
EMP-1071,Procurement,Engineer,0.21,80492,Cloud,66,56,10,1,Technical Bootcamp / Mentorship,0,,,1880,3.79,59,283.93,-1596.07,38.81,43.56,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Python,40,25,15,1,Technical Bootcamp / Mentorship,0,,,1273,7.84,32,588.34,-684.66,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,SQL,52,37,15,1,Technical Bootcamp / Mentorship,0,,,2321,7.42,44,556.6,-1764.4,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Statistics,41,31,10,1,Applied Workshop,0,,,266,4.83,35,361.93,95.93,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Data Visualization,57,42,15,1,Applied Workshop,0,,,730,7.39,49,553.93,-176.07,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Machine Learning,49,33,16,1,Technical Bootcamp / Mentorship,0,,,1698,10.81,43,811.09,-886.91,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Domain Knowledge,71,58,13,1,Applied Workshop,1,2025-07-02 00:00:00,Workshop,229,7.45,65,558.68,329.68,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Communication,54,29,25,1,Soft skills workshop,2,2021-06-03 00:00:00,Workshop,141,14.61,43,1095.56,954.56,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Project Management,56,47,9,0,,1,2022-08-11 00:00:00,Workshop,0,0.0,47,0.0,0.0,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,ETL,71,62,9,0,,0,,,0,0.0,62,0.0,0.0,30.73,31.3,2025-11-23
EMP-1072,R&D,Operator,3.52,73554,Cloud,50,42,8,0,,2,2021-10-29 00:00:00,On-the-job,0,0.0,42,0.0,0.0,30.73,31.3,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Python,68,64,4,0,,1,2022-07-15 00:00:00,Classroom,0,0.0,64,0.0,0.0,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,SQL,74,59,15,1,Technical Bootcamp / Mentorship,1,2021-05-28 00:00:00,Online Course,872,12.88,71,966.0,94.0,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Statistics,73,43,30,1,Applied Workshop,0,,,649,18.44,61,1382.78,733.78,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Data Visualization,77,61,16,1,Applied Workshop,1,2023-02-20 00:00:00,On-the-job,570,4.42,65,331.74,-238.26,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Machine Learning,66,48,18,1,Technical Bootcamp / Mentorship,0,,,578,10.13,58,759.54,181.54,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Domain Knowledge,48,40,8,0,,1,2022-08-19 00:00:00,Online Course,0,0.0,40,0.0,0.0,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Communication,59,35,24,1,Soft skills workshop,1,2024-09-07 00:00:00,On-the-job,349,10.95,45,821.32,472.32,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Project Management,51,29,22,1,Soft skills workshop,0,,,224,13.92,42,1044.27,820.27,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,ETL,85,88,-3,0,,0,,,0,0.0,88,0.0,0.0,37.78,35.9,2025-11-23
EMP-1073,R&D,Analyst,0.53,67673,Cloud,80,80,0,0,,0,,,0,0.0,80,0.0,0.0,37.78,35.9,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Python,80,65,15,1,Technical Bootcamp / Mentorship,1,2021-07-11 00:00:00,Online Course,2155,10.65,75,798.48,-1356.52,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,SQL,73,59,14,1,Technical Bootcamp / Mentorship,0,,,1072,11.73,70,880.06,-191.94,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Statistics,75,66,9,0,,2,2025-03-30 00:00:00,On-the-job,0,0.0,66,0.0,0.0,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Data Visualization,78,64,14,1,Applied Workshop,0,,,231,9.94,73,745.33,514.33,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Machine Learning,81,81,0,0,,0,,,0,0.0,81,0.0,0.0,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Domain Knowledge,46,40,6,0,,0,,,0,0.0,40,0.0,0.0,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Communication,41,29,12,1,Soft skills workshop,1,2023-11-02 00:00:00,Classroom,316,7.8,36,585.15,269.15,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Project Management,41,33,8,0,,1,2023-04-21 00:00:00,Workshop,0,0.0,33,0.0,0.0,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,ETL,66,46,20,1,Technical Bootcamp / Mentorship,0,,,772,13.63,59,1022.53,250.53,38.9,41.22,2025-11-23
EMP-1074,Quality,Analyst,4.04,89509,Cloud,80,73,7,0,,1,2021-09-10 00:00:00,Online Course,0,0.0,73,0.0,0.0,38.9,41.22,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Python,53,47,6,0,,0,,,0,0.0,47,0.0,0.0,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,SQL,46,41,5,0,,1,2024-02-27 00:00:00,On-the-job,0,0.0,41,0.0,0.0,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Statistics,45,34,11,1,Applied Workshop,0,,,752,5.51,39,413.08,-338.92,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Data Visualization,45,37,8,0,,0,,,0,0.0,37,0.0,0.0,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Machine Learning,47,38,9,0,,0,,,0,0.0,38,0.0,0.0,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Domain Knowledge,85,71,14,1,Applied Workshop,0,,,244,5.21,76,390.65,146.65,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Communication,84,60,24,1,Soft skills workshop,0,,,319,13.18,73,988.51,669.51,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Project Management,74,71,3,0,,0,,,0,0.0,71,0.0,0.0,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,ETL,47,28,19,1,Technical Bootcamp / Mentorship,0,,,1938,12.74,40,955.53,-982.47,30.0,40.56,2025-11-23
EMP-1075,Manufacturing,Supervisor,3.5,105177,Cloud,41,35,6,0,,0,,,0,0.0,35,0.0,0.0,30.0,40.56,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Python,44,43,1,0,,0,,,0,0.0,43,0.0,0.0,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,SQL,57,40,17,1,Technical Bootcamp / Mentorship,0,,,1734,9.62,49,721.77,-1012.23,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Statistics,59,56,3,0,,3,2025-06-13 00:00:00,Classroom,0,0.0,56,0.0,0.0,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Data Visualization,43,25,18,1,Applied Workshop,0,,,654,15.1,40,1132.27,478.27,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Machine Learning,55,48,7,0,,0,,,0,0.0,48,0.0,0.0,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Domain Knowledge,82,61,21,1,Applied Workshop,0,,,298,12.23,73,917.6,619.6,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Communication,67,49,18,1,Soft skills workshop,0,,,85,11.52,60,864.18,779.18,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Project Management,76,62,14,1,Soft skills workshop,0,,,351,10.53,72,790.01,439.01,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,ETL,51,38,13,1,Technical Bootcamp / Mentorship,1,2022-06-28 00:00:00,Classroom,821,5.06,43,379.29,-441.71,39.49,44.09,2025-11-23
EMP-1076,R&D,Manager,1.64,96135,Cloud,59,43,16,1,Technical Bootcamp / Mentorship,0,,,1132,9.43,52,707.52,-424.48,39.49,44.09,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Python,46,40,6,0,,0,,,0,0.0,40,0.0,0.0,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,SQL,42,17,25,1,Technical Bootcamp / Mentorship,0,,,918,15.76,32,1181.94,263.94,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Statistics,51,27,24,1,Applied Workshop,0,,,708,13.75,40,1031.14,323.14,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Data Visualization,52,40,12,1,Applied Workshop,3,2021-10-27 00:00:00,Workshop,467,7.98,47,598.72,131.72,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Machine Learning,44,39,5,0,,1,2024-08-28 00:00:00,On-the-job,0,0.0,39,0.0,0.0,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Domain Knowledge,67,51,16,1,Applied Workshop,1,2022-09-07 00:00:00,Online Course,764,7.4,58,555.21,-208.79,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Communication,74,75,-1,0,,0,,,0,0.0,75,0.0,0.0,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Project Management,65,61,4,0,,1,2022-01-12 00:00:00,Mentoring,0,0.0,61,0.0,0.0,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,ETL,54,48,6,0,,0,,,0,0.0,48,0.0,0.0,37.32,33.71,2025-11-23
EMP-1077,Quality,Manager,3.59,83356,Cloud,58,42,16,1,Technical Bootcamp / Mentorship,2,2024-07-28 00:00:00,Classroom,1310,7.42,49,556.6,-753.4,37.32,33.71,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Python,41,40,1,0,,2,2025-07-15 00:00:00,Classroom,0,0.0,40,0.0,0.0,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,SQL,41,34,7,0,,1,2024-07-02 00:00:00,Workshop,0,0.0,34,0.0,0.0,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Statistics,52,40,12,1,Applied Workshop,0,,,379,8.7,48,652.49,273.49,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Data Visualization,49,41,8,0,,0,,,0,0.0,41,0.0,0.0,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Machine Learning,42,18,24,1,Technical Bootcamp / Mentorship,1,2022-07-15 00:00:00,On-the-job,1177,15.67,33,1175.42,-1.58,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Domain Knowledge,66,49,17,1,Applied Workshop,1,2023-09-18 00:00:00,Mentoring,504,8.55,57,641.52,137.52,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Communication,75,78,-3,0,,1,2022-04-19 00:00:00,Mentoring,0,0.0,78,0.0,0.0,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Project Management,80,70,10,1,Soft skills workshop,0,,,216,6.62,76,496.75,280.75,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,ETL,51,28,23,1,Technical Bootcamp / Mentorship,1,2023-12-04 00:00:00,Mentoring,907,13.73,41,1029.82,122.82,38.95,46.87,2025-11-23
EMP-1078,Manufacturing,Supervisor,6.73,106896,Cloud,60,38,22,1,Technical Bootcamp / Mentorship,0,,,2215,13.42,51,1006.85,-1208.15,38.95,46.87,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Python,52,46,6,0,,2,2025-11-20 00:00:00,On-the-job,0,0.0,46,0.0,0.0,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,SQL,51,34,17,1,Technical Bootcamp / Mentorship,0,,,2379,7.54,41,565.62,-1813.38,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Statistics,44,29,15,1,Applied Workshop,0,,,625,9.56,38,716.75,91.75,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Data Visualization,46,25,21,1,Applied Workshop,0,,,223,12.4,37,930.33,707.33,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Machine Learning,47,31,16,1,Technical Bootcamp / Mentorship,0,,,1080,7.66,38,574.61,-505.39,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Domain Knowledge,65,48,17,1,Applied Workshop,0,,,521,5.43,53,406.96,-114.04,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Communication,70,53,17,1,Soft skills workshop,1,2025-04-06 00:00:00,Online Course,380,10.33,63,774.98,394.98,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Project Management,69,51,18,1,Soft skills workshop,0,,,163,12.18,63,913.18,750.18,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,ETL,49,48,1,0,,0,,,0,0.0,48,0.0,0.0,30.0,30.0,2025-11-23
EMP-1079,R&D,Supervisor,0.62,109363,Cloud,47,35,12,1,Technical Bootcamp / Mentorship,0,,,648,9.87,44,740.02,92.02,30.0,30.0,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Python,51,33,18,1,Technical Bootcamp / Mentorship,1,2022-01-08 00:00:00,Classroom,1641,12.98,45,973.62,-667.38,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,SQL,48,45,3,0,,1,2025-04-27 00:00:00,On-the-job,0,0.0,45,0.0,0.0,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Statistics,49,34,15,1,Applied Workshop,0,,,208,8.32,42,624.11,416.11,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Data Visualization,43,27,16,1,Applied Workshop,2,2023-02-02 00:00:00,Mentoring,342,9.45,36,708.54,366.54,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Machine Learning,53,43,10,1,Technical Bootcamp / Mentorship,0,,,2480,2.86,45,214.37,-2265.63,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Domain Knowledge,75,80,-5,0,,0,,,0,0.0,80,0.0,0.0,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Communication,65,45,20,1,Soft skills workshop,0,,,328,11.64,56,873.35,545.35,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Project Management,77,52,25,1,Soft skills workshop,1,2022-01-14 00:00:00,Classroom,53,16.18,68,1213.82,1160.82,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,ETL,46,36,10,1,Technical Bootcamp / Mentorship,0,,,1913,6.09,42,456.81,-1456.19,30.0,36.24,2025-11-23
EMP-1080,Procurement,Manager,1.05,103625,Cloud,46,46,0,0,,1,2023-07-21 00:00:00,Classroom,0,0.0,46,0.0,0.0,30.0,36.24,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Python,57,42,15,1,Technical Bootcamp / Mentorship,0,,,1288,8.24,50,617.85,-670.15,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,SQL,58,54,4,0,,1,2021-06-07 00:00:00,Mentoring,0,0.0,54,0.0,0.0,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Statistics,43,31,12,1,Applied Workshop,0,,,515,8.19,39,614.03,99.03,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Data Visualization,55,44,11,1,Applied Workshop,1,2024-03-04 00:00:00,Mentoring,389,6.11,50,458.3,69.3,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Machine Learning,51,30,21,1,Technical Bootcamp / Mentorship,0,,,2449,11.43,41,857.05,-1591.95,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Domain Knowledge,72,82,-10,0,,1,2021-11-14 00:00:00,Classroom,0,0.0,82,0.0,0.0,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Communication,48,21,27,1,Soft skills workshop,1,2021-04-29 00:00:00,Workshop,52,16.86,37,1264.53,1212.53,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Project Management,58,39,19,1,Soft skills workshop,0,,,290,10.73,49,805.1,515.1,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,ETL,57,57,0,0,,0,,,0,0.0,57,0.0,0.0,39.73,48.09,2025-11-23
EMP-1081,Quality,Technician,5.32,59420,Cloud,49,48,1,0,,0,,,0,0.0,48,0.0,0.0,39.73,48.09,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Python,43,21,22,1,Technical Bootcamp / Mentorship,0,,,977,12.35,33,926.46,-50.54,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,SQL,49,29,20,1,Technical Bootcamp / Mentorship,0,,,1233,12.59,41,944.05,-288.95,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Statistics,42,34,8,0,,0,,,0,0.0,34,0.0,0.0,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Data Visualization,44,27,17,1,Applied Workshop,0,,,459,12.92,39,968.98,509.98,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Machine Learning,52,37,15,1,Technical Bootcamp / Mentorship,0,,,1771,10.0,46,749.73,-1021.27,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Domain Knowledge,56,38,18,1,Applied Workshop,0,,,719,12.22,50,916.28,197.28,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Communication,54,35,19,1,Soft skills workshop,0,,,304,13.2,48,990.08,686.08,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Project Management,59,55,4,0,,1,2021-02-09 00:00:00,Classroom,0,0.0,55,0.0,0.0,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,ETL,70,65,5,0,,0,,,0,0.0,65,0.0,0.0,33.45,42.73,2025-11-23
EMP-1082,R&D,Technician,4.93,76072,Cloud,44,34,10,1,Technical Bootcamp / Mentorship,1,2021-06-11 00:00:00,Online Course,1389,6.38,40,478.78,-910.22,33.45,42.73,2025-11-23
