Date,Employee_ID,Department,Role,Shift,Workload_Index,Past_Absence_Count,Absent_Flag,Hours_Lost,Absence_Reason,Seasonal_Factor,Absenteeism_Probability
2023-10-09,EMP_0205,Maintenance,Supervisor,Morning,90,11,False,0,None,0.0,0.21666666666666667
2023-01-14,EMP_0289,Production,Manager,Evening,100,5,True,0,Family,0.0,0.23
2023-11-12,EMP_0253,HR,Supervisor,Evening,80,3,False,0,None,0.1,0.2833333333333333
2023-05-10,EMP_0261,Logistics,Helper,Night,60,11,False,0,None,0.0,0.20666666666666667
2023-03-07,EMP_0167,Production,Supervisor,Morning,90,3,True,0,Personal,0.0,0.21666666666666667
2023-10-28,EMP_0270,Production,Supervisor,Night,70,5,False,0,None,0.0,0.22
2023-09-27,EMP_0110,HR,Helper,Night,70,8,False,0,None,0.0,0.24
2023-09-14,EMP_0265,Logistics,Operator,Morning,80,8,False,0,None,0.0,0.23333333333333334
2023-03-05,EMP_0013,Logistics,Manager,Evening,80,4,False,0,None,0.0,0.16333333333333333
2023-07-23,EMP_0102,HR,Operator,Evening,80,11,False,0,None,0.15,0.3833333333333333
2023-07-26,EMP_0210,HR,Supervisor,Night,80,1,False,0,None,0.15,0.4033333333333333
2023-10-20,EMP_0057,Sales,Helper,Night,100,4,True,0,Sick,0.0,0.33999999999999997
2023-02-28,EMP_0193,HR,Technician,Evening,70,9,False,0,None,0.0,0.18
2023-10-03,EMP_0258,Logistics,Helper,Evening,100,1,False,0,None,0.0,0.27
2023-08-05,EMP_0158,Sales,Supervisor,Evening,80,10,False,0,None,0.15,0.33333333333333337
2023-06-27,EMP_0080,Production,Supervisor,Morning,70,3,False,0,None,0.15,0.30000000000000004
2023-12-02,EMP_0063,Sales,Supervisor,Morning,100,4,False,0,None,0.1,0.35
2023-05-09,EMP_0171,Logistics,Technician,Morning,90,1,True,8,Sick,0.0,0.24666666666666665
2023-07-12,EMP_0184,QC,Helper,Morning,90,1,False,0,None,0.15,0.38666666666666666
2023-05-25,EMP_0264,Maintenance,Manager,Night,90,10,False,0,None,0.0,0.26666666666666666
2023-11-24,EMP_0077,Sales,Manager,Evening,90,4,False,0,None,0.1,0.2966666666666667
2023-10-31,EMP_0231,Production,Operator,Evening,80,5,True,8,Emergency,0.0,0.23333333333333334
2023-03-04,EMP_0100,Production,Technician,Morning,100,8,False,0,None,0.0,0.28
2023-09-02,EMP_0264,Maintenance,Helper,Night,80,5,False,0,None,0.0,0.2733333333333333
2023-05-12,EMP_0129,Logistics,Manager,Evening,80,8,False,0,None,0.0,0.16333333333333333
2023-10-06,EMP_0166,Sales,Technician,Morning,80,5,False,0,None,0.0,0.21333333333333332
2023-03-30,EMP_0240,Logistics,Manager,Morning,70,4,False,0,None,0.0,0.13
2023-11-12,EMP_0088,Sales,Helper,Night,80,2,False,0,None,0.1,0.3733333333333333
2023-04-12,EMP_0247,Maintenance,Helper,Evening,60,9,False,0,None,0.0,0.1366666666666667
2023-09-22,EMP_0100,Sales,Supervisor,Morning,80,5,False,0,None,0.0,0.18333333333333335
2023-04-27,EMP_0252,Production,Manager,Evening,90,11,True,0,Sick,0.0,0.19666666666666666
2023-08-16,EMP_0021,Sales,Operator,Night,80,1,False,0,None,0.15,0.45333333333333337
2023-12-30,EMP_0054,QC,Helper,Evening,100,4,True,0,Sick,0.1,0.37
2023-05-04,EMP_0251,Logistics,Supervisor,Night,100,3,False,0,None,0.0,0.32
2023-10-04,EMP_0202,QC,Supervisor,Evening,80,3,False,0,None,0.0,0.18333333333333335
2023-02-21,EMP_0056,Maintenance,Manager,Night,80,7,False,0,None,0.0,0.23333333333333334
2023-05-24,EMP_0199,Logistics,Supervisor,Night,60,3,False,0,None,0.0,0.18666666666666668
2023-03-31,EMP_0078,QC,Technician,Night,70,6,True,0,Emergency,0.0,0.25
2023-11-08,EMP_0132,QC,Operator,Morning,90,5,True,0,Unknown,0.1,0.3666666666666667
2023-09-20,EMP_0032,Logistics,Helper,Evening,90,10,False,0,None,0.0,0.2366666666666667
2023-05-21,EMP_0039,QC,Technician,Morning,80,8,False,0,None,0.0,0.21333333333333332
2023-01-26,EMP_0007,HR,Helper,Night,70,9,False,0,None,0.0,0.24
2023-03-13,EMP_0106,Logistics,Manager,Morning,90,3,False,0,None,0.0,0.19666666666666666
2023-02-19,EMP_0171,Logistics,Manager,Morning,90,8,False,0,None,0.0,0.19666666666666666
2023-05-26,EMP_0232,Logistics,Operator,Night,90,0,True,0,Sick,0.0,0.33666666666666667
2023-04-18,EMP_0101,Logistics,Supervisor,Evening,90,4,False,0,None,0.0,0.21666666666666667
2023-05-23,EMP_0109,Production,Helper,Evening,70,8,False,0,None,0.0,0.17
2023-03-19,EMP_0196,HR,Manager,Morning,80,6,True,0,Sick,0.0,0.16333333333333333
2023-03-26,EMP_0279,Maintenance,Supervisor,Evening,80,8,False,0,None,0.0,0.18333333333333335
2023-08-29,EMP_0026,Sales,Manager,Morning,60,3,False,0,None,0.15,0.2466666666666667
2023-08-06,EMP_0063,Maintenance,Manager,Night,70,3,False,0,None,0.15,0.35
2023-08-20,EMP_0016,QC,Operator,Night,80,0,False,0,None,0.15,0.45333333333333337
2023-03-11,EMP_0148,Production,Operator,Evening,80,4,True,0,Personal,0.0,0.23333333333333334
2023-01-27,EMP_0055,HR,Helper,Night,80,11,True,0,Personal,0.0,0.2733333333333333
2023-02-27,EMP_0272,Maintenance,Supervisor,Morning,70,1,False,0,None,0.0,0.15000000000000002
2023-04-12,EMP_0012,Sales,Manager,Morning,80,7,False,0,None,0.0,0.16333333333333333
2023-05-30,EMP_0198,Sales,Supervisor,Morning,80,8,False,0,None,0.0,0.18333333333333335
2023-11-07,EMP_0057,Sales,Operator,Morning,80,0,True,4,Personal,0.1,0.33333333333333337
2023-05-16,EMP_0299,QC,Technician,Night,90,11,False,0,None,0.0,0.31666666666666665
2023-04-25,EMP_0084,Logistics,Manager,Evening,70,11,False,0,None,0.0,0.13
2023-11-17,EMP_0048,Logistics,Helper,Evening,90,1,False,0,None,0.1,0.33666666666666667
2023-08-19,EMP_0024,Production,Manager,Evening,90,3,False,0,None,0.15,0.3466666666666667
2023-08-14,EMP_0094,Logistics,Manager,Night,60,8,True,0,Sick,0.15,0.31666666666666665
2023-12-07,EMP_0094,Maintenance,Technician,Evening,70,6,True,4,Personal,0.1,0.28
2023-06-03,EMP_0224,Production,Operator,Night,80,10,False,0,None,0.15,0.45333333333333337
2023-05-23,EMP_0060,Sales,Supervisor,Evening,100,0,False,0,None,0.0,0.25
2023-02-11,EMP_0257,QC,Supervisor,Morning,80,9,False,0,None,0.0,0.18333333333333335
2023-06-07,EMP_0153,Logistics,Supervisor,Night,90,4,True,4,Sick,0.15,0.43666666666666665
2023-06-12,EMP_0028,Logistics,Technician,Evening,70,3,False,0,None,0.15,0.32999999999999996
2023-09-13,EMP_0289,Logistics,Technician,Evening,100,0,False,0,None,0.0,0.28
2023-06-13,EMP_0187,HR,Operator,Morning,80,3,True,4,Family,0.15,0.3833333333333333
2023-01-25,EMP_0034,Sales,Helper,Evening,80,3,True,0,Personal,0.0,0.20333333333333334
2023-06-22,EMP_0016,Logistics,Technician,Evening,80,3,False,0,None,0.15,0.3633333333333333
2023-05-26,EMP_0206,QC,Manager,Evening,70,10,False,0,None,0.0,0.13
2023-09-11,EMP_0208,Production,Manager,Night,80,4,False,0,None,0.0,0.23333333333333334
2023-09-23,EMP_0223,HR,Manager,Evening,70,7,False,0,None,0.0,0.13
2023-03-24,EMP_0059,HR,Operator,Evening,70,6,True,0,Family,0.0,0.2
2023-03-21,EMP_0276,QC,Technician,Morning,80,7,False,0,None,0.0,0.21333333333333332
2023-09-30,EMP_0198,Production,Technician,Night,70,5,True,0,Sick,0.0,0.25
2023-08-19,EMP_0230,Maintenance,Supervisor,Evening,90,2,False,0,None,0.15,0.3666666666666667
2023-01-07,EMP_0199,Logistics,Operator,Evening,80,5,False,0,None,0.0,0.23333333333333334
2023-05-13,EMP_0171,Production,Technician,Morning,60,5,False,0,None,0.0,0.14666666666666667
2023-08-18,EMP_0092,Logistics,Helper,Night,70,6,False,0,None,0.15,0.39
2023-03-06,EMP_0028,Logistics,Helper,Night,70,4,False,0,None,0.0,0.24
2023-12-04,EMP_0056,Production,Supervisor,Morning,60,10,True,0,Sick,0.1,0.21666666666666667
2023-07-10,EMP_0136,Production,Operator,Night,80,1,True,0,Sick,0.15,0.45333333333333337
2023-02-21,EMP_0016,QC,Operator,Evening,70,3,False,0,None,0.0,0.2
2023-02-11,EMP_0069,Production,Manager,Morning,90,0,False,0,None,0.0,0.19666666666666666
2023-04-30,EMP_0075,Production,Operator,Evening,70,0,False,0,None,0.0,0.2
2023-01-10,EMP_0104,Production,Supervisor,Morning,100,11,False,0,None,0.0,0.25
2023-07-22,EMP_0131,Sales,Operator,Morning,80,0,False,0,None,0.15,0.3833333333333333
2023-03-20,EMP_0270,Production,Manager,Evening,90,4,False,0,None,0.0,0.19666666666666666
2023-03-28,EMP_0127,Logistics,Manager,Evening,80,2,True,4,Sick,0.0,0.16333333333333333
2023-06-01,EMP_0220,Production,Supervisor,Evening,60,3,False,0,None,0.15,0.2666666666666667
2023-05-19,EMP_0077,Logistics,Manager,Night,100,2,False,0,None,0.0,0.30000000000000004
2023-09-18,EMP_0190,Production,Operator,Morning,80,9,False,0,None,0.0,0.23333333333333334
2023-02-07,EMP_0003,Maintenance,Technician,Morning,60,7,False,0,None,0.0,0.14666666666666667
2023-09-13,EMP_0002,Logistics,Operator,Night,70,2,False,0,None,0.0,0.27
2023-02-18,EMP_0244,Logistics,Operator,Evening,70,8,False,0,None,0.0,0.2
2023-04-29,EMP_0152,QC,Operator,Evening,60,11,False,0,None,0.0,0.16666666666666669
2023-12-13,EMP_0048,HR,Manager,Evening,100,11,False,0,None,0.1,0.33
2023-08-14,EMP_0080,HR,Technician,Evening,70,6,False,0,None,0.15,0.32999999999999996
2023-06-02,EMP_0034,Logistics,Operator,Morning,80,1,False,0,None,0.15,0.3833333333333333
2023-10-05,EMP_0133,Maintenance,Operator,Night,70,2,False,0,None,0.0,0.27
2023-06-23,EMP_0212,HR,Technician,Evening,60,6,False,0,None,0.15,0.29666666666666663
2023-02-08,EMP_0132,Maintenance,Technician,Morning,90,4,False,0,None,0.0,0.24666666666666665
2023-05-06,EMP_0060,Production,Helper,Night,90,11,False,0,None,0.0,0.30666666666666664
2023-08-12,EMP_0189,Production,Operator,Morning,70,5,False,0,None,0.15,0.35
2023-12-14,EMP_0283,Production,Technician,Night,60,10,True,4,Sick,0.1,0.31666666666666665
2023-02-19,EMP_0189,Maintenance,Operator,Morning,70,5,False,0,None,0.0,0.2
2023-06-20,EMP_0078,QC,Helper,Night,90,5,False,0,None,0.15,0.45666666666666667
2023-01-19,EMP_0223,Sales,Technician,Night,70,4,True,8,Personal,0.0,0.25
2023-04-21,EMP_0113,HR,Operator,Night,70,11,False,0,None,0.0,0.27
2023-09-18,EMP_0059,Production,Helper,Evening,90,9,False,0,None,0.0,0.2366666666666667
2023-12-20,EMP_0133,QC,Operator,Night,70,6,False,0,None,0.1,0.37
2023-08-07,EMP_0101,Sales,Operator,Morning,70,3,False,0,None,0.15,0.35
2023-03-27,EMP_0141,Maintenance,Manager,Evening,90,8,False,0,None,0.0,0.19666666666666666
2023-01-20,EMP_0059,HR,Operator,Night,70,4,True,8,Sick,0.0,0.27
2023-07-05,EMP_0039,HR,Technician,Morning,80,7,False,0,None,0.15,0.3633333333333333
2023-08-15,EMP_0297,Logistics,Manager,Evening,70,6,False,0,None,0.15,0.28
2023-07-21,EMP_0276,Production,Technician,Night,80,6,True,0,Family,0.15,0.43333333333333335
2023-03-12,EMP_0220,HR,Operator,Night,80,9,False,0,None,0.0,0.30333333333333334
2023-02-24,EMP_0124,Logistics,Manager,Morning,90,2,True,0,Personal,0.0,0.19666666666666666
2023-06-08,EMP_0177,Production,Supervisor,Morning,60,2,False,0,None,0.15,0.2666666666666667
2023-06-01,EMP_0299,Logistics,Supervisor,Night,70,3,False,0,None,0.15,0.37
2023-07-11,EMP_0169,Maintenance,Manager,Night,80,0,True,4,Sick,0.15,0.3833333333333333
2023-05-26,EMP_0244,Sales,Operator,Night,80,8,True,4,Family,0.0,0.30333333333333334
2023-04-28,EMP_0175,HR,Technician,Evening,80,10,False,0,None,0.0,0.21333333333333332
2023-07-17,EMP_0256,Maintenance,Operator,Morning,100,9,False,0,None,0.15,0.44999999999999996
2023-11-21,EMP_0181,HR,Operator,Evening,70,10,False,0,None,0.1,0.30000000000000004
2023-04-23,EMP_0165,Production,Supervisor,Morning,80,10,False,0,None,0.0,0.18333333333333335
2023-12-31,EMP_0264,QC,Supervisor,Night,90,4,True,0,Family,0.1,0.38666666666666666
2023-12-15,EMP_0032,QC,Manager,Morning,80,4,False,0,None,0.1,0.26333333333333336
2023-12-22,EMP_0199,QC,Helper,Morning,70,0,True,0,Emergency,0.1,0.27
2023-10-07,EMP_0230,Maintenance,Technician,Night,90,11,False,0,None,0.0,0.31666666666666665
2023-12-30,EMP_0211,HR,Supervisor,Night,70,3,False,0,None,0.1,0.32
2023-08-01,EMP_0221,Maintenance,Operator,Night,60,2,True,0,Sick,0.15,0.3866666666666667
2023-08-08,EMP_0238,HR,Helper,Night,90,9,False,0,None,0.15,0.45666666666666667
2023-08-05,EMP_0078,Logistics,Technician,Night,90,3,True,0,Personal,0.15,0.4666666666666667
2023-12-04,EMP_0106,QC,Helper,Night,100,6,True,0,Personal,0.1,0.43999999999999995
2023-03-11,EMP_0100,Maintenance,Supervisor,Evening,90,6,True,8,Emergency,0.0,0.21666666666666667
2023-06-03,EMP_0017,Maintenance,Helper,Night,80,1,True,8,Emergency,0.15,0.42333333333333334
2023-03-10,EMP_0176,QC,Operator,Night,80,8,True,0,Personal,0.0,0.30333333333333334
2023-12-07,EMP_0280,QC,Manager,Night,80,1,False,0,None,0.1,0.33333333333333337
2023-04-27,EMP_0067,Production,Helper,Evening,70,6,False,0,None,0.0,0.17
2023-10-16,EMP_0123,Logistics,Technician,Morning,80,8,True,4,Family,0.0,0.21333333333333332
2023-03-27,EMP_0127,HR,Operator,Morning,80,1,False,0,None,0.0,0.23333333333333334
2023-03-06,EMP_0210,Maintenance,Supervisor,Evening,80,9,True,0,Emergency,0.0,0.18333333333333335
2023-04-08,EMP_0111,Logistics,Operator,Morning,90,11,False,0,None,0.0,0.26666666666666666
2023-12-10,EMP_0132,Maintenance,Supervisor,Evening,90,2,True,8,Sick,0.1,0.31666666666666665
2023-11-15,EMP_0206,Production,Supervisor,Night,80,3,True,0,Family,0.1,0.35333333333333333
2023-08-02,EMP_0159,Production,Helper,Morning,60,10,True,0,Emergency,0.15,0.2866666666666667
2023-06-17,EMP_0137,Logistics,Manager,Night,100,8,False,0,None,0.15,0.44999999999999996
2023-09-05,EMP_0037,Maintenance,Helper,Evening,80,3,False,0,None,0.0,0.20333333333333334
2023-08-15,EMP_0051,Logistics,Technician,Evening,70,1,False,0,None,0.15,0.32999999999999996
2023-07-16,EMP_0273,HR,Supervisor,Evening,100,11,True,0,Personal,0.15,0.4
2023-10-24,EMP_0286,Maintenance,Helper,Night,80,7,False,0,None,0.0,0.2733333333333333
2023-07-29,EMP_0017,Production,Technician,Night,70,6,False,0,None,0.15,0.4
2023-12-02,EMP_0066,Maintenance,Manager,Evening,90,7,False,0,None,0.1,0.2966666666666667
2023-08-08,EMP_0197,QC,Supervisor,Morning,70,10,True,0,Family,0.15,0.30000000000000004
2023-04-11,EMP_0291,Sales,Technician,Morning,80,8,False,0,None,0.0,0.21333333333333332
2023-01-12,EMP_0180,Logistics,Operator,Morning,90,6,False,0,None,0.0,0.26666666666666666
2023-01-21,EMP_0164,Production,Supervisor,Morning,90,9,False,0,None,0.0,0.21666666666666667
2023-08-11,EMP_0028,Production,Helper,Night,80,3,True,0,Emergency,0.15,0.42333333333333334
2023-10-08,EMP_0250,QC,Technician,Night,90,11,True,8,Sick,0.0,0.31666666666666665
2023-09-22,EMP_0110,Maintenance,Manager,Night,90,11,False,0,None,0.0,0.26666666666666666
2023-12-30,EMP_0091,Logistics,Operator,Morning,80,2,False,0,None,0.1,0.33333333333333337
2023-03-17,EMP_0029,Logistics,Helper,Morning,70,7,False,0,None,0.0,0.17
2023-08-06,EMP_0138,Logistics,Operator,Morning,70,1,True,0,Sick,0.15,0.35
2023-11-10,EMP_0183,Maintenance,Helper,Evening,80,0,False,0,None,0.1,0.30333333333333334
2023-11-21,EMP_0139,QC,Manager,Evening,90,0,False,0,None,0.1,0.2966666666666667
2023-07-31,EMP_0149,Production,Supervisor,Night,90,6,True,0,Sick,0.15,0.43666666666666665
2023-07-20,EMP_0111,QC,Helper,Night,80,2,False,0,None,0.15,0.42333333333333334
2023-01-04,EMP_0209,Sales,Supervisor,Evening,90,8,True,0,Sick,0.0,0.21666666666666667
2023-04-27,EMP_0073,HR,Operator,Night,80,0,False,0,None,0.0,0.30333333333333334
2023-02-08,EMP_0228,Logistics,Operator,Night,90,5,True,0,Family,0.0,0.33666666666666667
2023-09-08,EMP_0073,HR,Operator,Morning,60,5,False,0,None,0.0,0.16666666666666669
2023-05-22,EMP_0007,Sales,Technician,Night,90,10,False,0,None,0.0,0.31666666666666665
2023-03-25,EMP_0077,Sales,Operator,Night,60,5,False,0,None,0.0,0.2366666666666667
2023-08-03,EMP_0156,QC,Manager,Morning,70,2,False,0,None,0.15,0.28
2023-10-02,EMP_0010,Maintenance,Supervisor,Night,90,10,True,4,Unknown,0.0,0.2866666666666667
2023-05-04,EMP_0106,Production,Supervisor,Evening,90,7,False,0,None,0.0,0.21666666666666667
2023-11-13,EMP_0291,QC,Manager,Night,60,3,True,0,Sick,0.1,0.2666666666666667
2023-03-30,EMP_0137,Logistics,Operator,Evening,90,8,True,4,Sick,0.0,0.26666666666666666
2023-07-15,EMP_0223,Logistics,Technician,Evening,60,5,False,0,None,0.15,0.29666666666666663
2023-04-30,EMP_0257,Production,Technician,Night,70,11,True,4,Sick,0.0,0.25
2023-02-04,EMP_0088,Production,Helper,Evening,70,4,False,0,None,0.0,0.17
2023-11-21,EMP_0021,Maintenance,Helper,Evening,70,8,True,4,Personal,0.1,0.27
2023-11-20,EMP_0136,Maintenance,Supervisor,Night,90,6,True,0,Unknown,0.1,0.38666666666666666
2023-11-28,EMP_0158,Production,Manager,Evening,100,2,False,0,None,0.1,0.33
2023-01-26,EMP_0197,Production,Operator,Evening,70,8,True,0,Unknown,0.0,0.2
2023-06-06,EMP_0191,Production,Supervisor,Night,80,3,False,0,None,0.15,0.4033333333333333
2023-03-17,EMP_0211,Sales,Helper,Evening,80,1,False,0,None,0.0,0.20333333333333334
2023-12-13,EMP_0211,Sales,Manager,Morning,90,5,False,0,None,0.1,0.2966666666666667
2023-08-02,EMP_0285,QC,Operator,Night,70,7,True,0,Personal,0.15,0.42000000000000004
2023-12-28,EMP_0252,HR,Technician,Evening,100,2,True,0,Personal,0.1,0.38
2023-08-25,EMP_0119,HR,Operator,Evening,80,0,False,0,None,0.15,0.3833333333333333
2023-10-29,EMP_0243,Maintenance,Manager,Morning,60,0,False,0,None,0.0,0.09666666666666668
2023-03-31,EMP_0252,Sales,Operator,Night,80,9,False,0,None,0.0,0.30333333333333334
2023-12-29,EMP_0235,Logistics,Supervisor,Evening,60,0,False,0,None,0.1,0.21666666666666667
2023-02-10,EMP_0272,Sales,Manager,Morning,90,6,False,0,None,0.0,0.19666666666666666
2023-02-10,EMP_0039,Production,Helper,Morning,60,10,False,0,None,0.0,0.1366666666666667
2023-11-29,EMP_0059,QC,Manager,Morning,100,7,True,4,Sick,0.1,0.33
2023-04-19,EMP_0300,Production,Helper,Morning,80,6,False,0,None,0.0,0.20333333333333334
2023-09-07,EMP_0119,Sales,Helper,Evening,90,6,False,0,None,0.0,0.2366666666666667
2023-06-26,EMP_0221,Maintenance,Technician,Night,80,0,False,0,None,0.15,0.43333333333333335
2023-05-07,EMP_0053,HR,Operator,Morning,80,0,True,0,Personal,0.0,0.23333333333333334
2023-08-13,EMP_0006,Maintenance,Operator,Evening,80,8,True,0,Emergency,0.15,0.3833333333333333
2023-07-21,EMP_0008,Production,Manager,Evening,80,1,False,0,None,0.15,0.31333333333333335
2023-02-20,EMP_0020,QC,Technician,Morning,100,3,False,0,None,0.0,0.28
2023-06-04,EMP_0160,Production,Operator,Night,90,7,False,0,None,0.15,0.4866666666666667
2023-09-15,EMP_0140,HR,Helper,Night,60,0,False,0,None,0.0,0.20666666666666667
2023-11-07,EMP_0252,Logistics,Supervisor,Night,80,8,True,0,Sick,0.1,0.35333333333333333
2023-10-06,EMP_0110,Maintenance,Manager,Evening,90,3,True,8,Sick,0.0,0.19666666666666666
2023-04-09,EMP_0204,Maintenance,Manager,Evening,60,11,False,0,None,0.0,0.09666666666666668
2023-12-30,EMP_0243,Maintenance,Supervisor,Night,90,8,False,0,None,0.1,0.38666666666666666
2023-03-04,EMP_0296,HR,Manager,Morning,60,10,False,0,None,0.0,0.09666666666666668
2023-11-09,EMP_0245,HR,Technician,Evening,60,1,False,0,None,0.1,0.2466666666666667
2023-06-05,EMP_0093,HR,Operator,Night,80,3,True,0,Family,0.15,0.45333333333333337
2023-10-02,EMP_0124,HR,Helper,Evening,60,10,False,0,None,0.0,0.1366666666666667
2023-05-06,EMP_0130,HR,Technician,Evening,80,3,True,0,Family,0.0,0.21333333333333332
2023-07-23,EMP_0155,HR,Manager,Night,80,7,True,8,Sick,0.15,0.3833333333333333
2023-12-10,EMP_0015,Maintenance,Supervisor,Night,80,10,False,0,None,0.1,0.35333333333333333
2023-12-29,EMP_0094,Production,Operator,Evening,80,4,True,4,Sick,0.1,0.33333333333333337
2023-01-30,EMP_0199,Production,Technician,Morning,70,11,False,0,None,0.0,0.18
2023-12-23,EMP_0263,Production,Supervisor,Morning,80,8,False,0,None,0.1,0.2833333333333333
2023-10-12,EMP_0218,Sales,Operator,Night,70,5,False,0,None,0.0,0.27
2023-03-09,EMP_0145,Logistics,Technician,Evening,100,5,False,0,None,0.0,0.28
2023-11-05,EMP_0133,Maintenance,Supervisor,Morning,90,2,False,0,None,0.1,0.31666666666666665
2023-09-07,EMP_0286,Sales,Manager,Evening,60,11,False,0,None,0.0,0.09666666666666668
2023-05-19,EMP_0122,HR,Supervisor,Morning,80,7,False,0,None,0.0,0.18333333333333335
2023-05-05,EMP_0094,Production,Helper,Night,80,2,False,0,None,0.0,0.2733333333333333
2023-09-30,EMP_0005,Logistics,Manager,Morning,90,7,False,0,None,0.0,0.19666666666666666
2023-09-07,EMP_0190,Production,Helper,Night,80,4,False,0,None,0.0,0.2733333333333333
2023-05-25,EMP_0121,Maintenance,Technician,Night,90,10,False,0,None,0.0,0.31666666666666665
2023-04-27,EMP_0272,Sales,Supervisor,Evening,80,5,False,0,None,0.0,0.18333333333333335
2023-05-29,EMP_0191,Production,Helper,Morning,90,7,False,0,None,0.0,0.2366666666666667
2023-01-20,EMP_0005,QC,Operator,Night,80,9,True,8,Unknown,0.0,0.30333333333333334
2023-10-31,EMP_0271,Maintenance,Helper,Night,60,6,False,0,None,0.0,0.20666666666666667
2023-09-07,EMP_0164,QC,Supervisor,Evening,80,6,False,0,None,0.0,0.18333333333333335
2023-07-22,EMP_0206,Sales,Technician,Night,100,10,True,8,Emergency,0.15,0.5
2023-03-23,EMP_0271,Sales,Technician,Morning,80,6,False,0,None,0.0,0.21333333333333332
2023-12-31,EMP_0102,HR,Supervisor,Morning,80,0,False,0,None,0.1,0.2833333333333333
2023-12-03,EMP_0070,Logistics,Operator,Night,90,5,False,0,None,0.1,0.43666666666666665
2023-11-19,EMP_0171,Logistics,Manager,Morning,80,6,False,0,None,0.1,0.26333333333333336
2023-07-27,EMP_0152,HR,Helper,Morning,90,2,False,0,None,0.15,0.38666666666666666
2023-02-23,EMP_0247,HR,Supervisor,Evening,80,11,False,0,None,0.0,0.18333333333333335
2023-07-13,EMP_0212,Production,Supervisor,Night,70,2,False,0,None,0.15,0.37
2023-01-19,EMP_0258,Production,Helper,Night,70,6,False,0,None,0.0,0.24
2023-03-08,EMP_0196,QC,Operator,Night,90,4,False,0,None,0.0,0.33666666666666667
2023-05-21,EMP_0068,Logistics,Operator,Morning,90,0,False,0,None,0.0,0.26666666666666666
2023-06-13,EMP_0252,Maintenance,Manager,Evening,90,3,True,4,Sick,0.15,0.3466666666666667
2023-12-24,EMP_0079,Sales,Technician,Evening,70,1,False,0,None,0.1,0.28
2023-02-14,EMP_0291,HR,Manager,Night,100,7,False,0,None,0.0,0.30000000000000004
2023-05-25,EMP_0134,HR,Technician,Evening,80,11,False,0,None,0.0,0.21333333333333332
2023-11-18,EMP_0010,HR,Supervisor,Night,60,11,False,0,None,0.1,0.2866666666666667
2023-10-17,EMP_0204,Maintenance,Helper,Night,70,6,False,0,None,0.0,0.24
2023-01-27,EMP_0043,QC,Supervisor,Night,60,0,False,0,None,0.0,0.18666666666666668
2023-08-21,EMP_0116,QC,Manager,Night,70,8,True,0,Sick,0.15,0.35
2023-08-02,EMP_0199,Logistics,Technician,Evening,70,9,False,0,None,0.15,0.32999999999999996
2023-01-10,EMP_0202,Maintenance,Helper,Morning,90,1,False,0,None,0.0,0.2366666666666667
2023-01-14,EMP_0171,Sales,Technician,Night,80,3,True,0,Sick,0.0,0.2833333333333333
2023-07-24,EMP_0268,Sales,Manager,Night,100,1,False,0,None,0.15,0.44999999999999996
2023-12-04,EMP_0016,HR,Manager,Evening,90,0,False,0,None,0.1,0.2966666666666667
2023-03-20,EMP_0154,HR,Technician,Evening,70,1,False,0,None,0.0,0.18
2023-04-06,EMP_0109,Logistics,Operator,Morning,80,7,False,0,None,0.0,0.23333333333333334
2023-11-21,EMP_0163,QC,Helper,Night,100,10,True,4,Unknown,0.1,0.43999999999999995
2023-05-27,EMP_0115,Production,Supervisor,Night,80,1,False,0,None,0.0,0.25333333333333335
2023-11-03,EMP_0266,Logistics,Supervisor,Night,80,11,False,0,None,0.1,0.35333333333333333
2023-06-28,EMP_0024,Production,Supervisor,Evening,60,0,False,0,None,0.15,0.2666666666666667
2023-11-12,EMP_0079,QC,Technician,Morning,80,6,False,0,None,0.1,0.31333333333333335
2023-08-01,EMP_0024,QC,Helper,Morning,90,11,False,0,None,0.15,0.38666666666666666
2023-01-11,EMP_0001,QC,Helper,Night,100,4,False,0,None,0.0,0.33999999999999997
2023-12-06,EMP_0011,HR,Supervisor,Morning,90,4,False,0,None,0.1,0.31666666666666665
2023-10-31,EMP_0245,HR,Helper,Morning,80,1,False,0,None,0.0,0.20333333333333334
2023-09-13,EMP_0006,HR,Operator,Night,80,8,False,0,None,0.0,0.30333333333333334
2023-01-13,EMP_0120,QC,Helper,Morning,80,8,False,0,None,0.0,0.20333333333333334
2023-11-25,EMP_0203,Maintenance,Supervisor,Morning,90,3,False,0,None,0.1,0.31666666666666665
2023-04-19,EMP_0025,HR,Technician,Evening,90,3,True,8,Sick,0.0,0.24666666666666665
2023-10-01,EMP_0229,Logistics,Supervisor,Night,90,11,False,0,None,0.0,0.2866666666666667
2023-11-06,EMP_0176,Maintenance,Supervisor,Evening,70,2,False,0,None,0.1,0.25
2023-01-13,EMP_0107,QC,Helper,Night,60,4,True,0,Personal,0.0,0.20666666666666667
2023-03-15,EMP_0240,Production,Helper,Night,60,5,False,0,None,0.0,0.20666666666666667
2023-12-03,EMP_0181,Sales,Supervisor,Night,70,5,False,0,None,0.1,0.32
2023-01-17,EMP_0056,Production,Supervisor,Night,100,9,True,8,Emergency,0.0,0.32
2023-07-07,EMP_0064,Sales,Technician,Evening,80,0,False,0,None,0.15,0.3633333333333333
2023-04-14,EMP_0267,Production,Supervisor,Night,70,9,False,0,None,0.0,0.22
