Property_ID,City,Locality,Country,Region,Property_Type,BHK,Bathroom_Count,Area_sqft,Price,Price_per_sqft,Floor_Number,Total_Floors,Age_Years,Facing,Furnishing,Parking,Amenities,Maintenance_Fees,Registration_Cost,Tax_Percent,Currency,Latitude,Longitude,Zone,Agent_Name,Agent_ID,Listing_Date,Listing_Channel,Lead_Score,Days_On_Market,Status,Views_Count,Inquiries_Count,Site_Visits_Count,Conversion_Probability,Description,Highlights,Nearby_Landmarks
f07afab7-cb9f-42a5-bf76-f3b04f434331,Singapore,Henry Crest,Singapore,South East Asia,Villa,2,2,744,2266023,3045,27,6,0,South,Fully Furnished,No,"Gym, Pool, CCTV, Security, Play Area, Power Backup",1003,182047,18,SGD,-46.1465595,-9.281669,East,Lina Joseph,4695,2025-10-19,Website,80,284,Hold,3449,259,22,0.79,Lot peace sure best appear majority cultural college many wife.,Difficult beat offer professional.,Dwayne Isle
d5f8a246-be84-4a19-9f3c-4ac3d554da12,Sharjah,Brittany Path,UAE,Middle East,Row House,5,4,5488,1315964,239,26,26,2,South,Unfurnished,Yes,"Parking, Gym, Lift, Security",2925,289545,12,AED,39.99772,-76.181925,South,Santosh Gupta,4440,2024-10-15,WhatsApp,98,115,Available,4624,237,19,0.73,Fear contain family you every large nearly a even issue.,Seek movement tend simple firm assume.,Heather Mountains
c7032c2d-1382-49e6-9244-2cd569ddaebc,Hyderabad,Kristin Roads,India,South Asia,Row House,5,5,1724,43136036,25020,5,16,0,East,Unfurnished,No,"Play Area, CCTV, Lift, Power Backup, Security, Pool",6558,240321,5,INR,-80.842049,119.232051,East,Meera Singh,6853,2024-01-19,WhatsApp,18,292,Sold,2996,211,9,0.49,Which coach Mrs girl environmental himself will already sport next.,Meeting general name bad say believe.,Green Stravenue
ab489f7a-6474-4dce-9e80-e9b9ccff0bde,Bali,Wright Shores,Indonesia,South East Asia,Apartment,3,2,5969,6681854,1119,3,24,14,South,Unfurnished,No,"Lift, Clubhouse, CCTV, Play Area",6115,79945,18,IDR,-58.6002565,33.874165,Central,Rahul Mehta,1768,2025-03-01,WhatsApp,17,188,Sold,3485,335,32,0.66,Able expect onto throughout song response five find much world yes eat type Republican.,Condition sound agency decade.,Long Estates
bb3c0b49-bd08-4e57-b094-dfd0c465eb6c,Delhi,John Landing,India,South Asia,Studio,5,3,4383,14627756,3337,9,30,0,North,Unfurnished,No,"Play Area, CCTV, Security, Pool, Power Backup, Parking",7352,71127,12,INR,56.02571,117.793129,West,Arun Kumar,7542,2025-03-29,Broker,62,289,Sold,1667,347,87,0.72,Pick really again know music charge focus part full wife him.,Remember deal data door result car.,Sarah Rapids
437e6068-4ccb-4ee7-b7ea-8daafc46b071,Singapore,Wesley Parkways,Singapore,South East Asia,Independent House,5,1,5115,2593939,507,28,18,22,East,Unfurnished,No,"Play Area, Lift",6692,141149,12,SGD,-75.6597045,51.929603,East,Arun Kumar,8985,2023-12-16,Broker,40,12,Available,4558,407,81,0.77,Next yeah amount collection without resource outside past must reveal realize though example develop begin race.,Specific her benefit Mr.,Hoffman Junctions
3db02210-663b-412b-8ce3-3ef829bafb63,Penang,Dominique Creek,Malaysia,South East Asia,Villa,2,5,1567,307667,196,7,30,7,North,Fully Furnished,Yes,"Gym, Pool, CCTV, Clubhouse, Play Area, Power Backup",7205,244814,18,MYR,69.450553,172.293497,West,Lina Joseph,7607,2023-12-08,Broker,80,145,Hold,1224,34,50,0.38,Sometimes public city adult difficult toward question live weight guy everything lose recently so.,Quickly quickly case policy cultural kitchen as.,Reese View
baac807c-56c5-4bb1-9281-ebd79e1a27b0,Chennai,Barbara Manor,India,South Asia,Row House,5,5,3289,20437811,6213,4,24,29,South,Unfurnished,No,"Security, Lift, Play Area, Pool, Clubhouse",2168,153486,5,INR,40.4375065,28.029925,South,Meera Singh,7687,2024-02-19,Website,15,146,Available,1130,87,77,0.81,Conference force serve heavy able discussion add see available movement administration hear spend.,Accept trade might any up appear door.,Foster Mews
0b44af4d-5ef7-48de-8224-1f4cd448bf65,Phuket,Jessica Row,Thailand,South East Asia,Independent House,3,2,5219,22328096,4278,18,18,14,West,Semi Furnished,Yes,"Security, Lift",7124,121358,18,THB,-66.4501515,167.344392,East,Ahmed Farooq,8027,2024-05-27,Broker,40,233,Available,4007,178,58,0.46,Perhaps onto action describe analysis brother close.,Police century career part fund.,Katrina Mount
77ad7bd5-9184-4738-9efb-a775c1c93014,Singapore,Hall Creek,Singapore,South East Asia,Row House,2,1,3369,2159005,640,2,26,13,South,Unfurnished,No,"Pool, Clubhouse, Security, Parking, Power Backup, CCTV",6440,143585,12,SGD,64.2102915,168.572704,North,Pooja Sharma,4058,2025-10-23,Website,54,121,Sold,898,395,85,0.42,Anyone respond involve card whom give spring.,Various product election event picture weight analysis.,Burgess Rapids
ecfc912a-490a-4abd-b188-48f948116cd7,Pune,Perez Course,India,South Asia,Independent House,1,2,6372,58618666,9199,13,7,5,West,Unfurnished,No,"Play Area, Clubhouse, Security",4335,121835,18,INR,-56.6185145,119.272217,West,Meera Singh,1266,2025-02-17,Website,9,280,Hold,4894,67,3,0.85,Responsibility organization girl go deep though suddenly seven huge.,Church collection some he but pattern.,Leslie Lodge
f831a42e-3c17-42b6-8317-201f6140387d,Kolkata,Garcia Manor,India,South Asia,Villa,3,3,355,48801588,137469,22,30,4,South,Fully Furnished,No,"Power Backup, Lift, Play Area, CCTV, Security",7035,134945,18,INR,-52.542579,-13.786419,East,Rahul Mehta,9876,2024-09-19,Referral,1,10,Available,2401,432,34,0.3,Action large policy serious top image capital government yes hand half audience western race.,Kid quickly play bed.,Lamb Island
86cc9733-58cb-41e6-8dd0-e2b36c59e618,Bali,Armstrong Landing,Indonesia,South East Asia,Villa,3,1,2905,24545121,8449,22,16,15,South,Semi Furnished,No,"Pool, Play Area, Gym, Power Backup",4851,41052,12,IDR,-55.3856375,-83.769787,West,Ahmed Farooq,5188,2024-06-22,Referral,51,8,Sold,3545,182,45,0.62,Early for kind enter report why rule half best speech.,On floor least of save serve usually.,Graham Summit
b7efef05-d8fd-4048-8ce3-5c00efcd7fae,Abu Dhabi,Carpenter Meadow,UAE,Middle East,Row House,4,1,5384,1066507,198,18,16,15,North,Fully Furnished,No,"Power Backup, Parking, Security, Play Area",3669,91570,18,AED,-1.3900665,28.490198,East,Ahmed Farooq,3016,2024-12-23,Referral,16,67,Hold,4219,444,6,0.82,Thing require manager physical nice how western hear light sign.,Year really suggest soon become.,Sanchez Avenue
904c2647-19aa-4e5a-a473-9bb0ce430e71,Singapore,Frank Rapids,Singapore,South East Asia,Row House,3,2,2710,2661959,982,16,10,3,South,Semi Furnished,No,"Pool, CCTV, Lift, Security, Play Area",1640,221633,12,SGD,6.6047415,52.1895,South,Arun Kumar,9009,2024-05-09,Referral,58,112,Available,2051,182,54,0.43,Sure century relationship recognize defense radio decision your if else.,Than TV focus several.,Donovan Mount
97ff4ccc-dc05-4a81-9e08-208360459a6a,Mumbai,Jonathan Mill,India,South Asia,Villa,2,3,5196,28283857,5443,26,6,14,North,Fully Furnished,No,"Power Backup, Parking, Play Area",6586,48921,12,INR,37.0767425,-52.892006,Central,Rahul Mehta,3612,2024-04-26,Referral,91,174,Sold,357,308,86,0.34,Test prepare another draw consumer offer edge yard assume pattern direction sometimes might fall defense.,Manager audience opportunity change part.,Rivera Islands
d7bde1f5-5408-406f-9587-d203dcad3105,Johor Bahru,Vaughn Crossroad,Malaysia,South East Asia,Studio,3,1,4687,610164,130,28,26,19,South,Unfurnished,Yes,"Clubhouse, Lift, CCTV, Gym, Parking, Power Backup",6649,228382,12,MYR,14.4224735,-149.087538,East,Ahmed Farooq,8250,2024-07-08,Broker,13,124,Available,4384,65,77,0.28,Ready performance cut where buy about strategy small world degree choice similar it personal single.,Manage level despite voice.,Tanner Parkways
f4770dfe-08a5-451c-b5c8-7d66b328f054,Bali,Morales Hills,Indonesia,South East Asia,Row House,3,4,5689,17422842,3062,18,12,30,East,Unfurnished,Yes,"Lift, Security, Pool, Parking, Play Area, Gym",813,233061,5,IDR,38.350391,-164.818823,Central,Lina Joseph,8257,2023-11-17,Referral,50,216,Hold,171,233,8,0.4,Gun draw something friend finish perhaps someone career explain road also list remain road car.,Establish push than list serve media into.,Taylor Port
ed0ad4fa-d783-46b5-809e-9ed2ed0e9484,Penang,Greer Bridge,Malaysia,South East Asia,Apartment,1,4,4758,973069,204,21,13,29,South,Fully Furnished,No,"Security, Play Area, Clubhouse, Parking, CCTV",5211,69127,5,MYR,-79.259945,-48.407429,North,Rachel Tan,7632,2024-04-02,WhatsApp,7,88,Sold,2771,163,47,0.11,Production ground suggest special idea western energy in audience off environment organization population decade mission.,Wonder recognize number machine off.,Wilkinson Rapid
99472966-41f7-4e31-93cf-9f20ca22cc24,Kuala Lumpur,Johnson Streets,Malaysia,South East Asia,Row House,3,5,4462,719159,161,10,11,0,South,Unfurnished,No,"Pool, Power Backup, Gym, Play Area, CCTV, Lift",3362,235209,12,MYR,76.489266,-10.888851,East,Pooja Sharma,6137,2023-11-25,WhatsApp,97,92,Hold,2034,443,11,0.27,Others song debate statement simple job describe capital develop opportunity throw.,Candidate church nature region.,Donna Cove
8ff8749d-49cf-4e85-9dac-cac2545d03f7,Penang,Perez Brook,Malaysia,South East Asia,Villa,3,5,1189,832004,699,12,7,13,South,Unfurnished,No,"Security, CCTV, Lift",4976,87755,12,MYR,-88.903772,-140.682684,South,Meera Singh,3989,2025-03-29,Website,6,173,Hold,3666,156,75,0.58,Scientist write then case cover option most trip voice feel step upon claim.,Resource second receive ask message may.,Regina Crossroad
a4990739-869e-4bf4-b343-aa18347cd0f4,Kochi,Brown Shoals,India,South Asia,Villa,4,3,4544,23352520,5139,12,20,14,West,Semi Furnished,No,"Parking, Pool",7741,247263,5,INR,56.7417295,-24.241345,Central,Meera Singh,2104,2024-08-24,Referral,80,175,Available,4014,435,27,0.24,His baby rule recently eight politics husband.,Section offer movie thank even agency quickly.,Parks Road
cbf9c222-c669-4eaf-913f-187144f36f67,Delhi,Lee Springs,India,South Asia,Apartment,1,4,3722,47945625,12881,18,8,8,South,Fully Furnished,Yes,"Play Area, Clubhouse, Parking",6645,71637,18,INR,55.3783715,-50.376882,West,Pooja Sharma,1060,2025-08-01,WhatsApp,84,270,Hold,1195,299,85,0.66,Child house budget style arrive they individual his car between follow too run.,Image everyone material unit water follow seem.,Beasley Knoll
2c11e260-f74f-42b9-bdbf-27b019917aee,Phuket,Harrison Harbor,Thailand,South East Asia,Apartment,4,3,5333,19301159,3619,21,17,1,West,Semi Furnished,No,"Gym, Security, Power Backup",6754,50503,5,THB,-88.4643155,-176.323192,West,Rachel Tan,1856,2024-08-23,Referral,60,281,Available,2903,232,16,0.03,Front skin increase most car raise group increase good foot child through technology employee.,Open line fast century summer cut more.,Smith Trail
d211ad6b-517a-40e7-9624-b1813bbedece,Kolkata,Camacho Stream,India,South Asia,Villa,2,1,633,9137910,14435,5,9,1,North,Semi Furnished,No,"Power Backup, Play Area, Pool, Lift, Gym",1872,49012,18,INR,-72.9481825,63.006726,Central,Lina Joseph,1325,2025-10-15,Broker,42,286,Hold,276,377,21,0.56,Create think fear view child defense poor article and really rule music save.,Air participant their section defense.,Brandy Meadows
9b7eb2c8-d2dc-4373-90f3-5eeba3520153,Kuala Lumpur,Carlson Ways,Malaysia,South East Asia,Independent House,2,5,362,726262,2006,28,15,19,East,Semi Furnished,No,"Play Area, Security, Clubhouse",2979,72893,5,MYR,64.580274,81.444682,East,Pooja Sharma,3210,2025-07-21,WhatsApp,65,266,Available,2690,474,14,0.1,Wrong new body guy participant money federal trial less government show seem.,Federal meeting worker of marriage police development.,Rhodes Junction
c2e27bb9-a0c0-4fe1-9411-2c1295a05959,Singapore,Donald Meadows,Singapore,South East Asia,Apartment,4,2,919,1205496,1311,24,13,3,South,Fully Furnished,No,"Gym, Play Area, Parking",5017,153183,12,SGD,-89.7074695,-89.4912,West,Rachel Tan,5111,2024-05-30,Website,23,118,Sold,4550,90,8,0.04,Soon wide government most window cause minute.,Success adult course fine American benefit season professor.,Mitchell Mews
5d844714-9c12-46f0-9cd1-a96075d4a3be,Singapore,Diana Cliff,Singapore,South East Asia,Independent House,2,1,1590,733029,461,18,7,15,East,Unfurnished,No,"Parking, Security, Clubhouse, CCTV, Play Area, Power Backup",4592,141672,5,SGD,47.83766,48.363797,East,Gopal Verma,5379,2025-11-10,Referral,57,57,Available,41,226,98,0.14,Return cut may senior can paper skill mind how method visit black inside each short.,Wife investment say guess.,Moran Throughway
6b8476fb-7591-4faf-aa6e-5a4c47aadc66,Singapore,Carter Path,Singapore,South East Asia,Studio,3,3,599,3142701,5246,4,16,8,North,Fully Furnished,Yes,"Lift, Parking, Security, CCTV, Gym",7759,224765,18,SGD,-33.68574,-127.033939,East,Arun Kumar,8265,2024-04-03,Broker,66,65,Available,2523,344,52,0.09,Himself consider opportunity price politics race he.,Type sometimes bed must change single though.,Underwood Port
8c7b7e6f-9f73-4794-aa10-d71e4ffa0ddf,Lucknow,Sarah Drives,India,South Asia,Apartment,4,1,2696,14677738,5444,10,26,16,West,Semi Furnished,Yes,"Pool, Lift, Play Area",7643,254922,5,INR,-26.765582,-108.318308,West,Rahul Mehta,8539,2025-04-27,Broker,9,173,Hold,87,174,98,0.25,President budget person watch agree charge commercial likely still argue.,First evening son my point argue.,Patrick Mission
426df154-b409-4d74-92ad-8e9194b77fa7,Bali,Courtney Mills,Indonesia,South East Asia,Villa,4,2,5574,21016498,3770,19,25,3,East,Fully Furnished,No,"Power Backup, Lift, Pool, Gym, Clubhouse",6531,293808,18,IDR,22.9359685,86.502494,North,Lina Joseph,6143,2024-07-01,Referral,96,88,Hold,851,463,90,0.43,Modern writer these name person always laugh decision method good ask management around ok hard would.,Hospital if near measure nearly kitchen day age.,Susan Spur
26a3da0d-144b-45a4-a60a-3c587a9ede9d,Mumbai,Brittney Springs,India,South Asia,Independent House,4,2,4406,54164718,12293,13,29,21,South,Semi Furnished,No,"CCTV, Lift",3629,181151,12,INR,-60.8011505,-83.144886,Central,Rachel Tan,2876,2025-09-28,Referral,69,180,Available,2521,85,14,0.74,Agreement sure scene natural southern between up positive music poor suggest six better short spring ago.,According I resource sure other their another.,Jeffrey Tunnel
24dbc6d1-8e09-4b50-96e8-244525906585,Abu Dhabi,Tran Fort,UAE,Middle East,Villa,3,2,4886,5021825,1027,2,26,17,East,Fully Furnished,Yes,"Power Backup, CCTV, Clubhouse, Parking, Gym",2219,95404,12,AED,-29.896308,-32.413673,South,Rahul Mehta,9378,2025-03-13,WhatsApp,6,65,Hold,4299,473,94,0.8,Product parent law animal research analysis make least pass television situation ten you.,Full real actually main door.,Katie Ville
e13e02b5-e617-4f06-a87f-ce58ce2e2e2a,Singapore,Craig Isle,Singapore,South East Asia,Independent House,2,3,1021,3400932,3330,2,29,16,West,Unfurnished,Yes,"Gym, Play Area, Pool, CCTV, Power Backup, Clubhouse",2713,206325,18,SGD,1.3388165,159.369857,West,Rahul Mehta,1699,2025-03-27,WhatsApp,6,127,Available,96,412,99,0.73,Key toward group popular modern pay push school might represent exactly and.,Word Mr bit baby ask thousand.,Denise Squares
efab64b5-2702-49a1-80a6-a43b1a3710ae,Chiang Mai,Tiffany Underpass,Thailand,South East Asia,Studio,4,2,1939,16990772,8762,26,11,12,South,Fully Furnished,No,"Clubhouse, CCTV, Parking, Power Backup",1286,104873,18,THB,-3.3747835,-153.575445,East,Kiran Nair,4251,2024-09-02,Broker,49,259,Sold,1828,348,45,0.62,Box physical hour various move avoid also police there late land apply think.,Police few sing environment international.,Baker Mountains
065557aa-4b1f-4d17-8f69-9c989312c20c,Chiang Mai,Lori Manors,Thailand,South East Asia,Row House,4,3,2632,18831296,7154,5,9,3,East,Unfurnished,Yes,"Pool, Parking, Security",5611,51499,18,THB,24.695211,-19.924885,East,Lina Joseph,1354,2024-01-02,Broker,49,40,Available,2229,229,62,0.84,Visit party look serve media decade budget old marriage laugh.,Over reflect challenge keep.,William Points
b5ee7e5b-3558-4711-be37-d0e3c626625c,Nagpur,Derrick Village,India,South Asia,Independent House,2,5,4687,59897640,12779,11,28,18,West,Fully Furnished,No,"CCTV, Pool, Play Area, Security, Power Backup, Lift",4627,37150,12,INR,-66.182195,-2.066629,North,Pooja Sharma,7034,2025-09-18,Website,22,165,Available,3947,26,90,0.7,Politics you dinner company bed take say attention get school Mr.,Item home water travel feel some suggest remember.,Thompson Crossing
92826084-a1d7-4be8-be35-ef18586a9f10,Penang,Gardner Run,Malaysia,South East Asia,Row House,3,1,2829,662650,234,27,6,27,East,Unfurnished,Yes,"Security, Clubhouse, Gym, Lift, Power Backup, CCTV",5148,119510,5,MYR,-67.8994195,156.677953,West,Vikram Rao,8979,2024-05-28,WhatsApp,29,190,Available,592,406,35,0.05,Boy as able actually claim close message behind north author street expert your direction shake study.,Hit threat relate effort none really specific.,Johnson Crossroad
dc0382e2-b80e-4079-8f74-12ff976bf9d7,Singapore,Amanda Heights,Singapore,South East Asia,Studio,5,5,367,3026345,8246,9,10,28,East,Fully Furnished,Yes,"Gym, Power Backup, Play Area, CCTV",6844,33243,5,SGD,88.3586955,161.94485,West,Ahmed Farooq,4954,2025-10-24,Broker,45,8,Available,3648,277,30,0.78,Speech interesting table girl usually ahead rise.,His standard bring three indeed laugh but second.,Gutierrez Club
503e19e9-ff54-4b60-a3b9-89fa0062050e,Abu Dhabi,Herman Harbors,UAE,Middle East,Row House,5,1,2568,4619209,1798,19,22,3,North,Unfurnished,No,"Play Area, Power Backup, Security",2897,294047,18,AED,-43.3201275,-162.781678,West,Santosh Gupta,3202,2025-06-17,WhatsApp,59,188,Sold,700,186,48,0.71,Card recognize detail party name authority write rise will.,Determine inside group science behind ten pass.,Hernandez Hollow
1ecbd35e-6752-4efb-9072-d99446ad0f26,Bangkok,Carter Ridges,Thailand,South East Asia,Apartment,2,4,3647,8109494,2223,27,20,24,South,Semi Furnished,Yes,"Play Area, Parking, Clubhouse, CCTV, Power Backup, Security",6891,105994,18,THB,-45.9216665,-66.565215,West,Lina Joseph,5019,2025-06-04,Referral,61,9,Sold,4748,489,72,0.19,Artist fight house guess think cell speak spend body himself majority campaign.,At once seek same poor.,Kelly Trace
7c685f75-2ec5-4e8a-a3ad-0476286f756a,Nagpur,Bennett Greens,India,South Asia,Independent House,5,3,5504,42917927,7797,19,27,19,West,Unfurnished,Yes,"Security, Play Area",6307,282744,12,INR,-65.120985,-19.67394,North,Rahul Mehta,1736,2023-12-04,WhatsApp,51,134,Sold,742,151,78,0.21,Follow win sea free as reveal decade view why single understand eight near loss Congress.,Director a light drop do education guess.,Simon Square
7b7192b0-afc7-4dad-9fb0-ca70156cd780,Kuala Lumpur,Carpenter Flat,Malaysia,South East Asia,Apartment,3,2,391,636823,1628,4,29,18,East,Fully Furnished,No,"CCTV, Security, Play Area, Gym, Parking",4119,32057,5,MYR,-50.0522665,11.984025,North,Rahul Mehta,2520,2024-02-06,Website,58,213,Sold,561,494,35,0.37,Leader military operation first as themselves account add focus during many itself believe create recognize source.,Appear beyond recent lose during find old.,Davis Circles
7b3bca78-6ee1-414b-ba95-416f400b2ed1,Penang,Jackson Cove,Malaysia,South East Asia,Apartment,2,3,1425,1152324,808,26,20,28,North,Semi Furnished,Yes,"Lift, Gym, Power Backup, Security",5577,94399,18,MYR,-86.0319495,80.85765,East,Santosh Gupta,9986,2024-01-10,Referral,5,272,Hold,622,183,73,0.62,Best past if modern institution can set stuff image nature study central into official.,Each speak authority walk conference.,Alexander Bypass
0de201b2-31fb-48bc-af47-980c0d83e591,Phuket,Susan Meadows,Thailand,South East Asia,Villa,5,2,701,15376614,21935,12,27,23,West,Fully Furnished,No,"Gym, Clubhouse, Pool, Parking",4262,192325,12,THB,-0.00953,167.372618,North,Rahul Mehta,6490,2025-09-10,Referral,57,218,Hold,731,383,70,0.13,Push trip catch explain believe eye check.,Important already fire eight school not.,Cody Wall
3ff616da-e490-4e09-aca6-743866dc0f3d,Delhi,Melinda Path,India,South Asia,Row House,5,1,5256,56551441,10759,7,23,10,West,Semi Furnished,Yes,"Play Area, Gym, Pool, CCTV",2604,209890,5,INR,-52.2446815,-110.891295,North,Meera Singh,3223,2025-07-30,Website,0,223,Sold,4606,498,57,0.33,Also yard discussion with candidate professor another help pretty believe professional.,Serious sure box debate move decide office court.,Michael Path
1de2ea80-f90d-4083-b492-444660fb298e,Pune,Eric Street,India,South Asia,Apartment,5,4,6217,4907735,789,7,28,5,East,Unfurnished,No,"CCTV, Clubhouse, Gym, Parking, Power Backup, Pool",6857,45141,12,INR,70.445178,-43.54729,Central,Meera Singh,6497,2025-07-15,Referral,52,172,Sold,1595,258,93,0.54,Quickly four describe control hundred significant fear kind soldier community on involve cover.,Seat role on ground.,Christensen Roads
e7a83acb-a006-458f-b93a-cc48ab867e53,Kuala Lumpur,Joshua Ports,Malaysia,South East Asia,Row House,2,1,3419,707334,206,4,12,28,North,Unfurnished,Yes,"CCTV, Pool",5448,291189,18,MYR,57.678817,161.974014,South,Gopal Verma,6906,2024-03-23,Broker,37,224,Available,3181,379,93,0.08,Store green strong begin read young word identify sport none at maintain today whether.,Skin their memory people indicate feel.,Kennedy Land
d957cd96-6781-4049-bfcc-7644381be2a1,Chiang Mai,Moore Wells,Thailand,South East Asia,Apartment,5,3,2584,14352451,5554,1,30,10,South,Fully Furnished,Yes,"Security, Clubhouse, Play Area, Power Backup",6286,164225,12,THB,28.522694,-34.618086,North,Meera Singh,7452,2024-09-27,Broker,38,16,Hold,1970,445,73,0.8,Project full night recognize record imagine seven thing office thousand security child.,Theory religious wrong management or.,Garcia Mountains
7529a2f6-a415-4988-a81a-7dd114f098c0,Singapore,Tapia Summit,Singapore,South East Asia,Villa,2,4,2329,1612478,692,5,7,5,North,Fully Furnished,No,"Pool, Parking, Clubhouse",5774,30482,18,SGD,77.851727,113.696456,Central,Lina Joseph,4679,2024-07-08,Referral,59,90,Hold,3317,133,95,0.23,Vote expert nature matter investment protect ago size hotel Mrs.,Not opportunity door part threat.,Robert Knoll
f2435fb4-ac7e-4d94-b97f-9ba7dc461101,Jakarta,Craig Tunnel,Indonesia,South East Asia,Row House,5,5,5044,13294125,2635,26,6,21,West,Semi Furnished,Yes,"Parking, Clubhouse, Play Area",5885,129619,18,IDR,48.3164825,172.068502,South,Vikram Rao,4223,2025-04-05,Website,86,129,Sold,570,206,0,0.86,Ahead age southern listen here likely coach store.,Wall event party.,Haley Station
23d2f968-e56f-4112-8e51-8e4304e3abdc,Bali,Dennis Ports,Indonesia,South East Asia,Row House,3,3,999,28618536,28647,25,6,7,South,Unfurnished,No,"CCTV, Power Backup, Gym, Lift, Clubhouse, Play Area",5973,139656,18,IDR,-34.1637,-116.743381,North,Rachel Tan,3159,2025-10-30,Referral,44,210,Available,1993,29,83,0.21,Huge cultural should situation kind contain politics stuff security yard plan.,Successful fast seek day staff our.,Taylor Prairie
a16f9a2a-96b0-4859-8e78-78c3dc4e9d81,Bali,Smith Locks,Indonesia,South East Asia,Villa,3,2,1984,1040443,524,8,7,30,North,Unfurnished,No,"Parking, Clubhouse, Security",5522,41759,12,IDR,63.72156,-39.197832,North,Pooja Sharma,9284,2025-07-25,Website,81,181,Hold,2336,138,99,0.72,Year body politics reflect himself factor least per.,Writer agent radio nearly despite determine book.,Stephanie Coves
c5fabf97-c907-460e-9993-54c62b788de2,Penang,Daniel Trail,Malaysia,South East Asia,Apartment,4,3,972,478645,492,8,24,5,West,Unfurnished,Yes,"Pool, Play Area, CCTV, Lift, Clubhouse",6409,205537,18,MYR,-23.723685,124.774356,North,Santosh Gupta,5458,2025-05-02,Website,96,36,Hold,1267,168,61,0.68,Seven ball difficult evening evening live program.,Prevent day rate move beyond animal nor.,Davis Circle
6f25222d-dd6f-4420-9237-7609f47bc25b,Abu Dhabi,Burke Camp,UAE,Middle East,Row House,5,3,6009,1958405,325,29,5,9,South,Fully Furnished,Yes,"Clubhouse, Parking, Play Area, Gym, CCTV, Power Backup",5426,292239,18,AED,-70.159015,-45.221025,West,Pooja Sharma,9919,2024-01-20,Referral,69,284,Available,163,235,53,0.11,Action executive pressure opportunity price sign answer find together claim treatment character no.,Table understand identify name almost who.,John Divide
c50b9ab2-d87b-489e-b46c-02891f3afde8,Noida,Jonathan Summit,India,South Asia,Independent House,4,5,3642,52841213,14508,26,16,27,East,Semi Furnished,Yes,"Security, Clubhouse, Play Area",6904,193300,5,INR,-1.650746,-17.669878,South,Lina Joseph,5278,2025-08-25,WhatsApp,15,93,Available,4327,131,19,0.12,Decide culture international receive not provide magazine voice.,Between TV him bag skin between reduce beat.,Wilson Wells
1906de77-b496-40e4-885e-6e15229e898b,Surabaya,Howe Viaduct,Indonesia,South East Asia,Villa,4,3,2594,21792227,8401,4,27,27,West,Unfurnished,Yes,"Pool, CCTV, Gym, Security",4941,122011,12,IDR,-85.6449475,-107.32982,North,Meera Singh,5971,2025-09-07,Broker,66,203,Hold,4017,279,34,0.55,Claim usually new pretty eye budget subject.,Surface federal carry machine recent significant parent.,Alvarez Pass
4b688c40-616c-4b19-bda8-f7d75e562c48,Jakarta,Lopez Cliffs,Indonesia,South East Asia,Studio,2,4,639,12376864,19369,18,5,12,West,Fully Furnished,No,"Pool, Play Area",6748,115719,12,IDR,-25.886308,117.484324,East,Gopal Verma,2305,2023-12-12,Referral,92,291,Hold,3482,136,44,0.84,Feeling wife price her site your college political budget exist answer report bar friend.,Anything others item product home image.,Olsen Junction
2ced976e-52bb-4866-bf93-3b6d2acef9bd,Kuala Lumpur,Singh Club,Malaysia,South East Asia,Studio,1,4,1471,601944,409,12,7,28,West,Unfurnished,Yes,"Gym, Parking, Play Area",7531,34529,12,MYR,-89.458673,-105.41216,South,Lina Joseph,6952,2024-06-08,Referral,7,208,Hold,4998,106,72,0.27,Various level myself relate every moment travel international.,Executive now wear determine around hard opportunity pick.,Reynolds Keys
66e24a94-eac1-46f3-a9d5-1bcff0678d81,Pune,Michael Tunnel,India,South Asia,Studio,3,4,1497,49721937,33214,16,14,10,West,Fully Furnished,Yes,"Security, Gym, Power Backup, Clubhouse",4177,31540,18,INR,45.5238745,-20.955377,South,Kiran Nair,3386,2025-07-29,WhatsApp,95,151,Available,4388,338,74,0.39,Large right lay hope card president if ago him.,Live professional bar.,Rodriguez Forges
60c96560-d183-4f31-bca0-cd72014dd114,Singapore,Callahan Green,Singapore,South East Asia,Apartment,5,2,4710,1688762,358,21,5,11,North,Fully Furnished,Yes,"CCTV, Pool",7928,84151,5,SGD,-79.1215845,94.851767,Central,Rachel Tan,8292,2025-06-05,Website,75,101,Available,457,415,42,0.92,Theory about point spend important outside public write.,Magazine movie account imagine.,Walter Creek
caf13eb1-dec4-4905-99e6-8fe21f28b08d,Trichy,Donald Divide,India,South Asia,Villa,1,4,531,17652941,33244,11,11,27,North,Semi Furnished,Yes,"CCTV, Security, Power Backup, Clubhouse, Parking",1504,22006,18,INR,58.2338695,-100.498425,Central,Kiran Nair,3965,2024-03-21,WhatsApp,35,116,Available,2918,208,28,0.33,Exist movie likely term moment group paper other allow.,Begin risk never laugh sort.,Nathan Tunnel
ef9e83f4-1d8e-4dbc-b45c-25af1a0e3e79,Chiang Mai,Michael Burgs,Thailand,South East Asia,Independent House,4,4,1600,17754492,11096,25,29,6,West,Fully Furnished,Yes,"Gym, Play Area, Power Backup, Pool",4740,212100,18,THB,-5.598911,-75.718238,South,Rachel Tan,6221,2025-10-22,Broker,54,144,Sold,463,222,57,0.56,Until clearly poor option type account upon eye policy very grow majority wonder.,Service model ahead unit admit authority time bill.,Kent Station
