Timestamp,Machine_ID,Machine_Type,Fuel_Type,Shift,Operator_ID,Energy_Consumption_kWh,Energy_Predicted_kWh,Baseload_Drift_kWh,Cooling_Load_kWh,Fuel_Consumption,Compressed_Air_CFM,Voltage_Instability,Power_Factor,Ambient_Temp_C,Output_Units,Energy_Intensity_kWh_per_Unit,Peak_Load_Flag,Idle_Flag,Wastage_Severity,CO2_Emissions_kg
2024-01-06 23:00:00,MCH-1003,CNC,LPG,C,OP-102,23.622,23.685,6.977,0.0,2.362,17.54,10.03,0.81,18.85,18,1.3123,0,0,-0.0,6.14
2024-01-07 00:00:00,MCH-1003,CNC,LPG,C,OP-100,18.492,18.571,8.645,0.0,1.849,33.24,7.5,0.861,19.25,14,1.3209,0,0,-0.0,4.81
2024-01-07 01:00:00,MCH-1003,CNC,LPG,C,OP-101,28.966,29.272,9.819,0.0,2.897,26.95,2.94,0.981,19.25,23,1.2594,0,0,-0.01,7.53
2024-01-07 02:00:00,MCH-1003,CNC,LPG,C,OP-102,17.257,17.694,6.657,0.31,1.726,8.46,2.21,0.836,24.06,12,1.4381,0,0,-0.02,4.49
2024-01-07 03:00:00,MCH-1003,CNC,LPG,C,OP-103,22.926,20.707,5.091,0.398,2.293,27.6,29.1,0.883,24.65,14,1.6376,0,0,0.11,5.96
2024-01-07 04:00:00,MCH-1003,CNC,LPG,C,OP-104,15.61,14.087,11.274,0.766,1.561,16.08,9.88,0.902,27.11,12,1.3009,0,0,0.11,4.06
2024-01-07 05:00:00,MCH-1003,CNC,LPG,C,OP-105,22.873,21.128,7.108,1.48,2.287,14.96,6.75,0.905,31.86,15,1.5249,0,0,0.08,5.95
2024-01-07 06:00:00,MCH-1003,CNC,LPG,A,OP-106,20.013,18.197,7.345,1.031,2.001,13.77,1.98,0.715,28.87,20,1.0006,0,0,0.1,5.2
2024-01-07 07:00:00,MCH-1003,CNC,LPG,A,OP-100,40.321,42.284,3.199,0.63,4.032,35.19,20.32,0.828,26.2,34,1.1859,0,0,-0.05,10.48
2024-01-07 08:00:00,MCH-1003,CNC,LPG,A,OP-101,45.011,42.802,0.0,0.732,4.501,31.07,7.04,0.83,26.88,40,1.1253,0,0,0.05,11.7
2024-01-07 09:00:00,MCH-1003,CNC,LPG,A,OP-102,42.61,40.231,4.329,0.385,4.261,20.46,2.64,0.881,24.57,43,0.9909,0,0,0.06,11.08
2024-01-07 10:00:00,MCH-1003,CNC,LPG,A,OP-103,39.59,40.584,0.775,0.318,3.959,15.92,3.76,0.914,24.12,30,1.3197,0,0,-0.02,10.29
2024-01-07 11:00:00,MCH-1003,CNC,LPG,A,OP-104,45.27,43.105,0.486,0.0,4.527,24.34,9.64,0.796,19.79,32,1.4147,0,0,0.05,11.77
2024-01-07 12:00:00,MCH-1003,CNC,LPG,A,OP-105,55.433,51.259,4.425,0.0,5.543,63.25,17.35,0.956,16.41,37,1.4982,0,0,0.08,14.41
2024-01-07 13:00:00,MCH-1003,CNC,LPG,A,OP-106,41.616,42.523,6.329,0.0,4.162,84.61,1.43,0.833,17.31,43,0.9678,0,0,-0.02,10.82
2024-01-07 14:00:00,MCH-1003,CNC,LPG,B,OP-100,43.086,41.214,8.515,0.0,4.309,39.51,2.21,0.968,13.94,33,1.3056,0,0,0.05,11.2
2024-01-07 15:00:00,MCH-1003,CNC,LPG,B,OP-101,44.835,40.934,5.248,0.0,4.484,82.03,24.31,0.931,8.16,31,1.4463,0,0,0.1,11.66
2024-01-07 16:00:00,MCH-1003,CNC,LPG,B,OP-102,41.074,39.785,1.685,0.0,4.107,62.57,14.78,0.932,9.38,36,1.1409,0,0,0.03,10.68
2024-01-07 17:00:00,MCH-1003,CNC,LPG,B,OP-103,43.218,40.072,9.254,0.0,4.322,20.1,7.03,0.84,11.57,35,1.2348,0,0,0.08,11.24
2024-01-07 18:00:00,MCH-1003,CNC,LPG,B,OP-104,57.446,55.081,2.391,0.0,5.745,39.82,1.39,0.841,9.64,42,1.3678,0,0,0.04,14.94
2024-01-07 19:00:00,MCH-1003,CNC,LPG,B,OP-105,45.667,42.489,2.559,0.0,4.567,21.43,30.34,0.893,8.92,33,1.3839,0,0,0.07,11.87
2024-01-07 20:00:00,MCH-1003,CNC,LPG,B,OP-106,20.826,19.49,9.992,0.0,2.083,19.13,1.96,0.854,10.4,13,1.602,0,0,0.07,5.41
2024-01-07 21:00:00,MCH-1003,CNC,LPG,B,OP-100,15.948,14.829,11.818,0.0,1.595,25.07,13.89,0.913,11.32,13,1.2268,0,0,0.08,4.15
2024-01-07 22:00:00,MCH-1003,CNC,LPG,C,OP-101,18.689,18.397,3.323,0.0,1.869,15.4,11.65,0.881,15.3,12,1.5574,0,0,0.02,4.86
2024-01-07 23:00:00,MCH-1003,CNC,LPG,C,OP-102,23.812,24.212,0.0,0.0,2.381,16.45,2.17,0.898,14.84,18,1.3229,0,0,-0.02,6.19
2024-01-08 00:00:00,MCH-1003,CNC,LPG,C,OP-100,25.737,25.317,7.154,0.0,2.574,14.06,3.03,0.785,15.42,24,1.0724,0,0,0.02,6.69
2024-01-08 01:00:00,MCH-1003,CNC,LPG,C,OP-101,29.558,29.335,3.325,0.0,2.956,40.56,5.38,0.882,21.82,22,1.3436,0,0,0.01,7.69
2024-01-08 02:00:00,MCH-1003,CNC,LPG,C,OP-102,25.08,23.6,3.168,0.373,2.508,27.97,21.23,0.904,24.48,18,1.3933,0,0,0.06,6.52
2024-01-08 03:00:00,MCH-1003,CNC,LPG,C,OP-103,24.404,24.323,4.587,0.426,2.44,16.02,16.55,1.0,24.84,16,1.5253,0,0,0.0,6.35
2024-01-08 04:00:00,MCH-1003,CNC,LPG,C,OP-104,29.646,27.027,4.374,0.39,2.965,47.07,18.34,0.815,24.6,22,1.3475,0,0,0.1,7.71
2024-01-08 05:00:00,MCH-1003,CNC,LPG,C,OP-105,24.611,24.268,7.412,1.175,2.461,13.23,4.01,0.845,29.84,22,1.1187,0,0,0.01,6.4
2024-01-08 06:00:00,MCH-1003,CNC,LPG,A,OP-106,19.402,17.927,4.375,0.714,1.94,34.14,12.74,0.876,26.76,15,1.2935,0,0,0.08,5.04
2024-01-08 07:00:00,MCH-1003,CNC,LPG,A,OP-100,48.452,50.141,6.247,1.277,4.845,50.06,4.91,0.946,30.52,42,1.1536,0,0,-0.03,12.6
2024-01-08 08:00:00,MCH-1003,CNC,LPG,A,OP-101,50.877,51.511,1.859,0.102,5.088,24.45,16.99,0.885,22.68,39,1.3045,0,0,-0.01,13.23
2024-01-08 09:00:00,MCH-1003,CNC,LPG,A,OP-102,49.16,50.439,6.417,0.25,4.916,86.14,5.99,0.933,23.67,38,1.2937,0,0,-0.03,12.78
2024-01-08 10:00:00,MCH-1003,CNC,LPG,A,OP-103,55.607,57.704,6.342,0.198,5.561,62.16,11.31,0.958,23.32,44,1.2638,0,0,-0.04,14.46
2024-01-08 11:00:00,MCH-1003,CNC,LPG,A,OP-104,46.108,44.301,5.617,0.0,4.611,58.95,5.64,0.902,20.7,28,1.6467,0,0,0.04,11.99
2024-01-08 12:00:00,MCH-1003,CNC,LPG,A,OP-105,44.92,43.909,6.252,0.0,4.492,37.79,11.16,0.88,19.39,38,1.1821,0,0,0.02,11.68
2024-01-08 13:00:00,MCH-1003,CNC,LPG,A,OP-106,44.095,42.617,1.619,0.0,4.409,63.89,14.1,0.902,11.85,43,1.0255,0,0,0.03,11.46
2024-01-08 14:00:00,MCH-1003,CNC,LPG,B,OP-100,45.479,45.05,3.19,0.0,4.548,43.31,4.39,0.841,12.24,37,1.2292,0,0,0.01,11.82
2024-01-08 15:00:00,MCH-1003,CNC,LPG,B,OP-101,46.693,47.129,2.028,0.0,4.669,74.77,10.8,0.919,11.29,33,1.4149,0,0,-0.01,12.14
2024-01-08 16:00:00,MCH-1003,CNC,LPG,B,OP-102,51.889,48.963,2.369,0.0,5.189,91.51,10.21,0.871,10.08,34,1.5261,0,0,0.06,13.49
2024-01-08 17:00:00,MCH-1003,CNC,LPG,B,OP-103,49.503,47.164,11.097,0.0,4.95,41.81,18.87,0.844,8.08,35,1.4144,0,0,0.05,12.87
2024-01-08 18:00:00,MCH-1003,CNC,LPG,B,OP-104,47.459,47.132,2.243,0.0,4.746,55.45,7.1,0.885,7.11,27,1.7577,0,0,0.01,12.34
2024-01-08 19:00:00,MCH-1003,CNC,LPG,B,OP-105,46.657,43.701,6.464,0.0,4.666,44.46,26.94,0.907,6.88,39,1.1963,0,0,0.07,12.13
2024-01-08 20:00:00,MCH-1003,CNC,LPG,B,OP-106,14.836,14.093,2.417,0.0,1.484,12.0,3.33,0.883,12.17,14,1.0597,0,0,0.05,3.86
2024-01-08 21:00:00,MCH-1003,CNC,LPG,B,OP-100,19.168,19.02,7.719,0.0,1.917,7.92,8.59,0.864,7.07,18,1.0649,0,0,0.01,4.98
2024-01-08 22:00:00,MCH-1003,CNC,LPG,C,OP-101,20.682,19.774,4.832,0.0,2.068,34.04,11.23,0.881,14.26,25,0.8273,0,0,0.05,5.38
2024-01-08 23:00:00,MCH-1003,CNC,LPG,C,OP-102,21.049,20.981,6.452,0.0,2.105,40.91,20.61,0.83,17.24,23,0.9152,0,0,0.0,5.47
2024-01-09 00:00:00,MCH-1003,CNC,LPG,C,OP-100,24.783,25.67,4.677,0.0,2.478,22.88,15.98,0.915,13.05,23,1.0775,0,0,-0.03,6.44
2024-01-09 01:00:00,MCH-1003,CNC,LPG,C,OP-101,23.045,22.063,6.835,0.0,2.305,38.99,12.98,0.812,21.26,18,1.2803,0,0,0.04,5.99
2024-01-09 02:00:00,MCH-1003,CNC,LPG,C,OP-102,15.758,14.423,6.443,0.0,1.576,22.01,15.64,0.919,19.26,13,1.2122,0,0,0.09,4.1
2024-01-09 03:00:00,MCH-1003,CNC,LPG,C,OP-103,23.077,22.571,2.698,0.334,2.308,27.09,5.76,0.886,24.23,22,1.049,0,0,0.02,6.0
2024-01-09 04:00:00,MCH-1003,CNC,LPG,C,OP-104,18.736,17.523,7.376,0.854,1.874,21.47,14.36,0.87,27.69,19,0.9861,0,0,0.07,4.87
2024-01-09 05:00:00,MCH-1003,CNC,LPG,C,OP-105,26.657,25.582,2.258,0.462,2.666,23.46,15.39,0.829,25.08,16,1.6661,0,0,0.04,6.93
2024-01-09 06:00:00,MCH-1003,CNC,LPG,A,OP-106,25.974,24.918,3.29,0.833,2.597,23.39,5.96,0.955,27.56,23,1.1293,0,0,0.04,6.75
2024-01-09 07:00:00,MCH-1003,CNC,LPG,A,OP-100,55.278,53.054,6.953,0.652,5.528,65.64,29.22,0.883,26.35,45,1.2284,0,0,0.04,14.37
2024-01-09 08:00:00,MCH-1003,CNC,LPG,A,OP-101,39.597,40.911,6.896,0.831,3.96,13.18,7.85,0.868,27.54,32,1.2374,0,0,-0.03,10.3
2024-01-09 09:00:00,MCH-1003,CNC,LPG,A,OP-102,42.701,39.739,7.939,0.851,4.27,45.36,7.9,0.976,27.68,40,1.0675,0,0,0.07,11.1
2024-01-09 10:00:00,MCH-1003,CNC,LPG,A,OP-103,37.853,36.294,8.969,0.196,3.785,57.8,28.82,0.871,23.31,41,0.9232,0,0,0.04,9.84
2024-01-09 11:00:00,MCH-1003,CNC,LPG,A,OP-104,45.7,44.201,4.791,0.105,4.57,49.32,14.05,0.833,22.7,37,1.2351,0,0,0.03,11.88
2024-01-09 12:00:00,MCH-1003,CNC,LPG,A,OP-105,46.953,48.832,12.236,0.0,4.695,69.89,11.43,0.769,19.28,35,1.3415,0,0,-0.04,12.21
2024-01-09 13:00:00,MCH-1003,CNC,LPG,A,OP-106,48.992,49.307,3.684,0.0,4.899,52.52,18.69,0.884,21.03,40,1.2248,0,0,-0.01,12.74
2024-01-09 14:00:00,MCH-1003,CNC,LPG,B,OP-100,43.492,42.17,13.222,0.0,4.349,36.49,29.97,0.961,16.31,39,1.1152,0,0,0.03,11.31
2024-01-09 15:00:00,MCH-1003,CNC,LPG,B,OP-101,51.782,49.314,3.544,0.0,5.178,22.31,14.55,0.932,10.09,40,1.2946,0,0,0.05,13.46
2024-01-09 16:00:00,MCH-1003,CNC,LPG,B,OP-102,52.268,51.769,8.845,0.0,5.227,77.52,19.43,0.888,10.64,35,1.4934,0,0,0.01,13.59
2024-01-09 17:00:00,MCH-1003,CNC,LPG,B,OP-103,48.533,45.503,4.945,0.0,4.853,32.45,7.31,0.885,8.23,41,1.1837,0,0,0.07,12.62
2024-01-09 18:00:00,MCH-1003,CNC,LPG,B,OP-104,49.854,48.539,6.45,0.0,4.985,31.49,9.25,0.978,7.53,41,1.2159,0,0,0.03,12.96
2024-01-09 19:00:00,MCH-1003,CNC,LPG,B,OP-105,45.992,46.628,11.873,0.0,4.599,26.95,15.82,1.0,6.77,32,1.4372,0,0,-0.01,11.96
2024-01-09 20:00:00,MCH-1003,CNC,LPG,B,OP-106,19.509,18.57,3.533,0.0,1.951,15.83,13.47,0.899,11.12,19,1.0268,0,0,0.05,5.07
2024-01-09 21:00:00,MCH-1003,CNC,LPG,B,OP-100,26.175,25.168,5.349,0.0,2.618,36.88,34.14,0.921,7.99,16,1.636,0,0,0.04,6.81
2024-01-09 22:00:00,MCH-1003,CNC,LPG,C,OP-101,24.129,22.952,6.31,0.0,2.413,42.36,28.08,0.871,11.21,17,1.4194,0,0,0.05,6.27
2024-01-09 23:00:00,MCH-1003,CNC,LPG,C,OP-102,22.108,20.927,8.781,0.0,2.211,40.89,8.09,0.905,13.11,17,1.3005,0,0,0.06,5.75
2024-01-10 00:00:00,MCH-1003,CNC,LPG,C,OP-100,21.758,20.723,9.801,0.0,2.176,14.06,17.26,0.866,17.6,7,3.1083,0,0,0.05,5.66
2024-01-10 01:00:00,MCH-1003,CNC,LPG,C,OP-101,22.858,20.976,7.168,0.0,2.286,30.57,1.98,0.88,21.82,11,2.078,0,0,0.09,5.94
2024-01-10 02:00:00,MCH-1003,CNC,LPG,C,OP-102,27.757,25.574,4.678,0.117,2.776,30.6,6.06,0.859,22.78,24,1.1565,0,0,0.09,7.22
2024-01-10 03:00:00,MCH-1003,CNC,LPG,C,OP-103,23.109,24.089,4.453,0.181,2.311,25.06,10.73,0.874,23.21,17,1.3594,0,0,-0.04,6.01
2024-01-10 04:00:00,MCH-1003,CNC,LPG,C,OP-104,19.513,20.1,5.933,1.151,1.951,34.56,0.96,0.89,29.67,21,0.9292,0,0,-0.03,5.07
2024-01-10 05:00:00,MCH-1003,CNC,LPG,C,OP-105,29.795,28.126,4.545,1.302,2.98,12.95,18.58,0.805,30.68,22,1.3543,0,0,0.06,7.75
2024-01-10 06:00:00,MCH-1003,CNC,LPG,A,OP-106,20.123,18.938,4.755,1.15,2.012,7.32,7.25,0.91,29.67,16,1.2577,0,0,0.06,5.23
2024-01-10 07:00:00,MCH-1003,CNC,LPG,A,OP-100,43.121,44.467,6.25,0.895,4.312,61.71,7.3,0.907,27.97,42,1.0267,0,0,-0.03,11.21
2024-01-10 08:00:00,MCH-1003,CNC,LPG,A,OP-101,44.817,46.237,7.143,1.241,4.482,81.07,3.25,0.99,30.27,35,1.2805,0,0,-0.03,11.65
2024-01-10 09:00:00,MCH-1003,CNC,LPG,A,OP-102,38.025,39.626,4.689,0.467,3.802,46.71,5.95,0.87,25.11,33,1.1523,0,0,-0.04,9.89
2024-01-10 10:00:00,MCH-1003,CNC,LPG,A,OP-103,44.625,42.331,7.518,0.0,4.463,40.07,9.79,0.881,19.8,35,1.275,0,0,0.05,11.6
2024-01-10 11:00:00,MCH-1003,CNC,LPG,A,OP-104,45.985,41.799,12.759,0.0,4.599,69.27,6.95,0.814,17.49,29,1.5857,0,0,0.1,11.96
2024-01-10 12:00:00,MCH-1003,CNC,LPG,A,OP-105,48.147,47.907,8.567,0.0,4.815,66.93,15.58,0.832,17.84,40,1.2037,0,0,0.01,12.52
2024-01-10 13:00:00,MCH-1003,CNC,LPG,A,OP-106,38.729,38.827,4.09,0.0,3.873,24.5,4.43,0.899,17.54,39,0.993,0,0,-0.0,10.07
2024-01-10 14:00:00,MCH-1003,CNC,LPG,B,OP-100,42.273,38.048,7.291,0.0,4.227,51.74,5.14,0.931,11.26,30,1.4091,0,0,0.11,10.99
2024-01-10 15:00:00,MCH-1003,CNC,LPG,B,OP-101,44.785,41.71,5.543,0.0,4.478,65.23,6.18,0.842,10.5,37,1.2104,0,0,0.07,11.64
2024-01-10 16:00:00,MCH-1003,CNC,LPG,B,OP-102,44.133,39.893,3.412,0.0,4.413,67.93,31.62,0.891,10.4,34,1.298,0,0,0.11,11.47
2024-01-10 17:00:00,MCH-1003,CNC,LPG,B,OP-103,49.558,48.325,6.068,0.0,4.956,30.67,36.88,0.901,9.44,37,1.3394,1,0,0.03,12.89
2024-01-10 18:00:00,MCH-1003,CNC,LPG,B,OP-104,47.419,43.002,3.912,0.0,4.742,81.2,2.5,0.803,6.5,41,1.1566,0,0,0.1,12.33
2024-01-10 19:00:00,MCH-1003,CNC,LPG,B,OP-105,45.416,44.246,3.096,0.0,4.542,61.36,9.49,0.927,9.79,39,1.1645,0,0,0.03,11.81
2024-01-10 20:00:00,MCH-1003,CNC,LPG,B,OP-106,21.422,21.356,5.715,0.0,2.142,33.59,2.79,0.922,7.29,12,1.7852,0,0,0.0,5.57
2024-01-10 21:00:00,MCH-1003,CNC,LPG,B,OP-100,17.91,17.874,7.69,0.0,1.791,5.91,6.16,0.821,10.1,11,1.6281,0,0,0.0,4.66
2024-01-10 22:00:00,MCH-1003,CNC,LPG,C,OP-101,24.305,23.386,6.083,0.0,2.431,48.31,6.82,0.883,15.35,19,1.2792,0,0,0.04,6.32
2024-01-10 23:00:00,MCH-1003,CNC,LPG,C,OP-102,19.903,20.462,3.559,0.0,1.99,23.22,11.53,0.777,12.75,19,1.0475,0,0,-0.03,5.17
2024-01-11 00:00:00,MCH-1003,CNC,LPG,C,OP-100,17.793,17.001,1.334,0.0,1.779,16.14,29.2,0.868,19.69,14,1.2709,0,0,0.05,4.63
2024-01-11 01:00:00,MCH-1003,CNC,LPG,C,OP-101,20.565,21.228,12.101,0.0,2.057,31.66,24.41,0.943,20.8,18,1.1425,0,0,-0.03,5.35
2024-01-11 02:00:00,MCH-1003,CNC,LPG,C,OP-102,18.745,17.407,6.588,0.0,1.874,13.25,23.78,0.833,20.51,19,0.9866,0,0,0.08,4.87
2024-01-11 03:00:00,MCH-1003,CNC,LPG,C,OP-103,24.417,24.497,3.365,0.824,2.442,44.25,3.82,0.847,27.5,26,0.9391,0,0,-0.0,6.35
2024-01-11 04:00:00,MCH-1003,CNC,LPG,C,OP-104,24.383,22.981,7.725,1.063,2.438,46.57,27.84,0.943,29.09,23,1.0601,0,0,0.06,6.34
2024-01-11 05:00:00,MCH-1003,CNC,LPG,C,OP-105,19.807,18.975,3.253,0.801,1.981,29.91,4.14,0.903,27.34,14,1.4148,0,0,0.04,5.15
2024-01-11 06:00:00,MCH-1003,CNC,LPG,A,OP-106,21.066,21.915,3.633,0.632,2.107,37.77,5.25,0.942,26.21,21,1.0031,0,0,-0.04,5.48
2024-01-11 07:00:00,MCH-1003,CNC,LPG,A,OP-100,48.492,45.942,0.0,0.831,4.849,69.03,11.19,0.883,27.54,34,1.4262,0,0,0.06,12.61
2024-01-11 08:00:00,MCH-1003,CNC,LPG,A,OP-101,38.413,40.099,1.77,0.654,3.841,49.69,10.86,0.881,26.36,31,1.2391,0,0,-0.04,9.99
2024-01-11 09:00:00,MCH-1003,CNC,LPG,A,OP-102,47.688,46.932,0.486,0.499,4.769,89.94,5.39,0.794,25.33,38,1.2549,0,0,0.02,12.4
2024-01-11 10:00:00,MCH-1003,CNC,LPG,A,OP-103,42.131,41.317,7.472,0.515,4.213,81.96,19.06,0.892,25.44,30,1.4044,0,0,0.02,10.95
2024-01-11 11:00:00,MCH-1003,CNC,LPG,A,OP-104,42.063,40.524,6.39,0.0,4.206,21.5,26.24,0.919,21.7,30,1.4021,0,0,0.04,10.94
2024-01-11 12:00:00,MCH-1003,CNC,LPG,A,OP-105,42.596,40.112,7.874,0.0,4.26,73.67,3.34,0.973,19.11,26,1.6383,0,0,0.06,11.07
2024-01-11 13:00:00,MCH-1003,CNC,LPG,A,OP-106,46.478,45.095,2.466,0.0,4.648,85.96,16.2,0.951,16.12,36,1.2911,0,0,0.03,12.08
2024-01-11 14:00:00,MCH-1003,CNC,LPG,B,OP-100,45.493,46.665,4.562,0.0,4.549,26.74,16.57,0.947,15.88,38,1.1972,0,0,-0.03,11.83
2024-01-11 15:00:00,MCH-1003,CNC,LPG,B,OP-101,45.575,45.15,3.042,0.0,4.557,29.16,28.93,0.905,12.58,37,1.2318,0,0,0.01,11.85
2024-01-11 16:00:00,MCH-1003,CNC,LPG,B,OP-102,50.568,47.687,5.117,0.0,5.057,39.93,24.12,0.862,10.46,33,1.5324,0,0,0.06,13.15
2024-01-11 17:00:00,MCH-1003,CNC,LPG,B,OP-103,42.297,41.08,7.08,0.0,4.23,26.27,25.14,0.874,7.4,29,1.4585,0,0,0.03,11.0
2024-01-11 18:00:00,MCH-1003,CNC,LPG,B,OP-104,48.695,50.051,7.387,0.0,4.87,70.38,8.52,0.788,8.19,37,1.3161,0,0,-0.03,12.66
2024-01-11 19:00:00,MCH-1003,CNC,LPG,B,OP-105,55.971,58.251,8.455,0.0,5.597,76.84,2.52,0.807,9.15,41,1.3652,0,0,-0.04,14.55
2024-01-11 20:00:00,MCH-1003,CNC,LPG,B,OP-106,23.54,23.872,8.82,0.0,2.354,31.06,15.37,0.948,6.68,17,1.3847,0,0,-0.01,6.12
2024-01-11 21:00:00,MCH-1003,CNC,LPG,B,OP-100,23.965,22.34,0.0,0.0,2.397,24.92,4.21,0.919,10.8,16,1.4978,0,0,0.07,6.23
2024-01-11 22:00:00,MCH-1003,CNC,LPG,C,OP-101,16.615,16.87,6.237,0.0,1.662,22.62,9.5,0.945,11.9,13,1.2781,0,0,-0.02,4.32
2024-01-11 23:00:00,MCH-1003,CNC,LPG,C,OP-102,25.02,24.286,6.676,0.0,2.502,18.24,21.38,0.811,14.08,27,0.9267,0,0,0.03,6.51
2024-01-12 00:00:00,MCH-1003,CNC,LPG,C,OP-100,25.654,23.632,6.154,0.0,2.565,28.1,2.07,0.835,16.65,21,1.2216,0,0,0.09,6.67
2024-01-12 01:00:00,MCH-1003,CNC,LPG,C,OP-101,21.327,20.028,3.205,0.0,2.133,38.61,14.06,0.859,17.49,14,1.5234,0,0,0.06,5.55
2024-01-12 02:00:00,MCH-1003,CNC,LPG,C,OP-102,22.437,21.946,2.432,0.073,2.244,30.14,15.96,0.945,22.49,21,1.0685,0,0,0.02,5.83
2024-01-12 03:00:00,MCH-1003,CNC,LPG,C,OP-103,29.201,28.06,2.933,0.854,2.92,24.67,5.4,0.795,27.69,25,1.1681,0,0,0.04,7.59
2024-01-12 04:00:00,MCH-1003,CNC,LPG,C,OP-104,16.503,17.072,10.83,0.319,1.65,24.33,27.96,0.913,24.13,10,1.6503,0,0,-0.03,4.29
2024-01-12 05:00:00,MCH-1003,CNC,LPG,C,OP-105,26.368,24.464,7.345,1.557,2.637,47.86,11.42,0.856,32.38,23,1.1464,0,0,0.08,6.86
2024-01-12 06:00:00,MCH-1003,CNC,LPG,A,OP-106,16.95,16.244,8.207,0.765,1.695,14.11,9.43,0.914,27.1,13,1.3039,0,0,0.04,4.41
2024-01-12 07:00:00,MCH-1003,CNC,LPG,A,OP-100,47.751,43.778,5.825,0.661,4.775,18.63,4.79,0.904,26.41,41,1.1647,0,0,0.09,12.42
2024-01-12 08:00:00,MCH-1003,CNC,LPG,A,OP-101,44.488,46.182,7.421,0.53,4.449,31.76,12.59,0.906,25.53,34,1.3085,0,0,-0.04,11.57
2024-01-12 09:00:00,MCH-1003,CNC,LPG,A,OP-102,48.919,50.215,5.3,0.553,4.892,83.57,12.78,0.817,25.69,40,1.223,0,0,-0.03,12.72
2024-01-12 10:00:00,MCH-1003,CNC,LPG,A,OP-103,40.003,40.525,6.039,0.27,4.0,53.17,23.79,0.842,23.8,34,1.1766,0,0,-0.01,10.4
2024-01-12 11:00:00,MCH-1003,CNC,LPG,A,OP-104,48.82,50.105,7.125,0.0,4.882,63.29,17.85,0.927,21.07,39,1.2518,0,0,-0.03,12.69
2024-01-12 12:00:00,MCH-1003,CNC,LPG,A,OP-105,43.065,41.874,4.917,0.0,4.307,55.32,28.31,0.937,15.59,32,1.3458,0,0,0.03,11.2
2024-01-12 13:00:00,MCH-1003,CNC,LPG,A,OP-106,48.923,45.268,7.115,0.0,4.892,25.45,4.86,0.937,14.07,39,1.2544,0,0,0.08,12.72
2024-01-12 14:00:00,MCH-1003,CNC,LPG,B,OP-100,54.855,57.551,2.755,0.0,5.485,18.87,9.23,0.883,14.14,41,1.3379,1,0,-0.05,14.26
2024-01-12 15:00:00,MCH-1003,CNC,LPG,B,OP-101,39.976,40.022,6.957,0.0,3.998,58.13,1.15,0.833,9.27,34,1.1758,0,0,-0.0,10.39
2024-01-12 16:00:00,MCH-1003,CNC,LPG,B,OP-102,54.667,55.907,8.599,0.0,5.467,94.05,5.09,0.822,11.4,41,1.3334,1,0,-0.02,14.21
2024-01-12 17:00:00,MCH-1003,CNC,LPG,B,OP-103,52.212,53.84,3.634,0.0,5.221,20.63,1.04,0.915,6.61,45,1.1603,0,0,-0.03,13.58
2024-01-12 18:00:00,MCH-1003,CNC,LPG,B,OP-104,51.933,51.535,11.365,0.0,5.193,31.1,12.54,0.878,9.99,30,1.7311,0,0,0.01,13.5
2024-01-12 19:00:00,MCH-1003,CNC,LPG,B,OP-105,46.999,42.663,6.367,0.0,4.7,31.28,5.7,0.885,11.53,37,1.2702,0,0,0.1,12.22
2024-01-12 20:00:00,MCH-1003,CNC,LPG,B,OP-106,19.397,19.651,1.393,0.0,1.94,19.66,10.97,0.867,10.33,17,1.141,0,0,-0.01,5.04
2024-01-12 21:00:00,MCH-1003,CNC,LPG,B,OP-100,24.64,22.218,5.935,0.0,2.464,16.46,17.99,0.922,10.99,19,1.2969,0,0,0.11,6.41
2024-01-12 22:00:00,MCH-1003,CNC,LPG,C,OP-101,25.905,26.657,2.439,0.0,2.59,13.26,3.06,0.811,13.39,20,1.2952,0,0,-0.03,6.74
2024-01-12 23:00:00,MCH-1003,CNC,LPG,C,OP-102,20.685,19.485,2.977,0.0,2.068,18.2,20.08,0.849,16.54,17,1.2168,0,0,0.06,5.38
2024-01-13 00:00:00,MCH-1003,CNC,LPG,C,OP-100,24.624,23.132,0.0,0.0,2.462,23.77,15.96,0.9,19.92,18,1.368,0,0,0.06,6.4
2024-01-13 01:00:00,MCH-1003,CNC,LPG,C,OP-101,15.511,15.141,3.6,0.0,1.551,13.48,5.66,0.906,19.19,11,1.41,0,0,0.02,4.03
2024-01-13 02:00:00,MCH-1003,CNC,LPG,C,OP-102,27.373,26.143,5.327,0.134,2.737,11.5,31.23,0.869,22.89,20,1.3686,0,0,0.05,7.12
2024-01-13 03:00:00,MCH-1003,CNC,LPG,C,OP-103,18.649,17.698,3.656,0.205,1.865,8.13,7.84,0.869,23.37,11,1.6953,0,0,0.05,4.85
2024-01-13 04:00:00,MCH-1003,CNC,LPG,C,OP-104,26.081,25.209,4.509,0.275,2.608,12.97,10.15,0.844,23.83,22,1.1855,0,0,0.03,6.78
2024-01-13 05:00:00,MCH-1003,CNC,LPG,C,OP-105,26.956,24.951,3.938,1.216,2.696,8.18,3.08,0.878,30.11,17,1.5857,0,0,0.08,7.01
2024-01-13 06:00:00,MCH-1003,CNC,LPG,A,OP-106,20.786,19.024,5.462,1.106,2.079,23.22,4.04,0.953,29.37,14,1.4847,0,0,0.09,5.4
