Order_ID,Customer_ID,Order_Date,Warehouse,Region,Product_Type,Channel,Processing_Delay_Hrs,Picking_Delay_Hrs,Packing_Delay_Hrs,Dispatch_Delay_Hrs,Transport_Delay_Hrs,Total_Fulfillment_Hours,SLA_Hours,SLA_Breach_Flag,Order_Qty,Fulfilled_Qty,Qty_Accuracy,Short_Ship_Flag,Root_Cause,Priority,Fulfillment_Completed_At,Shipping_Cost,Delay_Cost
ORD-100720,CUST-340,2023-10-03 07:42:00,WH-East,East,Automotive,Online,14.4,1.77,1.83,0.82,3.44,22.25,72,0,253,247,0.976,1,Transport Issue,Medium,2023-10-04 05:57:07.019449,184.06,795.28
ORD-100721,CUST-788,2023-01-01 21:19:00,WH-West,East,Automotive,Retail,1.41,0.28,0.02,13.44,4.58,19.72,24,0,67,62,0.925,1,Inventory Shortage,High,2023-01-02 17:02:29.219411,173.62,704.96
ORD-100722,CUST-417,2023-10-11 10:36:00,WH-East,East,Automotive,Distributor,0.97,0.38,2.04,2.08,0.27,5.73,72,0,176,170,0.966,1,Staff Shortage,High,2023-10-11 16:20:04.623409,194.6,204.95
ORD-100723,CUST-330,2023-06-24 04:11:00,WH-South,South,Apparel,Online,5.93,3.53,0.43,0.65,8.61,19.14,72,0,103,99,0.961,1,Picking Delay,Low,2023-06-24 23:19:33.108243,169.76,684.15
ORD-100724,CUST-925,2023-06-14 16:48:00,WH-North,East,Automotive,Distributor,0.53,0.53,0.19,1.94,0.86,4.06,24,0,91,87,0.956,1,None,Low,2023-06-14 20:51:46.497988,107.14,145.21
ORD-100725,CUST-303,2023-04-30 11:55:00,WH-South,East,Automotive,Distributor,2.39,0.86,0.31,6.04,1.07,10.67,24,0,193,191,0.99,1,Inventory Shortage,Low,2023-04-30 22:35:10.549861,119.9,381.33
ORD-100726,CUST-250,2023-06-05 14:14:00,WH-South,West,FMCG,B2B,1.3,3.69,0.76,0.07,4.55,10.36,48,0,166,163,0.982,1,Picking Delay,Low,2023-06-06 00:35:48.880413,205.98,370.39
ORD-100727,CUST-125,2023-04-18 19:49:00,WH-North,East,Apparel,Online,0.1,1.96,0.66,3.41,2.66,8.8,72,0,90,87,0.967,1,Inventory Shortage,Low,2023-04-19 04:36:52.766420,378.53,314.44
ORD-100728,CUST-147,2023-11-30 01:08:00,WH-South,North,Electronics,Online,1.07,0.75,0.41,2.38,2.91,7.52,72,0,326,317,0.972,1,Picking Delay,High,2023-11-30 08:38:59.082157,222.52,268.64
ORD-100729,CUST-350,2023-10-20 19:25:00,WH-North,West,Electronics,Online,0.77,2.07,0.23,0.56,0.58,4.2,72,0,315,306,0.971,1,Dispatch Backlog,High,2023-10-20 23:37:09.374157,280.01,150.2
ORD-100730,CUST-586,2023-10-12 00:54:00,WH-North,South,Furniture,Retail,2.9,0.04,1.72,5.1,6.88,16.64,72,0,490,472,0.963,1,Transport Issue,Medium,2023-10-12 17:32:26.307448,97.52,594.74
ORD-100731,CUST-725,2023-02-04 05:36:00,WH-West,South,Automotive,Online,7.43,2.39,5.54,1.38,4.03,20.78,72,0,268,265,0.989,1,Dispatch Backlog,Medium,2023-02-05 02:22:33.826020,228.77,742.53
ORD-100732,CUST-970,2023-09-02 04:32:00,WH-West,South,Electronics,Retail,0.78,1.2,1.8,1.04,0.61,5.44,48,0,438,424,0.968,1,Transport Issue,Medium,2023-09-02 09:58:28.058709,198.1,194.47
ORD-100733,CUST-886,2023-06-28 13:11:00,WH-East,West,Electronics,Online,4.17,3.02,0.42,5.28,1.97,14.86,48,0,51,51,1.0,0,Dispatch Backlog,Critical,2023-06-29 04:02:44.055500,165.79,531.18
ORD-100734,CUST-174,2023-10-03 20:49:00,WH-South,South,Furniture,Online,0.14,5.57,0.34,3.05,6.98,16.08,96,0,166,164,0.988,1,Picking Delay,High,2023-10-04 12:54:01.250294,126.66,574.83
ORD-100735,CUST-566,2023-08-04 10:33:00,WH-East,West,FMCG,Online,1.93,4.68,0.29,6.86,3.53,17.29,24,0,174,169,0.971,1,None,Low,2023-08-05 03:50:30.553221,176.36,618.01
ORD-100736,CUST-524,2023-08-05 17:28:00,WH-South,West,FMCG,B2B,0.18,4.32,0.18,2.98,0.48,8.14,48,0,227,218,0.96,1,Staff Shortage,Low,2023-08-06 01:36:37.815418,210.54,291.06
ORD-100737,CUST-744,2023-07-04 06:30:00,WH-West,North,Automotive,Distributor,6.8,1.29,0.96,4.05,1.96,15.06,72,0,266,261,0.981,1,Picking Delay,Low,2023-07-04 21:33:36.203502,151.33,538.25
ORD-100738,CUST-689,2023-07-03 14:42:00,WH-South,North,Automotive,B2B,3.63,0.8,1.12,5.43,1.17,12.15,48,0,9,9,1.0,0,Dispatch Backlog,Medium,2023-07-04 02:51:13.693363,118.06,434.38
ORD-100739,CUST-299,2023-06-27 22:43:00,WH-North,North,FMCG,B2B,2.68,1.13,1.47,0.17,3.06,8.5,24,0,87,84,0.966,1,Transport Issue,Medium,2023-06-28 07:13:15.886462,259.8,303.95
ORD-100740,CUST-835,2023-10-21 19:22:00,WH-North,North,FMCG,Distributor,4.34,2.11,1.37,4.49,7.79,20.09,24,0,94,92,0.979,1,Picking Delay,Medium,2023-10-22 15:27:32.456748,135.78,718.1
ORD-100741,CUST-813,2023-05-06 12:51:00,WH-West,North,Furniture,Distributor,2.61,3.88,0.41,2.85,2.41,12.16,48,0,52,51,0.981,1,Transport Issue,High,2023-05-07 01:00:36.398326,168.02,434.6
ORD-100742,CUST-493,2023-12-02 17:41:00,WH-South,South,FMCG,Online,8.68,0.42,0.48,0.22,2.39,12.18,96,0,179,170,0.95,1,Dispatch Backlog,Medium,2023-12-03 05:51:48.860815,89.27,435.32
ORD-100743,CUST-606,2023-01-08 17:20:00,WH-South,South,FMCG,B2B,3.13,4.51,1.37,2.13,9.9,21.04,48,0,278,270,0.971,1,Inventory Shortage,Critical,2023-01-09 14:22:28.868497,115.21,752.02
ORD-100744,CUST-509,2023-05-09 22:07:00,WH-East,South,Automotive,Online,6.46,3.04,0.52,0.26,3.61,13.88,48,0,239,234,0.979,1,Picking Delay,Low,2023-05-10 11:59:58.826809,230.95,496.18
ORD-100745,CUST-349,2023-06-06 05:04:00,WH-North,North,Automotive,Distributor,1.82,6.94,0.29,3.99,3.51,16.55,48,0,73,70,0.959,1,Transport Issue,Low,2023-06-06 21:37:03.097441,223.05,591.53
ORD-100746,CUST-251,2023-03-27 14:33:00,WH-South,East,Furniture,B2B,0.31,3.82,0.56,2.37,1.28,8.34,48,0,339,328,0.968,1,Inventory Shortage,Medium,2023-03-27 22:53:31.306726,175.66,298.14
ORD-100747,CUST-771,2023-07-12 22:54:00,WH-East,South,FMCG,Distributor,1.88,0.59,0.38,9.21,3.93,15.99,24,0,72,72,1.0,0,Inventory Shortage,Low,2023-07-13 14:53:24.275865,91.12,571.48
ORD-100748,CUST-804,2023-08-06 10:09:00,WH-West,South,Furniture,B2B,0.34,0.2,0.11,0.61,3.6,4.86,48,0,374,367,0.981,1,Transport Issue,High,2023-08-06 15:00:40.989363,119.62,173.75
ORD-100749,CUST-105,2023-04-24 17:16:00,WH-East,East,Automotive,B2B,2.24,0.21,2.13,2.79,2.12,9.5,48,0,68,67,0.985,1,Transport Issue,Low,2023-04-25 02:46:13.778718,315.99,339.67
ORD-100750,CUST-868,2023-01-26 07:46:00,WH-North,North,Furniture,Distributor,1.65,0.62,2.3,0.71,19.64,24.93,24,1,5,5,1.0,0,Inventory Shortage,Medium,2023-01-27 08:41:32.898502,152.67,890.85
ORD-100751,CUST-981,2023-08-20 16:11:00,WH-North,West,Furniture,Retail,2.44,1.71,0.3,2.86,8.97,16.28,24,0,339,331,0.976,1,Staff Shortage,Low,2023-08-21 08:27:34.018821,206.95,581.71
ORD-100752,CUST-888,2023-11-24 13:03:00,WH-West,East,Furniture,Retail,0.03,2.94,0.08,3.85,5.82,12.7,72,0,238,231,0.971,1,Transport Issue,Low,2023-11-25 01:45:17.328806,118.5,454.07
ORD-100753,CUST-209,2023-10-16 00:18:00,WH-West,East,Furniture,B2B,0.54,4.13,1.61,3.84,3.24,13.37,72,0,466,453,0.972,1,Inventory Shortage,High,2023-10-16 13:39:54.100778,150.36,477.67
ORD-100754,CUST-897,2023-10-14 15:13:00,WH-South,South,Apparel,Distributor,1.69,1.76,0.29,5.06,2.6,11.4,96,0,121,115,0.95,1,Dispatch Backlog,Critical,2023-10-15 02:37:07.318863,118.93,407.51
ORD-100755,CUST-535,2023-02-22 15:04:00,WH-West,South,Furniture,B2B,7.51,0.01,0.6,5.76,0.86,14.75,48,0,413,400,0.969,1,Transport Issue,Medium,2023-02-23 05:48:47.781974,131.67,527.04
ORD-100756,CUST-324,2023-12-27 01:49:00,WH-North,North,Automotive,Retail,1.21,0.37,0.08,0.24,1.53,3.43,24,0,211,202,0.957,1,Inventory Shortage,Critical,2023-12-27 05:15:03.192578,113.42,122.74
ORD-100757,CUST-280,2023-07-11 05:08:00,WH-East,West,Automotive,Retail,1.38,0.19,0.31,1.26,6.25,9.38,72,0,262,254,0.969,1,Dispatch Backlog,Medium,2023-07-11 14:31:04.936082,139.53,335.41
ORD-100758,CUST-923,2023-06-10 08:24:00,WH-East,West,Automotive,B2B,3.14,0.81,1.89,3.49,2.54,11.86,24,0,325,319,0.982,1,Transport Issue,Medium,2023-06-10 20:15:47.311352,141.87,423.99
ORD-100759,CUST-812,2023-06-25 12:08:00,WH-West,East,FMCG,B2B,2.31,1.25,1.96,2.07,8.99,16.58,72,0,58,57,0.983,1,Dispatch Backlog,High,2023-06-26 04:42:52.860332,196.4,592.62
ORD-100760,CUST-630,2023-09-02 12:30:00,WH-North,North,Furniture,Retail,0.89,0.08,0.28,0.63,0.67,2.55,72,0,43,41,0.953,1,Transport Issue,Low,2023-09-02 15:03:11.163315,93.87,91.25
ORD-100761,CUST-575,2023-11-20 01:37:00,WH-West,West,Furniture,Online,1.32,0.77,0.49,2.41,2.98,7.98,72,0,197,193,0.98,1,Dispatch Backlog,Low,2023-11-20 09:35:49.879463,102.64,285.22
ORD-100762,CUST-151,2023-05-12 05:18:00,WH-West,East,Automotive,Online,0.61,0.36,0.17,1.57,4.37,7.09,96,0,72,72,1.0,0,Picking Delay,Medium,2023-05-12 12:23:06.230521,151.1,253.22
ORD-100763,CUST-670,2023-03-23 12:40:00,WH-South,South,Furniture,B2B,8.46,1.87,0.09,1.48,3.06,14.96,72,0,91,89,0.978,1,Dispatch Backlog,Medium,2023-03-24 03:37:37.738634,105.4,534.69
ORD-100764,CUST-355,2023-10-06 18:44:00,WH-West,West,Automotive,Retail,0.35,1.12,5.82,4.98,9.24,21.51,72,0,37,36,0.973,1,Dispatch Backlog,Low,2023-10-07 16:14:46.340837,108.22,768.87
ORD-100765,CUST-968,2023-11-27 00:23:00,WH-South,East,FMCG,Retail,1.16,1.23,1.28,1.57,19.16,24.41,48,0,491,478,0.974,1,Transport Issue,Low,2023-11-28 00:47:19.052311,276.58,872.24
ORD-100766,CUST-224,2023-11-06 06:24:00,WH-South,West,Apparel,Online,0.07,1.0,0.94,0.08,0.52,2.6,96,0,314,308,0.981,1,Transport Issue,High,2023-11-06 09:00:17.286228,191.13,93.1
ORD-100767,CUST-567,2023-08-01 14:00:00,WH-West,North,Electronics,B2B,0.63,5.62,1.74,0.18,0.58,8.75,24,0,237,232,0.979,1,Dispatch Backlog,Medium,2023-08-01 22:45:16.469170,139.73,312.89
ORD-100768,CUST-236,2023-03-17 06:14:00,WH-South,East,Automotive,Retail,3.79,0.44,2.2,5.82,0.59,12.83,96,0,486,470,0.967,1,None,Medium,2023-03-17 19:03:51.085853,116.95,458.57
ORD-100769,CUST-920,2023-11-12 00:48:00,WH-West,North,FMCG,Retail,0.56,1.31,1.97,9.7,4.8,18.35,48,0,383,373,0.974,1,Picking Delay,High,2023-11-12 19:08:44.342927,286.89,655.67
ORD-100770,CUST-575,2023-08-12 16:34:00,WH-West,East,Automotive,Retail,0.21,2.4,0.02,3.5,1.96,8.08,24,0,293,283,0.966,1,Inventory Shortage,Medium,2023-08-13 00:38:57.473449,98.73,288.87
ORD-100771,CUST-783,2023-04-12 10:34:00,WH-North,South,FMCG,B2B,1.61,1.46,0.25,1.36,5.55,10.23,72,0,466,452,0.97,1,Inventory Shortage,Medium,2023-04-12 20:47:54.572403,217.47,365.68
ORD-100772,CUST-643,2023-04-20 13:09:00,WH-West,West,Apparel,Distributor,0.03,4.76,1.28,8.37,2.18,16.62,24,0,154,149,0.968,1,Inventory Shortage,High,2023-04-21 05:46:06.357136,295.53,593.94
ORD-100773,CUST-672,2023-09-22 02:20:00,WH-East,South,Apparel,Online,0.22,0.85,0.57,3.26,4.15,9.05,72,0,170,166,0.976,1,Transport Issue,High,2023-09-22 11:23:05.482256,151.49,323.5
ORD-100774,CUST-709,2023-10-09 07:47:00,WH-South,North,Electronics,Retail,4.12,1.12,4.85,5.58,6.17,21.85,48,0,272,264,0.971,1,Picking Delay,Medium,2023-10-10 05:37:45.077629,171.91,780.77
ORD-100775,CUST-424,2023-04-27 11:04:00,WH-East,West,Automotive,Online,3.69,0.17,1.31,4.36,3.34,12.86,72,0,406,400,0.985,1,Picking Delay,Medium,2023-04-27 23:55:48.307067,175.89,459.74
ORD-100776,CUST-873,2023-10-31 04:14:00,WH-East,South,Apparel,B2B,6.17,1.69,3.76,1.43,3.26,16.31,72,0,110,107,0.973,1,Inventory Shortage,Medium,2023-10-31 20:32:26.308576,195.26,582.82
ORD-100777,CUST-553,2023-10-27 03:14:00,WH-North,East,FMCG,Online,4.82,0.61,0.27,1.95,0.39,8.04,72,0,151,146,0.967,1,Transport Issue,Medium,2023-10-27 11:16:36.158245,163.7,287.47
ORD-100778,CUST-727,2023-02-12 15:22:00,WH-North,East,Furniture,Distributor,2.87,0.31,2.39,0.62,2.22,8.42,48,0,431,421,0.977,1,Staff Shortage,Low,2023-02-12 23:47:16.523468,170.55,300.98
ORD-100779,CUST-934,2023-11-22 13:49:00,WH-North,South,Electronics,B2B,0.13,1.42,0.47,1.04,3.31,6.37,24,0,451,440,0.976,1,Transport Issue,Medium,2023-11-22 20:10:56.270547,115.97,227.51
ORD-100780,CUST-836,2023-12-30 10:44:00,WH-North,West,Apparel,Distributor,3.82,1.37,5.48,4.52,2.6,17.78,72,0,131,129,0.985,1,Picking Delay,Low,2023-12-31 04:30:52.486106,90.6,635.5
ORD-100781,CUST-616,2023-01-21 22:42:00,WH-North,North,Apparel,Online,4.67,0.14,0.21,6.73,9.7,21.45,24,0,268,264,0.985,1,Transport Issue,Low,2023-01-22 20:09:11.519629,211.41,766.74
ORD-100782,CUST-536,2023-12-02 14:52:00,WH-South,East,Apparel,Online,4.01,2.16,0.87,3.87,9.95,20.86,48,0,23,23,1.0,0,Picking Delay,Medium,2023-12-03 11:43:42.670727,103.57,745.6
ORD-100783,CUST-950,2023-05-04 14:24:00,WH-South,North,Furniture,Distributor,1.78,1.76,1.89,1.88,7.25,14.55,48,0,367,349,0.951,1,Inventory Shortage,High,2023-05-05 04:56:56.221442,266.79,519.98
ORD-100784,CUST-661,2023-10-19 10:50:00,WH-East,West,FMCG,Retail,0.66,0.38,0.68,0.27,1.98,3.97,48,0,139,136,0.978,1,Staff Shortage,Low,2023-10-19 14:48:03.181140,142.64,141.8
ORD-100785,CUST-556,2023-09-28 03:20:00,WH-South,West,Apparel,Retail,4.67,1.14,0.76,0.18,5.31,12.05,24,0,490,476,0.971,1,Dispatch Backlog,Low,2023-09-28 15:22:47.681785,331.54,430.54
ORD-100786,CUST-262,2023-05-21 21:18:00,WH-East,East,Apparel,B2B,3.25,2.29,5.15,1.41,2.11,14.21,24,0,308,298,0.968,1,Picking Delay,Medium,2023-05-22 11:30:48.005685,169.89,507.98
ORD-100787,CUST-861,2023-10-17 13:03:00,WH-South,North,Automotive,Online,9.88,1.36,0.66,1.87,1.11,14.88,24,0,239,231,0.967,1,Dispatch Backlog,Medium,2023-10-18 03:55:49.501790,129.01,531.82
ORD-100788,CUST-982,2023-02-21 13:26:00,WH-South,West,Furniture,Distributor,0.42,0.91,1.11,2.82,1.76,7.02,72,0,434,415,0.956,1,Picking Delay,Low,2023-02-21 20:27:21.626731,189.5,250.99
ORD-100789,CUST-586,2023-06-06 14:27:00,WH-West,North,Automotive,B2B,0.64,0.7,0.07,0.02,0.31,1.74,24,0,441,424,0.961,1,Dispatch Backlog,Low,2023-06-06 16:11:08.722049,311.74,62.04
ORD-100790,CUST-560,2023-10-18 07:15:00,WH-West,East,Electronics,Distributor,0.6,1.7,2.22,13.73,1.69,19.93,96,0,192,184,0.958,1,Dispatch Backlog,Medium,2023-10-19 03:11:03.039301,155.15,712.45
ORD-100791,CUST-365,2023-04-16 03:29:00,WH-East,East,FMCG,Retail,3.93,5.04,1.25,1.36,2.59,14.17,24,0,127,120,0.945,1,Inventory Shortage,High,2023-04-16 17:39:27.473911,152.39,506.59
ORD-100792,CUST-869,2023-05-26 01:48:00,WH-North,West,Furniture,Distributor,0.52,2.01,0.62,5.65,13.07,21.87,24,0,430,420,0.977,1,None,Low,2023-05-26 23:40:00.035997,147.74,781.51
ORD-100793,CUST-353,2023-03-18 03:25:00,WH-West,West,FMCG,B2B,0.17,0.14,0.02,2.3,1.58,4.21,48,0,29,28,0.966,1,Transport Issue,Medium,2023-03-18 07:37:29.088494,128.26,150.4
ORD-100794,CUST-960,2023-12-11 10:06:00,WH-West,North,Apparel,Distributor,16.36,1.11,1.07,0.42,9.78,28.74,24,1,121,115,0.95,1,Staff Shortage,Medium,2023-12-12 14:50:23.662158,164.26,1027.16
ORD-100795,CUST-752,2023-12-17 11:09:00,WH-West,West,Furniture,Distributor,0.06,3.99,0.02,4.79,1.09,9.95,48,0,198,191,0.965,1,Transport Issue,Low,2023-12-17 21:05:53.772517,173.72,355.55
ORD-100796,CUST-383,2023-02-08 12:30:00,WH-West,East,Apparel,B2B,4.51,0.18,0.0,3.71,0.89,9.29,72,0,174,164,0.943,1,Transport Issue,Low,2023-02-08 21:47:24.604889,328.63,332.03
ORD-100797,CUST-884,2023-03-12 23:48:00,WH-West,West,Apparel,Retail,1.14,8.1,1.15,2.25,3.07,15.71,24,0,144,142,0.986,1,Dispatch Backlog,Medium,2023-03-13 15:30:20.788231,129.06,561.32
ORD-100798,CUST-896,2023-10-25 23:35:00,WH-North,South,Electronics,Retail,4.61,5.36,0.25,2.17,4.69,17.07,72,0,482,468,0.971,1,Picking Delay,Critical,2023-10-26 16:39:25.974671,283.35,610.22
ORD-100799,CUST-633,2023-03-25 03:53:00,WH-West,East,Automotive,B2B,2.02,0.15,0.26,0.27,0.19,2.89,48,0,179,169,0.944,1,Transport Issue,Low,2023-03-25 06:46:22.321116,177.91,103.27
ORD-100800,CUST-596,2023-09-20 21:00:00,WH-North,North,Electronics,B2B,5.8,4.88,1.27,3.2,1.05,16.19,24,0,357,347,0.972,1,Dispatch Backlog,Medium,2023-09-21 13:11:40.530867,190.24,578.79
ORD-100801,CUST-741,2023-06-21 23:44:00,WH-East,West,Apparel,B2B,6.52,0.81,0.07,7.27,2.55,17.21,24,0,11,10,0.909,1,Picking Delay,Medium,2023-06-22 16:56:51.513795,123.34,615.24
ORD-100802,CUST-344,2023-12-28 14:58:00,WH-West,West,Electronics,Distributor,0.02,3.35,0.45,0.29,1.69,5.81,96,0,139,138,0.993,1,Dispatch Backlog,High,2023-12-28 20:46:30.378344,143.43,207.59
ORD-100803,CUST-381,2023-05-21 22:21:00,WH-West,East,FMCG,Online,0.2,0.98,0.19,0.92,5.24,7.52,24,0,447,432,0.966,1,Transport Issue,Low,2023-05-22 05:52:13.900209,134.4,268.78
ORD-100804,CUST-550,2023-04-28 20:21:00,WH-East,East,Electronics,B2B,0.72,1.05,1.04,6.98,3.01,12.79,72,0,437,418,0.957,1,None,Medium,2023-04-29 09:08:31.794724,197.98,457.19
ORD-100805,CUST-179,2023-08-08 08:25:00,WH-South,North,FMCG,B2B,2.77,1.81,1.3,1.0,0.73,7.62,48,0,253,246,0.972,1,Dispatch Backlog,High,2023-08-08 16:01:55.640466,110.84,272.18
ORD-100806,CUST-830,2023-01-09 14:09:00,WH-East,East,Electronics,Retail,5.48,2.68,1.53,3.18,9.44,22.32,24,0,345,341,0.988,1,Dispatch Backlog,Critical,2023-01-10 12:28:13.919361,109.33,797.73
ORD-100807,CUST-392,2023-05-01 09:07:00,WH-South,North,Electronics,Distributor,1.54,0.06,0.35,2.3,1.46,5.71,48,0,314,310,0.987,1,Staff Shortage,Medium,2023-05-01 14:49:26.459731,87.95,203.98
ORD-100808,CUST-340,2023-06-01 15:48:00,WH-South,West,FMCG,B2B,2.33,1.62,0.11,2.72,5.52,12.3,72,0,19,17,0.895,1,Inventory Shortage,Medium,2023-06-02 04:06:14.218849,190.63,439.74
ORD-100809,CUST-378,2023-06-03 04:03:00,WH-South,North,Electronics,Retail,0.52,0.37,0.1,1.61,6.36,8.96,72,0,160,154,0.962,1,Picking Delay,Medium,2023-06-03 13:00:46.004459,103.08,320.33
ORD-100810,CUST-443,2023-02-19 23:18:00,WH-East,North,Furniture,Distributor,4.09,0.76,0.67,1.07,13.86,20.45,48,0,306,300,0.98,1,Inventory Shortage,Medium,2023-02-20 19:45:06.494308,149.77,730.95
ORD-100811,CUST-427,2023-04-10 06:09:00,WH-West,North,Apparel,Retail,8.55,0.77,3.5,0.15,2.9,15.87,72,0,122,121,0.992,1,Staff Shortage,Medium,2023-04-10 22:01:11.705066,99.57,567.19
ORD-100812,CUST-653,2023-12-11 17:18:00,WH-North,West,Apparel,Distributor,0.78,1.14,0.29,4.09,4.02,10.33,24,0,72,69,0.958,1,Picking Delay,Medium,2023-12-12 03:37:31.234705,151.28,369.03
ORD-100813,CUST-182,2023-06-13 09:32:00,WH-East,South,Apparel,B2B,1.71,0.73,0.36,4.11,1.71,8.62,96,0,55,52,0.945,1,Inventory Shortage,High,2023-06-13 18:09:12.877586,148.01,308.09
ORD-100814,CUST-241,2023-08-30 04:46:00,WH-South,South,FMCG,Online,0.23,0.2,0.13,3.33,4.76,8.65,72,0,460,450,0.978,1,Dispatch Backlog,Medium,2023-08-30 13:25:05.641457,125.16,309.21
ORD-100815,CUST-254,2023-02-18 02:43:00,WH-West,North,Electronics,Distributor,2.05,0.28,1.12,3.1,2.61,9.16,72,0,169,165,0.976,1,Staff Shortage,Medium,2023-02-18 11:52:25.195425,174.18,327.27
ORD-100816,CUST-336,2023-08-14 00:54:00,WH-South,East,Automotive,B2B,1.75,0.06,1.37,0.84,2.42,6.43,72,0,99,95,0.96,1,None,High,2023-08-14 07:19:50.062347,122.92,229.83
ORD-100817,CUST-492,2023-05-29 16:21:00,WH-West,South,Electronics,Online,0.39,1.14,1.24,0.07,8.12,10.96,48,0,70,68,0.971,1,Dispatch Backlog,High,2023-05-30 03:18:39.802443,209.22,391.75
ORD-100818,CUST-810,2023-10-20 14:34:00,WH-South,West,FMCG,Retail,1.46,5.56,2.37,4.96,0.22,14.57,72,0,149,141,0.946,1,None,Medium,2023-10-21 05:07:57.658815,231.01,520.59
ORD-100819,CUST-256,2023-06-09 10:09:00,WH-North,North,Automotive,B2B,1.02,0.22,0.8,2.03,8.97,13.04,48,0,117,114,0.974,1,Picking Delay,Medium,2023-06-09 23:11:18.828780,237.27,466.0
ORD-100820,CUST-823,2023-03-19 12:56:00,WH-West,South,Electronics,Distributor,1.84,5.26,0.17,1.1,8.03,16.41,48,0,26,25,0.962,1,Picking Delay,Medium,2023-03-20 05:20:22.029769,150.66,586.35
ORD-100821,CUST-319,2023-09-11 01:34:00,WH-East,West,Apparel,Online,2.2,2.38,0.41,0.32,2.97,8.28,48,0,248,241,0.972,1,None,Low,2023-09-11 09:50:46.333637,186.85,295.91
ORD-100822,CUST-165,2023-09-20 20:17:00,WH-East,North,FMCG,Online,0.02,1.83,1.3,0.19,2.83,6.18,48,0,385,368,0.956,1,Dispatch Backlog,Low,2023-09-21 02:27:30.218544,150.47,220.7
ORD-100823,CUST-524,2023-11-19 09:53:00,WH-South,South,Apparel,Retail,3.58,1.87,1.14,1.29,1.89,9.76,48,0,209,204,0.976,1,Picking Delay,Medium,2023-11-19 19:38:24.586191,178.1,348.71
ORD-100824,CUST-517,2023-05-05 06:40:00,WH-East,North,Automotive,Online,3.12,3.16,0.91,4.9,21.61,33.7,48,0,227,222,0.978,1,Dispatch Backlog,Low,2023-05-06 16:21:43.653403,153.28,1204.27
ORD-100825,CUST-438,2023-08-29 10:38:00,WH-South,South,Electronics,Distributor,1.14,0.2,1.38,7.53,0.49,10.75,24,0,411,400,0.973,1,Transport Issue,Medium,2023-08-29 21:22:49.542495,159.03,384.1
ORD-100826,CUST-655,2023-10-07 13:18:00,WH-North,South,Electronics,B2B,0.14,1.26,1.22,6.81,3.75,13.18,48,0,434,417,0.961,1,Staff Shortage,Medium,2023-10-08 02:28:36.885897,272.97,470.94
ORD-100827,CUST-577,2023-03-09 05:41:00,WH-East,East,Electronics,Distributor,3.52,2.15,2.56,7.58,4.81,20.61,72,0,114,111,0.974,1,Staff Shortage,Medium,2023-03-10 02:17:28.603641,91.29,736.53
ORD-100828,CUST-525,2023-10-15 06:44:00,WH-North,South,Apparel,Retail,7.76,1.59,1.06,7.15,11.44,29.0,48,0,194,189,0.974,1,Transport Issue,Low,2023-10-16 11:43:52.083169,161.59,1036.38
ORD-100829,CUST-163,2023-02-05 07:36:00,WH-South,East,Furniture,Online,0.69,3.22,1.81,2.25,6.36,14.33,72,0,484,469,0.969,1,Staff Shortage,Low,2023-02-05 21:55:32.732270,161.18,512.0
ORD-100830,CUST-311,2023-12-19 03:02:00,WH-North,West,Automotive,Distributor,0.98,0.14,0.34,0.74,4.34,6.53,24,0,321,315,0.981,1,Dispatch Backlog,Low,2023-12-19 09:34:04.298785,121.76,233.54
ORD-100831,CUST-952,2023-03-14 07:32:00,WH-South,South,Electronics,Distributor,0.51,2.11,1.36,4.8,0.52,9.3,48,0,10,10,1.0,0,Transport Issue,Low,2023-03-14 16:50:04.957621,184.7,332.43
ORD-100832,CUST-530,2023-03-11 08:38:00,WH-West,North,Electronics,Online,2.15,1.37,2.79,0.72,1.97,9.0,24,0,95,93,0.979,1,Transport Issue,Critical,2023-03-11 17:38:05.942312,147.75,321.72
ORD-100833,CUST-498,2023-07-15 12:48:00,WH-South,East,FMCG,Online,0.42,0.86,0.58,0.93,0.63,3.42,24,0,121,117,0.967,1,Dispatch Backlog,Medium,2023-07-15 16:13:25.956290,126.12,122.37
ORD-100834,CUST-888,2023-11-12 01:59:00,WH-East,South,Furniture,Distributor,1.1,0.75,1.81,0.8,8.95,13.41,48,0,126,121,0.96,1,Picking Delay,Low,2023-11-12 15:23:22.384801,158.38,479.14
ORD-100835,CUST-698,2023-01-05 11:26:00,WH-East,East,Apparel,Distributor,2.99,1.75,1.55,2.17,5.82,14.27,48,0,37,35,0.946,1,Dispatch Backlog,Low,2023-01-06 01:41:56.923249,280.46,509.86
ORD-100836,CUST-812,2023-06-09 20:07:00,WH-South,North,FMCG,Retail,2.05,3.99,0.07,1.17,5.95,13.23,24,0,69,65,0.942,1,Transport Issue,Medium,2023-06-10 09:20:56.194239,386.41,472.92
ORD-100837,CUST-120,2023-08-18 07:49:00,WH-South,North,FMCG,Online,1.22,1.23,1.05,0.5,4.44,8.44,48,0,297,289,0.973,1,Picking Delay,Medium,2023-08-18 16:15:21.240607,139.39,301.62
ORD-100838,CUST-977,2023-03-08 21:43:00,WH-East,North,Furniture,Distributor,1.36,3.13,0.17,1.81,2.97,9.45,72,0,174,167,0.96,1,Picking Delay,Low,2023-03-09 07:09:47.200112,134.45,337.62
