vehicle_id,engine_temp_c,vibration_level,rpm,oil_pressure,coolant_level_pct,last_service_km,current_km,fault_code,breakdown_within_30_days,battery_voltage,engine_load_pct,fuel_rate_lph,tire_pressure_front_left,tire_pressure_front_right,tire_pressure_back_left,tire_pressure_back_right,ambient_temp_c,vehicle_age_years,service_alert_flag,breakdown_history_count
VH_118,76.1,7.01,2983,354,95,86137,94348,NONE,0,13.87,86,6.41,33,36,38,33,19,5,0,5
VH_385,74.0,4.87,2587,307,81,78606,91422,NONE,0,11.59,83,3.4,35,35,30,40,25,8,1,5
VH_301,76.1,8.19,2248,336,74,126241,129702,P0500,0,14.1,100,6.01,34,28,32,40,15,6,0,5
VH_339,85.4,3.27,955,359,73,78231,85808,P0171,0,13.79,27,4.37,29,36,31,32,30,2,0,3
VH_242,77.6,4.58,2349,299,85,91542,94847,P0500,0,13.4,46,7.84,36,36,35,30,22,7,0,0
VH_25,81.1,3.94,1472,356,68,136425,147602,NONE,1,11.93,51,8.23,28,29,30,32,20,10,1,0
VH_345,82.1,8.81,2805,296,96,56646,61817,NONE,0,12.41,45,4.64,31,30,31,34,15,7,0,1
VH_261,87.0,8.5,1130,295,76,136917,148258,P0171,0,13.85,89,3.88,35,33,33,33,23,3,0,4
VH_15,71.3,8.39,2219,259,88,127541,138895,NONE,0,13.86,87,4.99,33,35,38,37,22,3,0,1
VH_123,94.1,4.03,2938,320,68,51113,65605,NONE,0,13.28,49,6.45,29,31,33,37,19,10,0,5
VH_402,90.7,5.52,857,268,100,91214,94040,P0300,0,13.86,72,9.06,34,34,35,33,26,15,1,5
VH_320,84.1,8.46,2761,339,98,66054,66658,NONE,0,12.43,42,8.64,32,30,31,37,31,13,0,3
VH_157,104.9,4.92,2370,292,82,94267,106514,P0171,0,13.64,84,8.04,29,28,39,30,40,8,1,2
VH_146,88.0,8.93,1287,290,99,69130,69761,P0171,0,13.19,46,9.97,28,31,34,34,35,1,0,0
VH_399,91.6,3.9,1625,312,92,131446,145429,NONE,0,14.73,55,3.22,33,31,39,38,45,2,0,2
VH_494,103.1,6.21,977,253,72,68247,75861,P0420,0,11.77,38,5.49,35,36,32,35,24,14,0,0
VH_186,108.9,8.92,1722,325,65,142081,154565,P0420,0,12.91,22,5.38,34,33,36,32,17,3,1,3
VH_195,108.7,6.35,3479,353,97,98020,112153,NONE,0,11.81,68,9.67,30,36,36,33,40,9,1,5
VH_68,89.8,5.58,2481,313,83,147782,151014,P0171,0,11.65,54,5.05,35,29,35,35,24,12,0,5
VH_59,70.3,4.63,866,377,86,98425,106318,P0500,0,12.32,33,6.13,33,31,30,37,15,14,0,4
VH_141,89.4,8.05,2478,305,67,71601,85324,P0171,0,12.72,77,7.59,29,31,35,39,33,2,0,5
VH_107,83.8,4.72,1598,307,65,97094,110534,NONE,0,13.11,81,6.84,28,34,30,38,25,1,1,3
VH_426,70.6,8.17,1828,302,87,100600,101799,P0420,0,13.64,97,9.63,31,29,31,36,30,13,1,4
VH_465,98.5,5.6,1926,267,65,113871,117709,NONE,0,11.92,21,6.26,30,36,30,35,19,13,1,5
VH_369,82.0,3.94,3280,396,100,76793,90169,P0171,0,11.54,89,4.23,36,35,34,40,16,13,0,2
VH_381,81.4,2.39,2484,353,81,101798,103152,NONE,0,12.31,63,10.52,33,34,37,32,27,14,0,5
VH_279,78.2,2.72,2252,367,91,77631,89425,NONE,0,14.17,22,11.7,29,30,38,34,26,8,1,5
VH_48,85.6,2.93,3074,255,61,65135,74705,P0300,0,12.02,49,6.73,29,29,32,35,33,1,1,4
VH_53,102.5,6.32,2520,283,83,82872,96931,NONE,1,13.99,54,11.23,28,33,38,31,44,4,0,4
VH_262,96.8,5.64,1279,287,81,132609,136056,NONE,0,14.48,29,3.43,29,32,36,35,32,13,0,5
VH_266,77.7,8.3,2276,260,74,77066,83223,P0420,0,14.09,53,3.4,30,29,39,30,29,4,0,5
VH_476,75.3,1.85,3492,292,95,89670,91478,P0300,0,12.58,29,5.69,33,29,34,35,40,7,0,0
VH_424,105.7,7.06,1166,270,61,100378,104685,P0171,0,13.77,77,9.59,32,32,38,32,29,2,0,3
VH_468,95.7,8.08,2608,304,94,96438,106900,P0171,0,12.05,100,4.39,30,32,35,36,38,13,1,0
VH_162,91.5,4.1,871,272,85,65709,73817,NONE,0,12.56,44,10.77,33,28,34,39,30,3,0,1
VH_41,87.5,1.19,3410,277,100,58258,73191,P0300,0,12.49,62,7.73,30,32,31,37,35,14,0,4
VH_381,80.1,2.06,2766,291,73,111068,114892,NONE,1,14.58,86,9.19,36,33,35,39,31,1,1,5
VH_481,86.9,7.53,1752,267,69,83173,91002,P0171,1,12.99,34,7.06,29,28,40,36,44,13,1,2
VH_72,102.7,7.2,1367,275,93,143347,155906,P0500,0,13.81,26,10.49,28,31,36,37,25,2,0,4
VH_293,72.4,3.03,2084,380,68,101452,107292,P0500,1,11.57,66,11.54,29,32,32,37,17,10,1,2
VH_283,101.9,5.38,3402,345,98,138682,140560,NONE,0,12.25,56,11.84,28,28,36,32,18,3,0,3
VH_318,98.6,1.44,3059,281,80,76164,80647,NONE,0,13.89,96,10.9,30,29,30,32,39,15,0,2
VH_55,71.8,6.49,952,350,96,60838,70641,P0500,0,13.99,28,11.7,32,32,39,33,45,8,0,2
VH_317,109.4,6.85,873,379,75,138699,151101,P0500,1,11.62,87,9.86,34,28,34,36,21,14,0,0
VH_346,84.7,7.57,1558,359,74,85986,95393,NONE,1,13.55,21,5.43,31,34,39,31,45,5,1,5
VH_465,90.0,8.84,2275,280,66,136922,150153,P0420,1,14.04,63,7.56,35,35,35,35,42,13,1,5
VH_113,74.8,3.69,2356,287,68,63640,77376,P0500,0,13.22,99,4.19,36,34,37,30,30,8,1,1
VH_406,80.5,6.65,1581,312,71,146964,154775,P0300,1,11.68,70,4.77,34,35,30,35,26,3,0,1
VH_315,92.9,8.83,2981,381,75,74138,88161,P0500,0,12.97,24,4.89,30,30,36,34,25,3,1,2
VH_367,93.7,7.79,2695,324,62,60327,63916,NONE,0,11.71,40,6.66,32,28,40,31,22,2,1,2
VH_124,100.7,4.91,1523,289,100,126616,134214,P0500,0,13.02,93,3.04,36,30,35,35,32,14,0,3
VH_144,78.0,6.53,3045,269,98,79675,81064,P0420,1,14.54,66,4.74,31,30,34,35,19,13,1,4
VH_356,105.4,5.28,1162,378,62,141561,143959,P0300,0,13.39,95,7.52,29,28,36,31,34,2,1,1
VH_334,85.7,4.0,1575,325,84,103506,116315,NONE,0,13.83,49,11.69,28,28,39,32,31,13,1,2
VH_25,80.1,8.47,2871,387,81,74719,80978,P0420,0,11.66,50,3.64,33,36,33,32,33,1,0,4
VH_397,101.6,4.02,3223,328,65,149853,156389,P0171,1,12.09,59,6.91,28,30,37,39,31,8,1,1
VH_88,76.9,2.95,949,300,84,119504,134357,NONE,0,13.83,26,4.92,36,30,37,33,31,1,0,3
VH_229,75.7,8.13,1132,390,87,101057,107707,NONE,0,12.1,43,5.17,35,35,36,30,44,11,1,0
VH_288,90.0,7.58,2699,285,67,50100,55627,NONE,0,12.08,47,5.11,34,30,34,32,24,8,1,0
VH_12,106.3,4.99,2856,258,64,87727,91368,NONE,0,11.85,33,11.88,29,36,38,31,40,6,0,0
VH_393,98.9,3.79,1838,293,69,84453,90046,P0300,0,13.45,60,5.6,32,28,34,30,44,6,1,1
VH_284,106.1,4.17,954,350,72,130171,143640,NONE,0,13.9,54,9.11,31,34,36,33,24,11,0,4
VH_85,73.8,5.15,3136,383,94,103981,116857,P0171,1,13.28,36,4.44,29,31,36,36,34,10,1,4
VH_267,96.6,8.13,913,251,64,113322,125536,P0420,0,12.07,90,5.2,33,34,31,40,24,3,1,5
VH_185,75.9,8.24,2682,364,74,97520,105335,NONE,1,12.6,66,8.28,30,34,30,34,29,9,1,4
VH_404,105.4,4.02,1302,272,70,132509,142862,NONE,0,14.53,84,6.1,36,36,36,35,20,6,0,4
VH_391,103.0,2.43,1948,365,100,104401,116421,NONE,0,13.34,67,11.67,36,33,30,30,24,14,1,0
VH_188,89.6,4.09,1219,341,62,65094,68371,P0171,1,14.0,48,4.39,32,35,37,31,40,12,0,0
VH_433,82.8,1.43,1587,293,91,145812,160772,P0171,0,14.2,77,8.9,31,36,40,38,35,5,0,4
VH_319,74.3,8.57,2233,387,75,130016,132825,P0420,0,14.32,92,10.59,33,30,32,37,43,4,0,3
VH_430,101.0,2.93,1550,353,89,140108,149821,P0420,0,13.7,40,10.08,28,33,30,32,28,3,1,1
VH_240,82.4,1.45,863,382,84,145874,160455,P0500,0,12.39,73,10.98,31,30,33,31,33,6,1,3
VH_255,99.7,6.36,1237,254,72,115365,118172,P0171,0,12.18,20,6.13,31,35,31,37,41,13,1,1
VH_237,96.8,5.61,2566,282,75,105177,119411,P0171,0,14.59,91,7.05,34,36,36,39,23,15,0,3
VH_188,85.5,6.12,2061,257,61,88843,101586,P0171,0,12.26,46,4.49,33,35,40,38,24,5,0,2
VH_201,97.3,2.6,3431,280,62,148620,154036,P0500,0,13.74,75,11.18,36,35,31,38,24,12,1,5
VH_84,89.1,5.61,2806,386,68,63772,70433,P0300,0,13.63,47,3.06,29,30,33,40,29,15,1,0
VH_108,108.9,4.18,2134,348,73,104565,107395,NONE,1,14.64,46,5.78,30,35,38,40,22,7,0,4
VH_411,82.2,2.92,3341,348,86,116057,127342,P0500,0,14.53,62,8.4,33,28,40,37,27,3,0,4
VH_232,73.5,3.72,3088,256,93,104974,113694,NONE,0,11.53,76,7.14,33,30,34,40,41,13,1,0
VH_406,82.9,2.82,852,324,92,138679,142516,NONE,1,11.75,98,10.18,32,33,37,36,30,14,0,1
VH_308,78.7,4.87,1659,382,84,100665,114914,P0171,0,12.39,60,10.56,31,31,33,36,45,7,1,3
VH_63,100.0,4.51,2354,325,83,145263,156009,P0171,0,12.2,65,7.19,35,34,38,32,40,8,1,5
VH_45,109.2,4.75,1369,340,75,84872,88351,P0420,0,14.79,20,8.32,33,36,38,40,17,1,0,0
VH_376,101.2,4.76,3379,339,64,65261,66248,P0300,0,12.21,78,5.62,31,31,38,36,29,5,0,2
VH_448,87.3,1.1,1126,305,82,115890,126195,P0300,0,14.58,56,6.34,35,29,34,36,20,10,0,2
VH_410,73.0,2.09,1161,264,64,91931,94285,P0300,0,12.26,67,9.85,28,35,34,40,32,2,1,3
VH_19,86.0,1.24,895,281,90,52470,53425,P0300,0,12.94,27,6.67,29,36,31,37,18,10,0,1
VH_298,107.1,7.38,1086,379,84,132224,141621,P0420,0,14.34,65,8.94,32,29,37,31,38,4,1,2
VH_246,82.5,5.88,3085,358,94,54201,62338,P0500,0,14.26,86,10.83,32,28,32,35,23,2,1,2
VH_228,95.7,2.56,2696,310,99,94841,106289,NONE,1,13.81,39,11.7,32,35,40,40,26,12,0,5
VH_175,78.8,4.94,3058,304,69,70162,77180,P0420,0,14.29,37,6.53,32,33,36,36,34,4,1,2
VH_59,102.1,1.54,1814,340,79,93923,99680,NONE,0,13.82,78,8.62,30,35,34,33,22,7,0,5
VH_139,104.3,5.7,2460,268,96,92848,103765,P0300,1,13.49,91,8.07,28,35,30,40,40,7,0,3
VH_54,99.3,4.26,2577,338,88,142944,148684,NONE,0,14.35,41,5.39,28,31,33,37,16,6,0,1
VH_382,71.0,1.6,1988,388,98,60564,68953,P0171,0,13.11,93,9.81,31,28,34,30,35,13,0,4
VH_178,95.1,2.39,2861,291,60,74121,80844,NONE,1,12.95,25,4.28,29,33,38,36,33,2,1,5
VH_367,79.5,7.69,1581,317,62,107523,110454,P0500,1,13.87,92,11.11,30,30,31,36,23,4,0,0
VH_101,96.5,8.5,3256,315,89,133647,142077,NONE,1,14.69,26,3.52,32,29,30,38,40,3,1,3
VH_274,96.5,8.3,1779,358,70,114903,128030,P0171,0,12.42,67,10.24,28,34,36,30,23,10,0,1
VH_331,104.1,3.55,3298,267,88,81786,96466,P0500,0,11.76,25,8.14,35,32,36,37,16,14,1,0
VH_294,109.3,2.63,1531,317,64,135652,142203,P0420,0,13.03,29,11.6,34,28,33,33,31,2,1,4
VH_129,88.1,6.15,2111,334,98,92614,100736,NONE,0,12.47,55,5.25,36,28,35,31,42,12,1,0
VH_296,88.6,3.27,1242,370,95,115613,123353,P0300,1,14.37,52,7.45,28,29,30,32,31,5,1,1
VH_39,105.8,4.3,3028,390,68,59392,62724,P0500,1,11.76,45,3.68,34,31,36,34,32,1,1,1
VH_442,109.5,1.12,2437,324,90,53562,66011,P0300,1,14.78,46,4.04,30,32,39,30,24,9,1,0
VH_493,88.6,4.0,1467,391,99,136916,150267,P0420,0,13.25,86,3.25,34,36,38,36,20,13,0,2
VH_372,70.4,4.43,2823,364,90,144571,147880,NONE,0,11.56,80,10.8,32,28,32,32,19,5,1,5
VH_212,93.4,8.36,2094,293,89,57012,67683,P0300,0,13.53,49,4.02,33,33,34,34,37,14,1,0
VH_426,70.1,1.51,1568,330,88,134220,139358,P0300,0,11.67,61,6.97,35,36,39,39,16,1,1,3
VH_91,82.4,2.16,2088,308,93,110903,124606,P0300,1,13.26,68,10.67,35,28,38,37,17,14,0,2
VH_170,78.7,8.68,1349,345,62,81359,88440,NONE,1,14.48,51,5.25,34,36,36,40,21,5,0,4
VH_18,89.2,8.67,2835,262,88,72930,81079,P0171,0,14.18,40,8.3,34,35,38,38,26,12,1,3
VH_341,105.5,1.48,976,386,81,120135,133686,P0171,0,14.68,65,6.97,31,28,40,31,39,12,1,1
VH_391,87.8,7.35,3342,379,80,132256,141927,P0300,0,11.81,90,11.55,28,34,33,40,19,11,1,2
VH_95,86.2,4.34,2627,372,93,66435,70219,P0420,0,12.0,55,3.55,36,32,31,37,21,5,1,3
VH_13,87.8,8.34,1165,332,96,137745,145416,NONE,0,14.36,62,9.85,30,36,30,36,34,15,1,3
VH_167,82.4,5.06,1954,254,90,116816,131515,P0300,1,12.09,39,7.93,36,30,37,39,43,11,1,4
VH_3,92.7,3.26,2548,365,79,58700,59209,NONE,0,14.67,60,4.13,29,35,35,37,35,10,0,2
VH_323,91.6,1.82,1705,258,94,61155,67598,NONE,0,14.77,83,8.14,35,36,36,32,45,10,0,1
VH_435,99.9,5.06,1351,278,98,81704,95119,NONE,1,12.47,41,3.14,36,35,34,36,22,4,1,0
VH_40,104.5,3.75,1241,311,77,78773,84802,NONE,1,14.36,84,3.84,29,33,30,33,29,10,0,4
VH_495,82.3,2.89,1503,369,90,80187,91879,NONE,0,14.63,42,6.45,35,28,31,33,20,8,0,3
VH_303,110.0,4.93,1075,288,82,71185,83935,P0300,0,12.11,91,5.32,28,32,30,31,37,13,1,4
VH_349,72.3,4.74,3237,273,69,70149,72883,NONE,0,11.71,51,9.17,30,34,31,40,44,14,1,3
VH_353,106.8,5.59,3181,259,92,145919,156925,P0300,1,14.06,68,9.76,35,35,34,39,28,13,0,4
VH_16,96.4,2.93,846,352,82,125291,130511,P0300,1,14.52,88,5.4,32,28,40,39,38,10,0,2
VH_266,72.1,2.48,3211,357,84,125520,139088,P0500,0,12.36,85,6.92,29,30,35,33,38,3,1,3
VH_309,88.3,5.56,2100,343,100,51687,56431,NONE,0,13.85,52,7.91,32,33,31,34,45,9,0,2
VH_73,98.4,4.55,3432,306,66,80862,93736,P0500,1,12.46,78,7.16,28,31,36,34,18,15,1,4
VH_341,73.3,8.19,1707,287,72,125127,129192,P0171,0,13.46,41,3.51,31,28,32,30,37,3,1,5
VH_260,78.8,7.61,2594,306,76,54915,66902,P0171,1,12.7,92,3.44,33,36,37,36,40,5,1,0
VH_485,109.2,4.95,3330,308,66,107612,117587,NONE,0,11.91,21,3.93,32,31,30,40,20,5,1,3
VH_400,89.4,2.06,2704,264,84,59410,64789,NONE,0,14.64,61,3.3,28,30,36,32,26,3,1,3
VH_67,92.6,7.35,3450,282,94,126280,140247,P0300,1,11.83,38,8.92,32,30,31,33,34,14,0,3
VH_231,70.8,6.71,2089,380,61,55553,60316,P0300,0,13.12,88,6.26,35,35,39,35,28,10,1,1
VH_115,103.7,7.65,2942,253,88,71298,83544,P0500,0,14.5,84,8.76,36,36,34,33,38,5,0,0
VH_147,85.8,3.94,801,334,97,145805,159667,P0500,0,14.21,69,5.13,34,29,37,30,32,9,1,3
VH_304,108.2,2.14,2263,399,97,56665,70124,P0420,1,13.59,20,3.84,33,36,33,37,31,4,1,4
VH_40,87.1,4.38,3422,314,63,67582,81616,NONE,1,11.91,95,9.02,35,36,30,32,22,14,0,4
VH_93,87.8,2.84,1755,364,74,144179,148573,P0171,1,14.79,69,5.84,32,31,38,39,32,5,0,5
VH_481,88.0,2.58,2184,375,85,98092,110406,P0300,0,12.36,54,11.55,35,28,31,32,17,2,0,1
VH_80,72.9,4.81,2569,367,96,70285,75795,P0500,0,11.83,20,7.21,29,33,38,30,19,10,0,5
VH_383,84.3,4.11,1943,397,64,92843,105754,P0300,0,12.3,58,8.21,33,31,31,34,19,8,0,1
VH_459,107.8,7.33,1429,270,64,148039,159341,NONE,0,13.18,38,4.44,34,31,36,36,42,10,1,0
VH_222,109.2,6.51,2540,331,61,101320,110947,P0420,0,12.15,82,7.62,33,34,35,39,31,9,0,2
VH_43,99.5,1.73,3159,318,86,50448,64401,NONE,0,13.27,22,3.9,32,32,37,36,28,5,0,5
VH_483,70.6,4.15,2570,348,83,140057,148363,NONE,0,11.86,76,5.33,32,28,36,39,37,10,1,1
VH_47,80.1,4.91,950,306,76,57053,60935,NONE,1,12.08,67,4.31,28,35,36,36,29,5,0,1
VH_338,107.1,4.33,1798,349,98,137805,148632,NONE,1,12.4,88,8.38,29,29,31,32,32,10,0,4
VH_296,71.7,2.72,1319,303,61,140024,142760,P0420,0,14.78,96,3.2,32,30,33,34,43,8,1,4
VH_440,77.2,4.85,1698,264,72,129465,133277,NONE,1,14.53,70,3.22,29,32,30,39,19,2,0,2
VH_51,104.2,1.38,1763,362,74,86021,96450,NONE,0,14.3,50,7.67,33,31,31,40,32,9,1,0
VH_38,102.8,2.47,2477,338,91,95660,100642,NONE,0,13.93,96,6.3,35,34,38,40,33,7,1,1
VH_82,109.2,8.3,1050,280,64,75817,79756,P0500,0,13.22,29,9.22,31,31,32,32,34,8,0,4
VH_64,79.6,6.01,2214,304,64,146714,155072,NONE,0,12.61,22,10.7,35,29,32,33,34,10,1,0
VH_234,76.1,4.9,1178,330,93,126626,132402,NONE,0,13.16,25,6.43,32,31,33,36,17,15,0,5
VH_401,87.0,4.02,2469,391,81,88102,100896,NONE,0,12.93,38,11.32,35,34,32,30,16,6,1,5
VH_313,70.0,8.26,1989,342,92,76071,90008,P0420,0,12.67,39,11.01,29,35,31,37,37,3,0,5
VH_269,84.0,8.91,1942,309,80,149998,150635,P0500,0,12.31,98,5.49,31,29,34,31,24,9,0,4
VH_244,77.9,2.2,3356,381,74,133857,139876,NONE,0,12.61,59,8.81,29,31,39,36,37,15,1,2
VH_413,89.6,5.9,2447,349,66,56567,66711,NONE,0,12.23,49,8.98,33,35,38,33,32,7,1,1
VH_259,83.8,4.19,830,374,96,59704,69061,NONE,0,13.36,100,3.14,32,34,34,39,41,12,1,5
VH_70,101.2,1.94,1414,284,73,79872,89534,NONE,0,13.86,64,6.17,30,33,40,31,28,10,1,4
VH_66,82.5,8.56,1745,400,67,133903,138380,P0420,0,13.03,42,4.41,35,30,36,32,34,14,1,0
VH_357,100.6,3.19,3399,335,82,116564,120345,P0300,1,14.2,46,8.56,29,28,39,37,43,8,1,2
VH_321,81.0,3.21,1936,371,67,70921,78997,P0300,1,11.69,47,10.9,33,30,31,40,32,15,0,4
VH_75,109.8,5.94,3393,303,80,124524,127259,NONE,1,12.89,90,3.79,28,31,40,31,28,6,0,5
VH_185,96.8,1.8,2668,304,88,51952,57314,NONE,1,12.42,67,7.82,28,34,31,40,18,9,0,4
VH_15,83.9,3.06,1895,295,97,141760,143168,NONE,0,13.8,43,4.83,33,34,38,38,23,12,0,5
VH_40,102.0,7.73,3399,388,84,149871,150978,NONE,0,13.63,74,11.16,36,31,40,35,43,8,1,4
VH_386,79.9,2.14,3079,370,86,142946,156749,NONE,1,14.04,72,7.02,36,30,33,35,29,4,1,3
VH_460,103.0,1.42,2738,288,94,96915,107769,NONE,1,14.26,95,8.38,33,35,40,35,34,7,0,5
VH_402,98.9,6.04,3053,332,75,144781,150228,NONE,0,13.99,52,6.84,36,31,33,36,43,7,0,5
VH_24,73.7,8.32,2651,323,96,58130,71659,NONE,0,14.43,68,10.29,32,29,39,30,21,1,1,0
VH_99,101.3,2.81,3332,363,63,59814,68866,NONE,0,13.79,86,7.07,30,30,30,37,22,5,0,5
VH_378,91.9,1.64,1106,279,81,66820,80291,P0300,0,13.03,50,10.49,31,28,39,35,35,8,0,3
VH_422,83.3,4.6,1825,312,68,69915,84609,P0500,0,14.06,80,10.75,32,31,39,40,34,15,1,1
VH_406,70.9,6.68,923,254,80,136847,137769,P0500,0,14.31,63,9.32,30,35,34,39,39,4,1,3
VH_419,90.8,2.02,1467,364,84,88286,99711,P0300,0,14.17,26,5.52,35,36,38,33,39,15,1,3
VH_187,86.9,6.04,1509,284,66,119223,133645,P0171,0,12.25,49,3.05,31,30,38,37,27,6,0,1
VH_84,95.8,4.03,1372,366,93,120039,124762,P0420,0,12.28,59,4.27,28,32,34,36,24,11,1,3
VH_14,97.0,3.66,2811,397,60,79366,89282,P0300,0,14.29,83,11.45,33,33,33,40,28,7,1,0
VH_437,101.4,7.59,2130,394,97,109630,116253,P0171,1,13.45,53,11.15,36,35,33,30,43,7,1,0
VH_280,85.6,3.37,3006,313,67,121120,131663,NONE,1,13.3,51,5.58,29,30,32,37,45,5,0,0
VH_441,81.4,4.61,1319,271,99,116336,117337,NONE,0,11.75,91,11.73,29,33,33,30,31,6,1,1
VH_405,76.2,3.58,1861,344,63,105643,112854,P0420,1,14.22,87,11.53,33,33,30,39,28,4,1,5
VH_268,88.4,2.73,1250,373,74,127805,128375,P0171,0,11.88,56,6.8,29,32,37,30,38,2,0,1
VH_452,86.3,6.47,1603,281,100,70482,83814,P0500,0,13.88,91,3.95,30,29,32,30,34,15,0,0
VH_242,83.4,6.3,1275,305,66,105877,113285,NONE,0,12.81,37,5.72,36,32,38,39,24,12,0,4
VH_242,103.8,6.95,2695,284,93,98516,106599,P0171,0,14.64,53,6.03,32,34,30,30,44,4,0,2
VH_23,95.9,7.63,2095,323,78,61977,64646,P0500,0,12.21,51,7.86,34,28,37,38,31,8,0,2
VH_45,107.6,7.62,3457,337,67,50094,57091,P0420,0,14.79,87,7.27,35,30,33,34,37,8,1,0
VH_92,96.8,7.92,853,256,71,50273,59137,P0300,0,14.35,94,7.27,36,28,40,35,34,12,1,3
VH_19,97.0,2.09,1496,330,77,83905,87912,P0300,0,11.94,24,6.21,34,30,30,38,19,12,0,0
VH_463,75.7,5.47,2345,353,64,100429,112998,NONE,0,12.52,50,10.68,30,30,30,39,32,7,0,0
VH_187,96.0,1.43,1416,272,86,71842,78504,P0500,0,14.09,95,6.58,28,34,32,32,30,5,1,4
VH_57,73.7,8.88,1607,272,61,84238,86766,P0420,0,12.07,57,5.96,30,31,36,34,31,10,1,0
VH_322,86.0,6.33,1012,315,89,114938,116569,P0420,0,12.64,92,11.55,34,34,33,38,45,3,1,0
VH_479,94.2,2.9,2668,303,72,144843,156669,P0420,1,12.36,41,6.18,30,33,35,37,25,7,1,5
VH_405,97.0,7.87,3061,313,62,112961,115614,NONE,0,13.23,61,4.53,36,32,34,38,36,10,0,4
VH_12,82.9,8.63,2077,272,77,58679,60615,NONE,0,12.35,20,4.4,36,28,30,39,20,5,0,0
VH_96,75.0,8.15,2764,261,71,112533,124702,P0171,0,12.27,77,7.24,30,36,32,34,35,4,1,1
VH_141,82.7,2.49,1504,376,65,135493,144231,P0300,0,12.18,58,10.09,36,32,40,37,37,11,1,1
VH_106,97.7,7.39,1351,338,99,139369,151703,NONE,0,14.41,26,9.95,30,32,38,30,22,3,1,3
VH_438,106.7,2.46,2492,286,77,84876,99704,P0500,0,12.62,80,6.75,36,36,38,33,40,13,0,4
VH_331,88.0,6.57,1633,289,99,137976,139678,NONE,1,14.1,35,11.57,33,32,37,34,30,8,1,0
VH_72,89.7,4.99,2878,377,72,87624,91051,NONE,0,13.97,67,10.4,30,29,36,30,16,5,0,1
VH_289,93.4,4.91,3412,300,98,140540,153843,P0420,0,12.93,44,7.7,28,33,40,33,36,13,0,2
VH_125,107.5,2.35,2910,318,60,55555,58692,P0171,0,12.44,62,7.68,28,36,33,40,25,5,1,2
VH_395,93.9,2.05,3171,335,82,73325,77072,P0300,1,12.2,50,9.87,36,31,35,31,21,11,1,1
VH_301,94.5,1.98,1614,269,87,143248,156346,NONE,0,12.55,58,8.57,34,28,38,40,34,7,1,0
VH_176,74.2,2.04,2697,345,96,124441,139103,NONE,1,12.13,93,11.12,32,30,36,39,15,2,1,3
VH_166,92.2,7.93,1687,286,90,129502,137281,NONE,0,12.68,28,6.55,31,36,38,37,29,10,0,3
VH_394,74.4,3.85,873,270,73,126678,131576,P0300,0,13.85,95,8.82,36,32,33,35,24,10,1,4
VH_227,93.0,4.21,2245,319,99,101864,109405,NONE,0,11.9,90,8.33,36,35,34,40,17,5,1,2
VH_390,90.5,8.93,3411,282,85,133236,142198,P0171,1,14.23,44,7.07,34,34,33,37,26,13,0,2
VH_212,90.4,6.86,3475,318,92,124694,136112,NONE,0,13.87,89,8.51,34,32,36,31,40,14,1,2
VH_348,104.2,2.28,2153,341,72,86604,96256,NONE,0,12.27,89,5.15,33,30,30,39,42,5,0,0
VH_485,81.4,5.65,2891,309,85,91724,104257,NONE,0,13.72,93,10.08,28,32,39,30,22,13,0,5
VH_38,96.9,2.29,1314,341,99,112862,123866,P0500,0,14.12,96,6.56,33,34,35,37,27,13,1,4
VH_457,106.9,4.36,1602,322,100,90699,104478,P0420,1,14.45,34,5.92,35,33,40,38,29,2,0,1
VH_433,83.8,2.22,1468,283,60,115806,123665,NONE,0,14.43,95,6.56,34,31,32,33,42,15,0,4
VH_441,70.8,1.05,1139,264,73,59191,64766,P0500,0,13.13,100,6.91,33,35,33,33,36,7,0,1
VH_56,75.3,3.26,2776,255,62,66756,76228,NONE,0,14.35,45,11.09,32,36,32,39,34,6,0,1
VH_94,94.0,1.21,1302,368,73,53411,67834,P0420,0,11.81,100,11.28,34,32,30,39,37,9,0,0
VH_235,89.3,2.68,2926,332,85,87245,93141,P0300,0,12.84,25,3.24,35,30,39,35,17,12,1,5
VH_290,99.3,6.88,2629,258,75,81846,86944,NONE,1,12.93,41,7.33,32,32,38,40,30,12,0,1
VH_221,86.0,3.93,1174,331,71,111306,124888,P0300,1,12.42,27,6.3,29,36,38,35,41,15,1,5
VH_205,104.3,4.39,2278,329,84,80380,84283,NONE,1,12.82,35,11.32,33,33,37,32,28,1,1,4
VH_21,71.5,1.32,1724,256,64,98047,103732,P0420,1,11.55,49,6.7,34,33,38,31,34,1,0,4
VH_45,106.8,3.5,1918,271,83,120370,121503,P0171,1,11.57,55,6.98,28,33,31,34,16,4,1,0
VH_126,94.2,4.92,3320,387,84,120867,122335,NONE,0,14.29,97,3.58,30,30,32,34,16,9,0,3
VH_478,72.8,8.88,1410,363,79,148594,151287,NONE,1,13.3,40,3.31,31,35,39,30,25,1,1,5
VH_147,83.7,8.17,1879,373,66,64790,66643,NONE,0,11.9,76,10.42,32,31,36,39,36,6,1,4
VH_140,97.4,5.47,1003,362,88,138216,152941,P0171,0,13.72,39,5.23,29,29,31,37,18,15,0,2
VH_170,73.3,2.88,1925,343,82,83719,95011,NONE,1,12.24,85,10.09,35,34,39,33,16,13,0,3
VH_28,79.3,7.8,2992,378,87,139256,152081,NONE,1,12.34,76,9.08,34,28,36,37,45,14,0,0
